Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p9,1,3e-06,21.544582,[100  20] ; [15 19],[89.61038961 30.38961039] ; [25.38961039  8.61038961],1
n5,1,0.216353,1.528397,[88 33] ; [21 13],[85.09032258 35.90967742] ; [23.90967742 10.09032258],0
v1,1,0.244742,1.35307,[59 57] ; [13 20],[56.05369128 59.94630872] ; [15.94630872 17.05369128],0
a1,1,0.321064,0.984605,[  3 118] ; [ 2 32],[  3.90322581 117.09677419] ; [ 1.09677419 32.90322581],0
u1,1,0.321064,0.984605,[  3 118] ; [ 2 32],[  3.90322581 117.09677419] ; [ 1.09677419 32.90322581],0
d2,1,0.333655,0.934659,[26 95] ; [10 24],[28.10322581 92.89677419] ; [ 7.89677419 26.10322581],0
d4,1,0.337744,0.918974,[84 37] ; [20 13],[81.71428571 39.28571429] ; [22.28571429 10.71428571],0
b4,1,0.344636,0.893111,[68 53] ; [16 18],[65.57419355 55.42580645] ; [18.42580645 15.57419355],0
p2,1,0.423636,0.640206,[103  18] ; [27  7],[101.48387097  19.51612903] ; [28.51612903  5.48387097],0
d1,1,0.423669,0.640115,[37 84] ; [ 8 26],[35.12903226 85.87096774] ; [ 9.87096774 24.12903226],0
p4,1,0.521084,0.411747,[68 53] ; [17 17],[66.35483871 54.64516129] ; [18.64516129 15.35483871],0
d3,1,0.530889,0.39269,[68 53] ; [16 16],[66.43137255 54.56862745] ; [17.56862745 14.43137255],0
s5,1,0.546526,0.363578,[30 87] ; [ 7 27],[28.66887417 88.33112583] ; [ 8.33112583 25.66887417],0
a4,1,0.564522,0.331934,[23 98] ; [ 5 29],[21.85806452 99.14193548] ; [ 6.14193548 27.85806452],0
n3,1,0.588571,0.292581,[21  8] ; [7 4],[20.3  8.7] ; [7.7 3.3],0
s2,1,0.632038,0.229307,[59 62] ; [15 19],[57.76774194 63.23225806] ; [16.23225806 17.76774194],0
a6,1,0.632038,0.229307,[59 62] ; [15 19],[57.76774194 63.23225806] ; [16.23225806 17.76774194],0
s4,1,0.667165,0.184936,[25 94] ; [ 6 28],[24.11111111 94.88888889] ; [ 6.88888889 27.11111111],0
n2,1,0.687098,0.162245,[22  7] ; [9 2],[22.475  6.525] ; [8.525 2.475],0
p6,1,0.700101,0.148367,[56 61] ; [15 19],[55.01324503 61.98675497] ; [15.98675497 18.01324503],0
p3,1,0.701093,0.147338,[56 65] ; [17 17],[56.98709677 64.01290323] ; [16.01290323 17.98709677],0
s3,1,0.731581,0.117665,[71 49] ; [19 15],[70.12987013 49.87012987] ; [19.87012987 14.12987013],0
p5,1,0.735546,0.11408,[ 15 105] ; [ 5 29],[ 15.58441558 104.41558442] ; [ 4.41558442 29.58441558],0
s1,1,0.750411,0.101186,[  5 116] ; [ 1 33],[  4.68387097 116.31612903] ; [ 1.31612903 32.68387097],0
u3,1,0.754108,0.098111,[29 31] ; [12 11],[29.63855422 30.36144578] ; [11.36144578 11.63855422],0
u2,1,0.844104,0.03867,[34 26] ; [13  9],[34.3902439 25.6097561] ; [12.6097561  9.3902439],0
