Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v3,1,0.0,90.776653,[192 121] ; [ 45 180],[137.88289963 175.11710037] ; [ 99.11710037 125.88289963],1
r4,1,0.080723,3.050294,[294  26] ; [200  29],[287.9417122  32.0582878] ; [206.0582878  22.9417122],0
p2,1,0.081296,3.038797,[281  38] ; [188  39],[274.01282051  44.98717949] ; [194.98717949  32.01282051],0
p12,1,0.081727,3.030224,[ 33 285] ; [ 14 214],[ 27.37362637 290.62637363] ; [ 19.62637363 208.37362637],0
u1,1,0.084662,2.973048,[ 80 240] ; [ 43 186],[ 71.69398907 248.30601093] ; [ 51.30601093 177.69398907],0
a2,1,0.096104,2.769039,[ 99 221] ; [ 56 173],[ 90.34608379 229.65391621] ; [ 64.65391621 164.34608379],0
n2,1,0.114475,2.491328,[47 10] ; [42 18],[43.35897436 13.64102564] ; [45.64102564 14.35897436],0
a7,1,0.124914,2.354596,[237  81] ; [157  72],[229.05301645  88.94698355] ; [164.94698355  64.05301645],0
s2,1,0.132605,2.261738,[176 139] ; [112 115],[167.3800738 147.6199262] ; [120.6199262 106.3800738],0
s6,1,0.141161,2.165255,[228  85] ; [150  74],[220.32402235  92.67597765] ; [157.67597765  66.32402235],0
a5,1,0.16884,1.893212,[260  60] ; [175  54],[253.55191257  66.44808743] ; [181.44808743  47.55191257],0
a3,1,0.19091,1.710584,[253  66] ; [170  58],[246.68555759  72.31444241] ; [176.31444241  51.68555759],0
v4,1,0.194369,1.684185,[306  13] ; [214  15],[302.70072993  16.29927007] ; [217.29927007  11.70072993],0
d2,1,0.20775,1.587034,[184 134] ; [119 108],[176.79633028 141.20366972] ; [126.20366972 100.79633028],0
b4,1,0.222323,1.489316,[190 130] ; [124 105],[183.02367942 136.97632058] ; [130.97632058  98.02367942],0
n1,1,0.230597,1.437176,[20 35] ; [28 31],[23.15789474 31.84210526] ; [24.84210526 34.15789474],0
s1,1,0.236468,1.401527,[  6 308] ; [  8 217],[  8.15584416 305.84415584] ; [  5.84415584 219.15584416],0
a8,1,0.269929,1.217109,[ 50 230] ; [ 30 182],[ 45.52845528 234.47154472] ; [ 34.47154472 177.52845528],0
p6,1,0.283595,1.149781,[131 182] ; [ 85 143],[124.96857671 188.03142329] ; [ 91.03142329 136.96857671],0
n4,1,0.304284,1.055324,[292  28] ; [202  26],[288.46715328  31.53284672] ; [205.53284672  22.46715328],0
a1,1,0.313986,1.013834,[ 22 298] ; [ 11 218],[ 19.23497268 300.76502732] ; [ 13.76502732 215.23497268],0
p1,1,0.316266,1.004327,[ 22 298] ; [ 21 207],[ 25.10948905 294.89051095] ; [ 17.89051095 210.10948905],0
u2,1,0.368177,0.809809,[35 31] ; [36 23],[37.488 28.512] ; [33.512 25.488],0
a4,1,0.430502,0.621469,[169 150] ; [113 115],[164.45703839 154.54296161] ; [117.54296161 110.45703839],0
d3,1,0.435067,0.609258,[237  83] ; [162  66],[232.99270073  87.00729927] ; [166.00729927  61.99270073],0
b3,1,0.492794,0.470419,[ 82 123] ; [52 91],[ 78.93678161 126.06321839] ; [55.06321839 87.93678161],0
b2,1,0.492794,0.470419,[ 82 123] ; [52 91],[ 78.93678161 126.06321839] ; [55.06321839 87.93678161],0
s3,1,0.506667,0.440944,[175 138] ; [134  94],[178.77449168 134.22550832] ; [130.22550832  97.77449168],0
u4,1,0.644759,0.212572,[  9 311] ; [  5 224],[  8.16029144 311.83970856] ; [  5.83970856 223.16029144],0
r2,1,0.723186,0.12546,[300  16] ; [217  10],[300.86924494  15.13075506] ; [216.13075506  10.86924494],0
n6,1,0.727251,0.121651,[291  28] ; [206  22],[289.84095064  29.15904936] ; [207.15904936  20.84095064],0
u3,1,0.786071,0.073666,[37 30] ; [34 25],[37.75396825 29.24603175] ; [33.24603175 25.75396825],0
a6,1,0.857542,0.032222,[222  97] ; [161  68],[222.95072993  96.04927007] ; [160.04927007  68.95072993],0
b5,1,0.868963,0.027217,[192 128] ; [139  90],[192.93260474 127.06739526] ; [138.06739526  90.93260474],0
p5,1,0.955998,0.003044,[ 43 277] ; [ 30 196],[ 42.78388278 277.21611722] ; [ 30.21611722 195.78388278],0
