Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n5,1,0.0,31.528246,[96 11] ; [14 18],[84.67625899 22.32374101] ; [25.32374101  6.67625899],1
v2,1,0.102917,2.659753,[69 35] ; [15 15],[65.19402985 38.80597015] ; [18.80597015 11.19402985],0
p1,1,0.118103,2.442299,[  5 101] ; [ 4 28],[ 6.91304348 99.08695652] ; [ 2.08695652 29.91304348],0
d1,1,0.140735,2.169907,[56 51] ; [12 20],[52.34532374 54.65467626] ; [15.65467626 16.34532374],0
p11,1,0.156206,2.010579,[89 18] ; [23  9],[86.21582734 20.78417266] ; [25.78417266  6.21582734],0
p5,1,0.169347,1.888717,[17 88] ; [ 2 29],[14.66911765 90.33088235] ; [ 4.33088235 26.66911765],0
p3,1,0.196702,1.666694,[55 51] ; [12 19],[51.83941606 54.16058394] ; [15.16058394 15.83941606],0
p6,1,0.197747,1.658935,[40 65] ; [ 7 21],[37.10526316 67.89473684] ; [ 9.89473684 18.10526316],0
a2,1,0.206056,1.598926,[11 96] ; [ 1 31],[ 9.23741007 97.76258993] ; [ 2.76258993 29.23741007],0
a3,1,0.255192,1.294655,[84 23] ; [22 10],[81.5971223 25.4028777] ; [24.4028777  7.5971223],0
d2,1,0.28462,1.144897,[55 52] ; [13 19],[52.34532374 54.65467626] ; [15.65467626 16.34532374],0
s1,1,0.344248,0.894547,[  3 103] ; [ 2 29],[  3.86861314 102.13138686] ; [ 1.13138686 29.86861314],0
s7,1,0.378367,0.776002,[58 46] ; [14 16],[55.88059701 48.11940299] ; [16.11940299 13.88059701],0
n2,1,0.45794,0.550926,[14  4] ; [14  2],[14.82352941  3.17647059] ; [13.17647059  2.82352941],0
b3,1,0.458902,0.548571,[39 36] ; [ 9 12],[37.5 37.5] ; [10.5 10.5],0
b2,1,0.458902,0.548571,[39 36] ; [ 9 12],[37.5 37.5] ; [10.5 10.5],0
s3,1,0.493502,0.468881,[63 44] ; [21 11],[64.6618705 42.3381295] ; [19.3381295 12.6618705],0
s5,1,0.51831,0.417255,[45 59] ; [11 19],[43.46268657 60.53731343] ; [12.53731343 17.46268657],0
v4,1,0.519919,0.414055,[100   7] ; [27  3],[99.18978102  7.81021898] ; [27.81021898  2.18978102],0
a1,1,0.586339,0.296098,[  7 100] ; [ 3 29],[ 7.69784173 99.30215827] ; [ 2.30215827 29.69784173],0
p12,1,0.678169,0.172194,[  5 100] ; [ 2 28],[ 5.44444444 99.55555556] ; [ 1.55555556 28.44444444],0
n1,1,0.773753,0.082639,[11  7] ; [9 7],[10.58823529  7.41176471] ; [9.41176471 6.58823529],0
s4,1,0.800174,0.064071,[18 89] ; [ 6 26],[18.47482014 88.52517986] ; [ 5.52517986 26.47482014],0
n3,1,0.848846,0.036325,[14  4] ; [12  4],[13.76470588  4.23529412] ; [12.23529412  3.76470588],0
b5,1,0.889303,0.019373,[55 52] ; [16 16],[54.65467626 52.34532374] ; [16.34532374 15.65467626],0
b4,1,0.911766,0.012279,[59 48] ; [18 14],[59.27338129 47.72661871] ; [17.72661871 14.27338129],0
s2,1,0.939348,0.00579,[61 46] ; [18 14],[60.81294964 46.18705036] ; [18.18705036 13.81294964],0
