Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s6,1,4.1e-05,16.812921,[25  5] ; [ 8 19],[17.36842105 12.63157895] ; [15.63157895 11.36842105],1
n5,1,0.444135,0.585577,[18 12] ; [14 14],[16.55172414 13.44827586] ; [15.44827586 12.55172414],0
p2,1,0.445891,0.581076,[24  6] ; [20  8],[22.75862069  7.24137931] ; [21.24137931  6.75862069],0
d3,1,0.456302,0.55495,[21  9] ; [22  6],[22.24137931  7.75862069] ; [20.75862069  7.24137931],0
p10,1,0.533831,0.387093,[12 18] ; [ 9 19],[10.86206897 19.13793103] ; [10.13793103 17.86206897],0
v4,1,0.583129,0.301204,[28  2] ; [25  3],[27.4137931  2.5862069] ; [25.5862069  2.4137931],0
n3,1,0.589639,0.290909,[2 3] ; [6 5],[2.5 2.5] ; [5.5 5.5],0
a2,1,0.616611,0.25066,[ 3 27] ; [ 4 24],[ 3.62068966 26.37931034] ; [ 3.37931034 24.62068966],0
u1,1,0.616611,0.25066,[ 3 27] ; [ 4 24],[ 3.62068966 26.37931034] ; [ 3.37931034 24.62068966],0
n4,1,0.630095,0.231931,[19 11] ; [16 12],[18.10344828 11.89655172] ; [16.89655172 11.10344828],0
b4,1,0.630095,0.231931,[19 11] ; [16 12],[18.10344828 11.89655172] ; [16.89655172 11.10344828],0
p1,1,0.698458,0.150081,[ 3 27] ; [ 2 26],[ 2.5862069 27.4137931] ; [ 2.4137931 25.5862069],0
u3,1,0.704738,0.14359,[7 7] ; [8 6],[7.5 6.5] ; [7.5 6.5],0
a8,1,0.705857,0.14245,[ 3 23] ; [ 2 22],[ 2.6 23.4] ; [ 2.4 21.6],0
v1,1,0.717201,0.13119,[11 19] ; [ 9 19],[10.34482759 19.65517241] ; [ 9.65517241 18.34482759],0
a6,1,0.717201,0.13119,[19 11] ; [19  9],[19.65517241 10.34482759] ; [18.34482759  9.65517241],0
b5,1,0.736769,0.112987,[18 12] ; [18 10],[18.62068966 11.37931034] ; [17.37931034 10.62068966],0
n6,1,0.7639,0.090218,[20 10] ; [19  8],[20.52631579  9.47368421] ; [18.47368421  8.52631579],0
d1,1,0.770657,0.084982,[16 14] ; [16 12],[16.55172414 13.44827586] ; [15.44827586 12.55172414],0
p11,1,0.770657,0.084982,[16 14] ; [16 12],[16.55172414 13.44827586] ; [15.44827586 12.55172414],0
v3,1,0.786908,0.073077,[ 9 21] ; [ 9 18],[ 9.47368421 20.52631579] ; [ 8.52631579 18.47368421],0
a3,1,0.799604,0.064444,[16 14] ; [14 14],[15.51724138 14.48275862] ; [14.48275862 13.51724138],0
a4,1,0.835215,0.043272,[ 6 24] ; [ 5 23],[ 5.68965517 24.31034483] ; [ 5.31034483 22.68965517],0
d5,1,0.87116,0.026304,[22  8] ; [20  8],[21.72413793  8.27586207] ; [20.27586207  7.72413793],0
p7,1,0.888927,0.019505,[23  6] ; [21  6],[22.78571429  6.21428571] ; [21.21428571  5.78571429],0
r2,1,0.89144,0.018627,[27  3] ; [24  3],[26.84210526  3.15789474] ; [24.15789474  2.84210526],0
a5,1,0.939885,0.005687,[19 11] ; [18 10],[19.13793103 10.86206897] ; [17.86206897 10.13793103],0
s1,1,0.960394,0.002466,[ 1 29] ; [ 1 27],[ 1.03448276 28.96551724] ; [ 0.96551724 27.03448276],0
u2,1,1.0,0.0,[8 6] ; [8 6],[8. 6.] ; [8. 6.],0
