Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
b1,1,0.022859,5.179172,[17 24] ; [12  4],[20.85964912 20.14035088] ; [8.14035088 7.85964912],0
u3,1,0.56628,0.328947,[12  7] ; [3 3],[11.4  7.6] ; [3.6 2.4],0
p7,1,0.571057,0.320918,[34  5] ; [13  3],[33.32727273  5.67272727] ; [13.67272727  2.32727273],0
p3,1,0.61224,0.256925,[20 21] ; [9 7],[20.85964912 20.14035088] ; [8.14035088 7.85964912],0
s4,1,0.617587,0.249273,[15 26] ; [7 9],[15.8245614 25.1754386] ; [6.1754386 9.8245614],0
b5,1,0.618925,0.247382,[28 13] ; [12  4],[28.77192982 12.22807018] ; [11.22807018  4.77192982],0
d3,1,0.652263,0.203059,[29 12] ; [9 5],[28.32727273 12.67272727] ; [9.67272727 4.32727273],0
p12,1,0.674148,0.176788,[ 4 37] ; [ 1 15],[ 3.59649123 37.40350877] ; [ 1.40350877 14.59649123],0
s2,1,0.743841,0.106779,[25 16] ; [9 7],[24.45614035 16.54385965] ; [9.54385965 6.45614035],0
s8,1,0.793839,0.068293,[18 23] ; [6 9],[17.57142857 23.42857143] ; [6.42857143 8.57142857],0
b4,1,0.803691,0.061789,[22 19] ; [8 8],[21.57894737 19.42105263] ; [8.42105263 7.57894737],0
a7,1,0.848645,0.036423,[29 12] ; [11  4],[29.28571429 11.71428571] ; [10.71428571  4.28571429],0
d1,1,0.859894,0.031155,[19 22] ; [7 9],[18.70175439 22.29824561] ; [7.29824561 8.70175439],0
a5,1,0.859894,0.031155,[22 19] ; [9 7],[22.29824561 18.70175439] ; [8.70175439 7.29824561],0
a6,1,0.875155,0.024685,[24 17] ; [9 7],[23.73684211 17.26315789] ; [9.26315789 6.73684211],0
r3,1,0.887305,0.020083,[38  3] ; [15  1],[38.12280702  2.87719298] ; [14.87719298  1.12280702],0
a1,1,0.887305,0.020083,[ 3 38] ; [ 1 15],[ 2.87719298 38.12280702] ; [ 1.12280702 14.87719298],0
r1,1,0.915401,0.011284,[25 16] ; [10  6],[25.1754386 15.8245614] ; [9.8245614 6.1754386],0
v1,1,0.93195,0.007292,[17 23] ; [7 9],[17.14285714 22.85714286] ; [6.85714286 9.14285714],0
r4,1,0.947759,0.004293,[33  8] ; [13  3],[33.0877193  7.9122807] ; [12.9122807  3.0877193],0
