Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v2,1,9.5e-05,15.232261,[20  6] ; [25 51],[11.47058824 14.52941176] ; [33.52941176 42.47058824],1
n3,1,0.173016,1.856614,[4 4] ; [16  5],[5.51724138 2.48275862] ; [14.48275862  6.51724138],0
n2,1,0.173016,1.856614,[4 4] ; [16  5],[5.51724138 2.48275862] ; [14.48275862  6.51724138],0
d3,1,0.208551,1.581456,[19  8] ; [43 33],[16.25242718 10.74757282] ; [45.74757282 30.25242718],0
a3,1,0.208551,1.581456,[19  8] ; [43 33],[16.25242718 10.74757282] ; [45.74757282 30.25242718],0
b5,1,0.247712,1.336161,[14 13] ; [49 27],[16.51456311 10.48543689] ; [46.48543689 29.51456311],0
p3,1,0.253232,1.305387,[19  8] ; [44 32],[16.51456311 10.48543689] ; [46.48543689 29.51456311],0
p8,1,0.271703,1.208129,[17 10] ; [38 37],[14.55882353 12.44117647] ; [40.44117647 34.55882353],0
p12,1,0.299683,1.075606,[ 3 24] ; [ 4 72],[ 1.83495146 25.16504854] ; [ 5.16504854 70.83495146],0
b4,1,0.353628,0.860397,[17 10] ; [40 36],[14.94174757 12.05825243] ; [42.05825243 33.94174757],0
p2,1,0.366352,0.816,[24  3] ; [61 14],[22.5  4.5] ; [62.5 12.5],0
p5,1,0.381784,0.764949,[ 6 21] ; [11 63],[ 4.54455446 22.45544554] ; [12.45544554 61.54455446],0
p11,1,0.416924,0.658969,[22  5] ; [56 20],[20.44660194  6.55339806] ; [57.55339806 18.44660194],0
s3,1,0.428203,0.627692,[15 12] ; [35 40],[13.23529412 13.76470588] ; [36.76470588 38.23529412],0
u3,1,0.429195,0.625,[3 5] ; [17 15],[4. 4.] ; [16. 16.],0
a6,1,0.432379,0.616425,[14 13] ; [46 30],[15.72815534 11.27184466] ; [44.27184466 31.72815534],0
b1,1,0.464846,0.534201,[12 15] ; [40 36],[13.63106796 13.36893204] ; [38.36893204 37.63106796],0
u1,1,0.472384,0.516393,[ 2 25] ; [ 3 73],[ 1.31067961 25.68932039] ; [ 3.68932039 72.31067961],0
a8,1,0.491887,0.472395,[ 4 21] ; [ 8 66],[ 3.03030303 21.96969697] ; [ 8.96969697 65.03030303],0
s2,1,0.539595,0.376292,[15 12] ; [37 39],[13.63106796 13.36893204] ; [38.36893204 37.63106796],0
r3,1,0.553857,0.350452,[24  3] ; [64 12],[23.06796117  3.93203883] ; [64.93203883 11.06796117],0
a5,1,0.566486,0.328597,[15 12] ; [47 29],[16.25242718 10.74757282] ; [45.74757282 30.25242718],0
s5,1,0.577708,0.309954,[ 8 16] ; [20 53],[ 6.92783505 17.07216495] ; [21.07216495 51.92783505],0
a7,1,0.651642,0.203836,[15 12] ; [46 30],[15.99029126 11.00970874] ; [45.00970874 30.99029126],0
p1,1,0.682818,0.166971,[ 2 25] ; [ 4 72],[ 1.57281553 25.42718447] ; [ 4.42718447 71.57281553],0
v4,1,0.706847,0.141446,[23  4] ; [66  9],[23.55882353  3.44117647] ; [65.44117647  9.55882353],0
a2,1,0.774481,0.082093,[ 3 24] ; [ 7 69],[ 2.62135922 24.37864078] ; [ 7.37864078 68.62135922],0
a1,1,0.775643,0.081226,[ 2 25] ; [ 7 69],[ 2.3592233 24.6407767] ; [ 6.6407767 69.3592233],0
u2,1,0.817079,0.053502,[4 4] ; [18 15],[4.29268293 3.70731707] ; [17.70731707 15.29268293],0
a4,1,0.888229,0.019753,[10 17] ; [27 49],[ 9.69902913 17.30097087] ; [27.30097087 48.69902913],0
r2,1,0.910506,0.012634,[21  6] ; [56 17],[20.79  6.21] ; [56.21 16.79],0
n1,1,1.0,0.0,[4 4] ; [10 10],[4. 4.] ; [10. 10.],0
