Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p4,1,0.000228,13.581261,[12 62] ; [15 14],[19.39805825 54.60194175] ; [ 7.60194175 21.39805825],1
p9,1,0.550717,0.356034,[35 37] ; [16 13],[36.35643564 35.64356436] ; [14.64356436 14.35643564],0
v3,1,0.56461,0.331785,[23 49] ; [11 18],[24.23762376 47.76237624] ; [ 9.76237624 19.23762376],0
u3,1,0.640229,0.218443,[18 21] ; [9 8],[18.80357143 20.19642857] ; [8.19642857 8.80357143],0
a7,1,0.643428,0.214287,[35 40] ; [15 14],[36.05769231 38.94230769] ; [13.94230769 15.05769231],0
s1,1,0.663177,0.189688,[10 64] ; [ 3 26],[ 9.33980583 64.66019417] ; [ 3.66019417 25.33980583],0
n1,1,0.664901,0.187625,[13 15] ; [1 2],[12.64516129 15.35483871] ; [1.35483871 1.64516129],0
d5,1,0.668609,0.183233,[28 48] ; [12 17],[28.95238095 47.04761905] ; [11.04761905 17.95238095],0
s2,1,0.691358,0.15762,[25 49] ; [11 18],[25.86407767 48.13592233] ; [10.13592233 18.86407767],0
v1,1,0.723977,0.124714,[27 49] ; [11 17],[27.76923077 48.23076923] ; [10.23076923 17.76923077],0
a8,1,0.841443,0.040019,[ 9 64] ; [ 4 25],[ 9.30392157 63.69607843] ; [ 3.69607843 25.30392157],0
s8,1,0.873123,0.025502,[17 58] ; [ 7 22],[17.30769231 57.69230769] ; [ 6.69230769 22.30769231],0
p12,1,0.953482,0.003403,[ 5 71] ; [ 2 27],[ 5.06666667 70.93333333] ; [ 1.93333333 27.06666667],0
b4,1,0.97014,0.001401,[39 37] ; [15 14],[39.08571429 36.91428571] ; [14.91428571 14.08571429],0
