Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v3,1,0.001512,10.06365,[ 4 33] ; [59 96],[12.140625 24.859375] ; [ 50.859375 104.140625],0
a8,1,0.249926,1.323715,[ 3 34] ; [ 23 126],[ 5.17204301 31.82795699] ; [ 20.82795699 128.17204301],0
u4,1,0.253529,1.303752,[ 1 36] ; [  1 160],[ 0.37373737 36.62626263] ; [  1.62626263 159.37373737],0
v2,1,0.334257,0.932336,[14 20] ; [77 76],[16.54545455 17.45454545] ; [74.45454545 78.54545455],0
d5,1,0.334689,0.93067,[21 16] ; [105  56],[23.54545455 13.45454545] ; [102.45454545  58.54545455],0
n3,1,0.373541,0.791851,[8 4] ; [27  7],[9.13043478 2.86956522] ; [25.86956522  8.13043478],0
p2,1,0.395545,0.721828,[27 10] ; [127  33],[28.92385787  8.07614213] ; [125.07614213  34.92385787],0
a3,1,0.398964,0.711447,[16 21] ; [82 79],[18.31313131 18.68686869] ; [79.68686869 81.31313131],0
d2,1,0.400317,0.707375,[ 6 31] ; [ 36 124],[ 7.88832487 29.11167513] ; [ 34.11167513 125.88832487],0
s5,1,0.402764,0.700059,[ 7 29] ; [ 40 113],[ 8.95238095 27.04761905] ; [ 38.04761905 114.95238095],0
s7,1,0.420815,0.648037,[11 26] ; [57 98],[13.10416667 23.89583333] ; [ 54.89583333 100.10416667],0
p4,1,0.441903,0.591335,[15 21] ; [78 82],[17.08163265 18.91836735] ; [75.91836735 84.08163265],0
b4,1,0.446161,0.580387,[20 17] ; [98 63],[22.05050505 14.94949495] ; [95.94949495 65.05050505],0
b2,1,0.453664,0.561481,[ 4 17] ; [24 65],[ 5.34545455 15.65454545] ; [22.65454545 66.34545455],0
b3,1,0.453664,0.561481,[ 4 17] ; [24 65],[ 5.34545455 15.65454545] ; [22.65454545 66.34545455],0
p1,1,0.496352,0.462727,[ 2 35] ; [ 14 145],[ 3.02040816 33.97959184] ; [ 12.97959184 146.02040816],0
a6,1,0.508658,0.436827,[18 19] ; [88 73],[19.80808081 17.19191919] ; [86.19191919 74.80808081],0
d1,1,0.533006,0.388657,[10 27] ; [ 52 109],[11.58585859 25.41414141] ; [ 50.41414141 110.58585859],0
s6,1,0.545582,0.365292,[20 17] ; [94 64],[21.63076923 15.36923077] ; [92.36923077 65.63076923],0
s2,1,0.58405,0.299733,[14 23] ; [68 91],[15.47959184 21.52040816] ; [66.52040816 92.47959184],0
r1,1,0.637395,0.222166,[23 14] ; [106  54],[24.2284264 12.7715736] ; [104.7715736  55.2284264],0
v4,1,0.649945,0.205969,[33  3] ; [150  10],[33.6122449  2.3877551] ; [149.3877551  10.6122449],0
p7,1,0.676731,0.173829,[22 11] ; [98 58],[20.95238095 12.04761905] ; [99.04761905 56.95238095],0
d3,1,0.680989,0.169015,[20 17] ; [93 68],[21.11616162 15.88383838] ; [91.88383838 69.11616162],0
d4,1,0.702755,0.145622,[24 13] ; [109  51],[24.97969543 12.02030457] ; [108.02030457  51.97969543],0
a1,1,0.743491,0.107082,[ 1 36] ; [  3 158],[ 0.74747475 36.25252525] ; [  3.25252525 157.74747475],0
p8,1,0.838834,0.041365,[18 18] ; [77 83],[17.44897959 18.55102041] ; [77.55102041 82.44897959],0
u1,1,0.897425,0.016619,[ 1 36] ; [  5 156],[ 1.12121212 35.87878788] ; [  4.87878788 156.12121212],0
s3,1,0.992458,8.9e-05,[20 17] ; [85 72],[20.0257732 16.9742268] ; [84.9742268 72.0257732],0
