Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,8e-06,20.029357,[ 8 17] ; [79 22],[17.26190476  7.73809524] ; [69.73809524 31.26190476],1
d5,1,0.089629,2.881019,[12 13] ; [67 34],[15.67460317  9.32539683] ; [63.32539683 37.67460317],0
p11,1,0.097656,2.743413,[10 15] ; [59 42],[13.69047619 11.30952381] ; [55.30952381 45.69047619],0
a6,1,0.117889,2.445149,[ 9 16] ; [54 47],[12.5 12.5] ; [50.5 50.5],0
a1,1,0.124281,2.362526,[ 2 23] ; [ 2 99],[ 0.79365079 24.20634921] ; [ 3.20634921 97.79365079],0
s2,1,0.167557,1.90467,[ 5 20] ; [34 65],[ 7.86290323 17.13709677] ; [31.13709677 67.86290323],0
n5,1,0.189544,1.721156,[17  8] ; [54 47],[14.08730159 10.91269841] ; [56.91269841 44.08730159],0
n2,1,0.189649,1.720341,[3 5] ; [22 13],[4.65116279 3.34883721] ; [20.34883721 14.65116279],0
p1,1,0.217916,1.518041,[ 4 21] ; [ 8 93],[ 2.38095238 22.61904762] ; [ 9.61904762 91.38095238],0
n4,1,0.22568,1.467882,[16  9] ; [51 50],[13.29365079 11.70634921] ; [53.70634921 47.29365079],0
b3,1,0.242327,1.367003,[8 8] ; [14 28],[6.06896552 9.93103448] ; [15.93103448 26.06896552],0
b2,1,0.242327,1.367003,[8 8] ; [14 28],[6.06896552 9.93103448] ; [15.93103448 26.06896552],0
d3,1,0.264035,1.247474,[11 14] ; [57 44],[13.49206349 11.50793651] ; [54.50793651 46.49206349],0
p6,1,0.265759,1.238509,[ 1 23] ; [12 89],[ 2.496 21.504] ; [10.504 90.496],0
v2,1,0.272432,1.204462,[ 6 18] ; [34 58],[ 8.27586207 15.72413793] ; [31.72413793 60.27586207],0
s5,1,0.285095,1.142641,[ 3 21] ; [21 73],[ 4.88135593 19.11864407] ; [19.11864407 74.88135593],0
s7,1,0.303127,1.060385,[ 4 20] ; [26 71],[ 5.95041322 18.04958678] ; [24.04958678 72.95041322],0
s3,1,0.395174,0.722963,[ 8 16] ; [42 56],[ 9.83606557 14.16393443] ; [40.16393443 57.83606557],0
p8,1,0.395941,0.72062,[ 3 21] ; [20 80],[ 4.4516129 19.5483871] ; [18.5483871 81.4516129],0
p12,1,0.40269,0.70028,[ 2 23] ; [ 4 96],[ 1.2 23.8] ; [ 4.8 95.2],0
a3,1,0.412805,0.670707,[12 13] ; [39 61],[10.2 14.8] ; [40.8 59.2],0
v3,1,0.422247,0.644053,[ 5 20] ; [26 67],[ 6.56779661 18.43220339] ; [24.43220339 68.56779661],0
n1,1,0.563148,0.334283,[4 4] ; [14 22],[3.27272727 4.72727273] ; [14.72727273 21.27272727],0
d4,1,0.57423,0.315657,[15 10] ; [66 34],[16.2  8.8] ; [64.8 35.2],0
b1,1,0.622129,0.242887,[11 14] ; [39 62],[ 9.92063492 15.07936508] ; [40.07936508 60.92063492],0
s1,1,0.724322,0.124389,[ 2 23] ; [ 6 93],[ 1.61290323 23.38709677] ; [ 6.38709677 92.61290323],0
a4,1,0.729159,0.119885,[ 4 21] ; [19 81],[ 4.6 20.4] ; [18.4 81.6],0
u1,1,0.792615,0.069125,[ 1 24] ; [ 3 98],[ 0.79365079 24.20634921] ; [ 3.20634921 97.79365079],0
d1,1,0.802179,0.062764,[ 8 17] ; [35 66],[ 8.53174603 16.46825397] ; [34.46825397 66.53174603],0
b4,1,0.825393,0.048671,[16  9] ; [67 34],[16.46825397  8.53174603] ; [66.53174603 34.46825397],0
a8,1,0.912155,0.012171,[ 2 23] ; [ 8 84],[ 2.13675214 22.86324786] ; [ 7.86324786 84.13675214],0
s4,1,0.920423,0.00998,[ 4 21] ; [17 84],[ 4.16666667 20.83333333] ; [16.83333333 84.16666667],0
