Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s8,1,0.000174,14.090132,[27 91] ; [30 29],[38. 80.] ; [19. 40.],1
r4,1,0.172261,1.863158,[76 42] ; [44 15],[80. 38.] ; [40. 19.],0
d3,1,0.269059,1.221539,[62 56] ; [35 22],[65.40571429 52.59428571] ; [31.59428571 25.40571429],0
d5,1,0.2703,1.215222,[80 38] ; [44 14],[83.13636364 34.86363636] ; [40.86363636 17.13636364],0
v1,1,0.298392,1.081368,[41 71] ; [26 32],[44.14117647 67.85882353] ; [22.85882353 35.14117647],0
a3,1,0.310323,1.029301,[64 53] ; [37 22],[67.14204545 49.85795455] ; [33.85795455 25.14204545],0
d4,1,0.344944,0.891969,[82 36] ; [45 14],[84.66666667 33.33333333] ; [42.33333333 16.66666667],0
b5,1,0.370958,0.800452,[80 38] ; [36 23],[77.33333333 40.66666667] ; [38.66666667 20.33333333],0
a6,1,0.391079,0.735584,[64 54] ; [36 23],[66.66666667 51.33333333] ; [33.33333333 25.66666667],0
s2,1,0.392367,0.731594,[50 68] ; [29 30],[52.66666667 65.33333333] ; [26.33333333 32.66666667],0
n4,1,0.443039,0.588399,[71 47] ; [39 20],[73.33333333 44.66666667] ; [36.66666667 22.33333333],0
n1,1,0.445092,0.58312,[14 24] ; [ 9 10],[15.33333333 22.66666667] ; [ 7.66666667 11.33333333],0
s1,1,0.463163,0.538241,[  2 116] ; [ 2 56],[  2.68181818 115.31818182] ; [ 1.31818182 56.68181818],0
a4,1,0.48857,0.479675,[34 84] ; [20 39],[36. 82.] ; [18. 41.],0
u3,1,0.490591,0.47523,[21 33] ; [10 11],[22.32 31.68] ; [ 8.68 12.32],0
p5,1,0.49337,0.469168,[ 10 106] ; [ 7 52],[ 11.26857143 104.73142857] ; [ 5.73142857 53.26857143],0
a5,1,0.523071,0.407834,[60 58] ; [33 26],[62. 56.] ; [31. 28.],0
d2,1,0.531049,0.392384,[40 77] ; [23 36],[41.88068182 75.11931818] ; [21.11931818 37.88068182],0
n5,1,0.54869,0.359669,[76 42] ; [40 18],[77.77272727 40.22727273] ; [38.22727273 19.77272727],0
b4,1,0.587681,0.293981,[69 49] ; [37 22],[70.66666667 47.33333333] ; [35.33333333 23.66666667],0
a2,1,0.597816,0.278302,[ 13 105] ; [ 5 54],[ 12. 106.] ; [ 6. 53.],0
u4,1,0.61507,0.252857,[  1 117] ; [ 1 58],[  1.33333333 116.66666667] ; [ 0.66666667 58.33333333],0
u1,1,0.645223,0.211976,[  6 112] ; [ 4 55],[  6.66666667 111.33333333] ; [ 3.33333333 55.66666667],0
a7,1,0.721439,0.127118,[72 46] ; [37 21],[73.07954545 44.92045455] ; [35.92045455 22.07954545],0
n3,1,0.721464,0.127095,[29 10] ; [14  6],[28.42372881 10.57627119] ; [14.57627119  5.42372881],0
a8,1,0.730464,0.118686,[ 12 100] ; [ 7 49],[12.66666667 99.33333333] ; [ 6.33333333 49.66666667],0
s4,1,0.789558,0.071227,[24 94] ; [11 48],[23.33333333 94.66666667] ; [11.66666667 47.33333333],0
p10,1,0.805174,0.060839,[86 30] ; [44 14],[86.66666667 29.33333333] ; [43.33333333 14.66666667],0
s3,1,0.831511,0.045269,[56 62] ; [29 30],[56.66666667 61.33333333] ; [28.33333333 30.66666667],0
n6,1,0.890157,0.019073,[97 21] ; [48 11],[96.66666667 21.33333333] ; [48.33333333 10.66666667],0
p9,1,0.950749,0.003815,[94 21] ; [48 11],[93.85057471 21.14942529] ; [48.14942529 10.85057471],0
v4,1,0.968599,0.00155,[102  14] ; [52  7],[102.08  13.92] ; [51.92  7.08],0
