Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v3,1,0.0,51.124641,[ 23 124] ; [99 85],[54.18126888 92.81873112] ; [ 67.81873112 116.18126888],1
b5,1,0.421376,0.646474,[88 60] ; [103  84],[84.38208955 63.61791045] ; [106.61791045  80.38208955],0
u3,1,0.451615,0.566594,[30 31] ; [26 20],[31.92523364 29.07476636] ; [24.07476636 21.92523364],0
a8,1,0.463359,0.537769,[ 13 125] ; [ 20 146],[ 14.98026316 123.01973684] ; [ 18.01973684 147.98026316],0
p8,1,0.496379,0.46267,[80 67] ; [107  77],[83.04833837 63.95166163] ; [103.95166163  80.04833837],0
s3,1,0.552954,0.352051,[ 35 112] ; [ 39 146],[ 32.76506024 114.23493976] ; [ 41.23493976 143.76506024],0
s5,1,0.57493,0.314503,[ 29 115] ; [ 42 143],[ 31.07598784 112.92401216] ; [ 39.92401216 145.07598784],0
p6,1,0.634928,0.225438,[ 43 102] ; [ 60 127],[ 44.98493976 100.01506024] ; [ 58.01506024 128.98493976],0
b4,1,0.660135,0.19336,[89 59] ; [108  79],[87.03283582 60.96716418] ; [109.96716418  77.03283582],0
s4,1,0.67064,0.180854,[ 18 129] ; [ 20 166],[ 16.77477477 130.22522523] ; [ 21.22522523 164.77477477],0
s7,1,0.812663,0.056165,[44 99] ; [ 52 124],[43.03448276 99.96551724] ; [ 52.96551724 123.03448276],0
n2,1,0.842032,0.039719,[26 12] ; [24 10],[26.38888889 11.61111111] ; [23.61111111 10.38888889],0
p2,1,0.84449,0.038476,[123  23] ; [159  28],[123.63963964  22.36036036] ; [158.36036036  28.63963964],0
b2,1,0.853529,0.034084,[28 47] ; [46 73],[28.60824742 46.39175258] ; [45.39175258 73.60824742],0
b3,1,0.853529,0.034084,[28 47] ; [46 73],[28.60824742 46.39175258] ; [45.39175258 73.60824742],0
s8,1,0.872982,0.025559,[ 41 107] ; [ 53 133],[ 41.65269461 106.34730539] ; [ 52.34730539 133.65269461],0
u2,1,0.886204,0.02048,[34 27] ; [25 21],[33.63551402 27.36448598] ; [25.36448598 20.63551402],0
n3,1,0.98159,0.000532,[27 10] ; [24  9],[26.95714286 10.04285714] ; [24.04285714  8.95714286],0
