Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n5,1,0.018276,5.569461,[24 10] ; [ 9 14],[19.68421053 14.31578947] ; [13.31578947  9.68421053],0
n2,1,0.304807,1.053044,[13  3] ; [7 4],[11.85185185  4.14814815] ; [8.14814815 2.85185185],0
n3,1,0.332474,0.939239,[9 5] ; [9 2],[10.08  3.92] ; [7.92 3.08],0
u2,1,0.368714,0.807994,[ 8 13] ; [7 6],[ 9.26470588 11.73529412] ; [5.73529412 7.26470588],0
p3,1,0.381626,0.765456,[11 23] ; [ 5 18],[ 9.54385965 24.45614035] ; [ 6.45614035 16.54385965],0
p4,1,0.390362,0.737813,[ 8 25] ; [ 8 15],[ 9.42857143 23.57142857] ; [ 6.57142857 16.42857143],0
n1,1,0.391153,0.735354,[8 7] ; [4 7],[6.92307692 8.07692308] ; [5.07692308 5.92307692],0
r3,1,0.463153,0.538265,[22 12] ; [17  6],[23.26315789 10.73684211] ; [15.73684211  7.26315789],0
v1,1,0.463153,0.538265,[12 22] ; [ 6 17],[10.73684211 23.26315789] ; [ 7.26315789 15.73684211],0
r4,1,0.471831,0.517685,[21 13] ; [12 11],[19.68421053 14.31578947] ; [13.31578947  9.68421053],0
r1,1,0.533491,0.387737,[22 12] ; [13 10],[20.87719298 13.12280702] ; [14.12280702  8.87719298],0
p11,1,0.550087,0.357161,[15 19] ; [12 11],[16.10526316 17.89473684] ; [10.89473684 12.10526316],0
b5,1,0.550087,0.357161,[15 19] ; [12 11],[16.10526316 17.89473684] ; [10.89473684 12.10526316],0
a7,1,0.553979,0.350237,[16 18] ; [ 9 14],[14.9122807 19.0877193] ; [10.0877193 12.9122807],0
a3,1,0.591744,0.287629,[12 21] ; [10 13],[12.96428571 20.03571429] ; [ 9.03571429 13.96428571],0
d4,1,0.591744,0.287629,[13 21] ; [10 12],[13.96428571 20.03571429] ; [ 9.03571429 12.96428571],0
p6,1,0.606697,0.265013,[ 8 25] ; [ 7 16],[ 8.83928571 24.16071429] ; [ 6.16071429 16.83928571],0
p10,1,0.611792,0.257574,[ 4 28] ; [ 4 19],[ 4.65454545 27.34545455] ; [ 3.34545455 19.65454545],0
b4,1,0.619644,0.246368,[20 14] ; [12 11],[19.0877193 14.9122807] ; [12.9122807 10.0877193],0
s1,1,0.638018,0.221344,[ 3 30] ; [ 3 20],[ 3.53571429 29.46428571] ; [ 2.46428571 20.53571429],0
d1,1,0.683323,0.166409,[ 2 32] ; [ 2 21],[ 2.38596491 31.61403509] ; [ 1.61403509 21.38596491],0
a8,1,0.723974,0.124717,[ 4 29] ; [ 2 20],[ 3.6 29.4] ; [ 2.4 19.6],0
v2,1,0.76812,0.086928,[11 23] ; [ 6 15],[10.50909091 23.49090909] ; [ 6.49090909 14.50909091],0
u1,1,0.777055,0.080179,[ 1 33] ; [ 1 22],[ 1.19298246 32.80701754] ; [ 0.80701754 22.19298246],0
s3,1,0.79003,0.0709,[16 18] ; [10 13],[15.50877193 18.49122807] ; [10.49122807 12.50877193],0
a4,1,0.822354,0.050408,[ 5 28] ; [ 4 19],[ 5.30357143 27.69642857] ; [ 3.69642857 19.30357143],0
b1,1,0.872041,0.025942,[17 17] ; [11 12],[16.70175439 17.29824561] ; [11.29824561 11.70175439],0
s8,1,0.885255,0.020826,[ 4 30] ; [ 3 20],[ 4.1754386 29.8245614] ; [ 2.8245614 20.1754386],0
s2,1,0.933989,0.00686,[10 24] ; [ 7 16],[10.14035088 23.85964912] ; [ 6.85964912 16.14035088],0
