Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,4e-06,21.239698,[ 4 27] ; [63 42],[15.27205882 15.72794118] ; [51.72794118 53.27205882],1
p12,1,0.355997,0.851964,[ 2 29] ; [  3 101],[ 1.14814815 29.85185185] ; [  3.85185185 100.14814815],0
v2,1,0.36066,0.835593,[ 8 22] ; [36 65],[10.07633588 19.92366412] ; [33.92366412 67.07633588],0
n3,1,0.370002,0.803657,[7 6] ; [29 14],[8.35714286 4.64285714] ; [27.64285714 15.35714286],0
d5,1,0.386539,0.749803,[17 14] ; [66 38],[19.05925926 11.94074074] ; [63.94074074 40.05925926],0
b1,1,0.405644,0.69153,[15 16] ; [42 63],[12.99264706 18.00735294] ; [44.00735294 60.99264706],0
b5,1,0.421182,0.647016,[17 14] ; [66 39],[18.91911765 12.08088235] ; [64.08088235 40.91911765],0
b2,1,0.4312,0.619589,[ 9 11] ; [20 37],[ 7.53246753 12.46753247] ; [21.46753247 35.53246753],0
b3,1,0.4312,0.619589,[ 9 11] ; [20 37],[ 7.53246753 12.46753247] ; [21.46753247 35.53246753],0
d4,1,0.435665,0.607675,[18 13] ; [69 36],[19.83088235 11.16911765] ; [67.16911765 37.83088235],0
a2,1,0.471059,0.519491,[ 4 27] ; [ 9 96],[ 2.96323529 28.03676471] ; [10.03676471 94.96323529],0
d3,1,0.478053,0.503302,[14 17] ; [54 49],[15.73134328 15.26865672] ; [52.26865672 50.73134328],0
a7,1,0.529394,0.395555,[15 16] ; [57 47],[16.53333333 14.46666667] ; [55.46666667 48.53333333],0
a8,1,0.536945,0.381232,[ 4 27] ; [ 9 90],[ 3.1 27.9] ; [ 9.9 89.1],0
p5,1,0.603968,0.269053,[ 1 29] ; [ 6 99],[ 1.55555556 28.44444444] ; [ 5.44444444 99.55555556],0
a3,1,0.614737,0.253334,[16 15] ; [59 45],[17.22222222 13.77777778] ; [57.77777778 46.22222222],0
n5,1,0.687264,0.162063,[21 10] ; [67 38],[20.05882353 10.94117647] ; [67.94117647 37.05882353],0
v3,1,0.846466,0.037492,[ 7 24] ; [25 78],[ 7.40298507 23.59701493] ; [24.59701493 78.40298507],0
u1,1,0.878158,0.023502,[ 2 29] ; [ 6 99],[ 1.82352941 29.17647059] ; [ 6.17647059 98.82352941],0
a5,1,0.882585,0.021813,[14 17] ; [49 56],[14.36029412 16.63970588] ; [48.63970588 56.36029412],0
a4,1,0.960106,0.002502,[ 9 21] ; [32 73],[ 9.11111111 20.88888889] ; [31.88888889 73.11111111],0
