Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p10,1,8.9e-05,15.353001,[96 12] ; [14 11],[89.32330827 18.67669173] ; [20.67669173  4.32330827],1
a6,1,0.198243,1.655271,[41 68] ; [ 6 19],[38.23134328 70.76865672] ; [ 8.76865672 16.23134328],0
b5,1,0.210821,1.565781,[46 63] ; [14 11],[48.80597015 60.19402985] ; [11.19402985 13.80597015],0
p3,1,0.216965,1.524336,[67 42] ; [12 13],[64.26119403 44.73880597] ; [14.73880597 10.26119403],0
p1,1,0.244751,1.353019,[ 9 99] ; [ 4 21],[10.55639098 97.44360902] ; [ 2.44360902 22.55639098],0
n3,1,0.249745,1.324728,[17  6] ; [9 7],[15.33333333  7.66666667] ; [10.66666667  5.33333333],0
n2,1,0.279227,1.170848,[20  4] ; [11  5],[18.6  5.4] ; [12.4  3.6],0
d4,1,0.288208,1.127972,[88 20] ; [18  7],[86.07518797 21.92481203] ; [19.92481203  5.07518797],0
r1,1,0.29108,1.114618,[85 24] ; [17  8],[82.97014925 26.02985075] ; [19.02985075  5.97014925],0
a8,1,0.321554,0.982615,[13 92] ; [ 5 20],[14.53846154 90.46153846] ; [ 3.46153846 21.53846154],0
p8,1,0.334341,0.932012,[58 48] ; [11 14],[55.83206107 50.16793893] ; [13.16793893 11.83206107],0
u1,1,0.336014,0.925579,[11 98] ; [ 1 24],[ 9.76119403 99.23880597] ; [ 2.23880597 22.76119403],0
s2,1,0.347269,0.883412,[80 29] ; [16  9],[78.08955224 30.91044776] ; [17.91044776  7.08955224],0
u3,1,0.349575,0.875,[9 5] ; [3 4],[8. 6.] ; [4. 3.],0
p2,1,0.459944,0.54603,[89 19] ; [19  6],[87.69924812 20.30075188] ; [20.30075188  4.69924812],0
s4,1,0.479122,0.500861,[29 79] ; [ 5 20],[27.60902256 80.39097744] ; [ 6.39097744 18.60902256],0
u2,1,0.512691,0.428571,[10  4] ; [4 3],[9.33333333 4.66666667] ; [4.66666667 2.33333333],0
p4,1,0.542481,0.370962,[67 42] ; [17  8],[68.32835821 40.67164179] ; [15.67164179  9.32835821],0
a4,1,0.560176,0.339399,[55 54] ; [11 14],[53.68656716 55.31343284] ; [12.31343284 12.68656716],0
v1,1,0.580183,0.305939,[61 44] ; [13 12],[59.76923077 45.23076923] ; [14.23076923 10.76923077],0
p5,1,0.625459,0.23827,[17 90] ; [ 3 22],[16.21212121 90.78787879] ; [ 3.78787879 21.21212121],0
d1,1,0.698451,0.150089,[57 52] ; [12 13],[56.12686567 52.87313433] ; [12.87313433 12.12686567],0
s6,1,0.724762,0.123975,[88 19] ; [19  5],[87.39694656 19.60305344] ; [19.60305344  4.39694656],0
s5,1,0.733731,0.115713,[46 58] ; [12 13],[46.75968992 57.24031008] ; [11.24031008 13.75968992],0
a1,1,0.776188,0.080821,[  7 102] ; [ 2 23],[  7.32089552 101.67910448] ; [ 1.67910448 23.32089552],0
b3,1,0.844549,0.038447,[43 42] ; [8 7],[43.35 41.65] ; [7.65 7.35],0
b2,1,0.844549,0.038447,[43 42] ; [8 7],[43.35 41.65] ; [7.65 7.35],0
a2,1,0.887306,0.020083,[12 97] ; [ 3 22],[12.20149254 96.79850746] ; [ 2.79850746 22.20149254],0
v2,1,0.89106,0.018759,[52 53] ; [12 13],[51.69230769 53.30769231] ; [12.30769231 12.69230769],0
n5,1,0.896424,0.016947,[92 17] ; [20  4],[91.78947368 17.21052632] ; [20.21052632  3.78947368],0
n1,1,0.918006,0.010598,[14  9] ; [10  6],[14.15384615  8.84615385] ; [9.84615385 6.15384615],0
u4,1,0.937364,0.006175,[  4 105] ; [ 1 24],[  4.06716418 104.93283582] ; [ 0.93283582 24.06716418],0
n4,1,0.937692,0.006111,[96 13] ; [21  3],[95.88721805 13.11278195] ; [21.11278195  2.88721805],0
d2,1,0.95511,0.003169,[56 53] ; [13 12],[56.12686567 52.87313433] ; [12.87313433 12.12686567],0
d3,1,0.978855,0.000702,[52 57] ; [12 13],[52.05970149 56.94029851] ; [11.94029851 13.05970149],0
