Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a6,1,1.1e-05,19.359229,[64 20] ; [20 32],[51.88235294 32.11764706] ; [32.11764706 19.88235294],1
n5,1,0.540286,0.37501,[35 49] ; [24 27],[36.71111111 47.28888889] ; [22.28888889 28.71111111],0
v1,1,0.576632,0.311711,[28 55] ; [20 32],[29.51111111 53.48888889] ; [18.48888889 33.51111111],0
p1,1,0.577698,0.309972,[ 7 77] ; [ 3 49],[ 6.17647059 77.82352941] ; [ 3.82352941 48.17647059],0
p6,1,0.654114,0.200753,[13 68] ; [ 9 38],[13.921875 67.078125] ; [ 8.078125 38.921875],0
u3,1,0.665984,0.186336,[13 12] ; [11 13],[12.24489796 12.75510204] ; [11.75510204 12.24489796],0
d2,1,0.684877,0.164688,[31 53] ; [21 31],[32.11764706 51.88235294] ; [19.88235294 32.11764706],0
p12,1,0.732695,0.116651,[ 1 81] ; [ 1 50],[ 1.23308271 80.76691729] ; [ 0.76691729 50.23308271],0
s1,1,0.775903,0.081032,[ 6 78] ; [ 3 48],[ 5.6 78.4] ; [ 3.4 47.6],0
s7,1,0.781795,0.076718,[15 63] ; [10 37],[15.6 62.4] ; [ 9.4 37.6],0
p11,1,0.802708,0.062422,[39 46] ; [25 27],[39.7080292 45.2919708] ; [24.2919708 27.7080292],0
n4,1,0.812841,0.056057,[44 41] ; [28 24],[44.67153285 40.32846715] ; [27.32846715 24.67153285],0
p3,1,0.855082,0.033357,[24 59] ; [14 37],[23.53731343 59.46268657] ; [14.46268657 36.53731343],0
b4,1,0.868759,0.027303,[47 38] ; [28 24],[46.53284672 38.46715328] ; [28.46715328 23.53284672],0
n3,1,0.944768,0.0048,[18 10] ; [15  8],[18.11764706  9.88235294] ; [14.88235294  8.11764706],0
u2,1,0.963404,0.002105,[15 11] ; [14 10],[15.08 10.92] ; [13.92 10.08],0
