Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v2,1,0.0,33.135837,[111  57] ; [ 54 104],[85.03067485 82.96932515] ; [79.96932515 78.03067485],1
b2,1,0.152465,2.047412,[45 63] ; [30 64],[40.0990099 67.9009901] ; [34.9009901 59.0990099],0
a5,1,0.190165,1.716341,[127  43] ; [114  53],[121.5727003  48.4272997] ; [119.4272997  47.5727003],0
d3,1,0.195816,1.673305,[110  60] ; [96 70],[104.22619048  65.77380952] ; [101.77380952  64.22619048],0
a2,1,0.213548,1.547211,[ 41 129] ; [ 31 136],[ 36.32047478 133.67952522] ; [ 35.67952522 131.32047478],0
n1,1,0.248341,1.332614,[15 12] ; [24 33],[12.53571429 14.46428571] ; [26.46428571 30.53571429],0
s7,1,0.268253,1.225661,[ 47 112] ; [ 38 120],[ 42.6340694 116.3659306] ; [ 42.3659306 115.6340694],0
n2,1,0.294903,1.0971,[21  6] ; [40 20],[18.93103448  8.06896552] ; [42.06896552 17.93103448],0
s8,1,0.296032,1.091983,[ 46 123] ; [ 37 129],[ 41.87164179 127.12835821] ; [ 41.12835821 124.87164179],0
b1,1,0.30586,1.048469,[ 62 108] ; [70 97],[ 66.58753709 103.41246291] ; [ 65.41246291 101.58753709],0
n4,1,0.323287,0.975601,[148  22] ; [139  28],[144.77744807  25.22255193] ; [142.22255193  24.77744807],0
p5,1,0.339291,0.913109,[ 22 147] ; [ 16 149],[ 19.22754491 149.77245509] ; [ 18.77245509 146.22754491],0
d2,1,0.364756,0.821452,[82 88] ; [71 93],[77.8742515 92.1257485] ; [75.1257485 88.8742515],0
s4,1,0.371723,0.797898,[ 15 152] ; [ 20 147],[ 17.5 149.5] ; [ 17.5 149.5],0
a6,1,0.411272,0.675119,[123  47] ; [114  53],[119.55489614  50.44510386] ; [117.44510386  49.55489614],0
a8,1,0.427758,0.628904,[ 17 128] ; [ 23 132],[ 19.33333333 125.66666667] ; [ 20.66666667 134.33333333],0
s5,1,0.544031,0.36812,[ 30 139] ; [ 33 129],[ 32.16616314 136.83383686] ; [ 30.83383686 131.16616314],0
b4,1,0.560802,0.338318,[100  70] ; [93 74],[97.35905045 72.64094955] ; [95.64094955 71.35905045],0
a4,1,0.691082,0.157916,[72 95] ; [68 98],[70.21021021 96.78978979] ; [69.78978979 96.21021021],0
p1,1,0.806924,0.059729,[ 14 156] ; [ 15 152],[ 14.62908012 155.37091988] ; [ 14.37091988 152.62908012],0
u2,1,0.852744,0.034454,[24 26] ; [31 36],[23.5042735 26.4957265] ; [31.4957265 35.5042735],0
p12,1,0.968651,0.001545,[  9 159] ; [  9 156],[  9.08108108 158.91891892] ; [  8.91891892 156.08108108],0
