Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,4e-06,21.510451,[38 13] ; [13 34],[26.54081633 24.45918367] ; [24.45918367 22.54081633],1
p10,1,0.390825,0.736373,[26 25] ; [19 26],[23.90625 27.09375] ; [21.09375 23.90625],0
b1,1,0.432154,0.617027,[22 29] ; [24 23],[23.93877551 27.06122449] ; [22.06122449 24.93877551],0
d2,1,0.434641,0.610391,[22 29] ; [23 22],[23.90625 27.09375] ; [21.09375 23.90625],0
d5,1,0.461232,0.542902,[33 18] ; [27 20],[31.2244898 19.7755102] ; [28.7755102 18.2244898],0
a2,1,0.502557,0.449532,[ 9 42] ; [ 6 41],[ 7.80612245 43.19387755] ; [ 7.19387755 39.80612245],0
n1,1,0.536355,0.382338,[12 12] ; [ 9 13],[10.95652174 13.04347826] ; [10.04347826 11.95652174],0
b5,1,0.5548,0.348788,[23 28] ; [24 23],[24.45918367 26.54081633] ; [22.54081633 24.45918367],0
n3,1,0.606248,0.265675,[12  8] ; [12 11],[11.1627907  8.8372093] ; [12.8372093 10.1627907],0
v1,1,0.607199,0.264273,[10 41] ; [11 35],[11.04123711 39.95876289] ; [ 9.95876289 36.04123711],0
v3,1,0.626109,0.237374,[12 35] ; [10 37],[11. 36.] ; [11. 36.],0
p4,1,0.670829,0.180634,[10 39] ; [ 8 39],[ 9.1875 39.8125] ; [ 8.8125 38.1875],0
a8,1,0.673266,0.177805,[ 3 45] ; [ 4 43],[ 3.53684211 44.46315789] ; [ 3.46315789 43.53684211],0
s4,1,0.779171,0.078624,[ 4 47] ; [ 3 44],[ 3.64285714 47.35714286] ; [ 3.35714286 43.64285714],0
a6,1,0.785721,0.073914,[29 22] ; [28 19],[29.66326531 21.33673469] ; [27.33673469 19.66326531],0
p9,1,0.808265,0.058886,[23 28] ; [20 22],[23.58064516 27.41935484] ; [19.41935484 22.58064516],0
a3,1,0.852111,0.034754,[31 19] ; [30 17],[31.44329897 18.55670103] ; [29.55670103 17.44329897],0
n6,1,0.889674,0.019242,[27 24] ; [25 21],[27.34020619 23.65979381] ; [24.65979381 21.34020619],0
s1,1,0.891566,0.018584,[ 5 46] ; [ 5 42],[ 5.20408163 45.79591837] ; [ 4.79591837 42.20408163],0
p6,1,0.898198,0.016368,[ 2 49] ; [ 2 43],[ 2.125 48.875] ; [ 1.875 43.125],0
n2,1,0.908489,0.013212,[15  9] ; [14  9],[14.80851064  9.19148936] ; [14.19148936  8.80851064],0
n4,1,0.915263,0.011322,[32 19] ; [29 18],[31.74489796 19.25510204] ; [29.25510204 17.74489796],0
a5,1,0.953454,0.003407,[29 22] ; [27 20],[29.14285714 21.85714286] ; [26.85714286 20.14285714],0
p5,1,0.96398,0.002039,[ 1 48] ; [ 1 45],[ 1.03157895 47.96842105] ; [ 0.96842105 45.03157895],0
