Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s6,1,1.4e-05,18.902925,[38 66] ; [27  7],[48.98550725 55.01449275] ; [16.01449275 17.98550725],1
v4,1,0.631369,0.230208,[91 13] ; [29  3],[91.76470588 12.23529412] ; [28.23529412  3.76470588],0
v1,1,0.649613,0.206388,[38 67] ; [13 19],[39.08759124 65.91240876] ; [11.91240876 20.08759124],0
d1,1,0.671366,0.180008,[42 63] ; [15 19],[43.05755396 61.94244604] ; [13.94244604 20.05755396],0
a3,1,0.740321,0.109845,[57 48] ; [19 14],[57.82608696 47.17391304] ; [18.17391304 14.82608696],0
p2,1,0.746003,0.10492,[70 35] ; [23 10],[70.76086957 34.23913043] ; [22.23913043 10.76086957],0
d2,1,0.75371,0.09844,[34 71] ; [12 22],[34.74820144 70.25179856] ; [11.25179856 22.74820144],0
p3,1,0.754396,0.097874,[16 88] ; [ 6 28],[16.57971014 87.42028986] ; [ 5.42028986 28.57971014],0
p6,1,0.799105,0.064773,[14 87] ; [ 4 29],[13.56716418 87.43283582] ; [ 4.43283582 28.56716418],0
a6,1,0.82538,0.048678,[64 41] ; [20 14],[63.45323741 41.54676259] ; [20.54676259 13.45323741],0
u3,1,0.93257,0.007159,[25 23] ; [8 7],[25.14285714 22.85714286] ; [7.85714286 7.14285714],0
p7,1,0.992353,9.2e-05,[39 62] ; [12 19],[39.02272727 61.97727273] ; [11.97727273 19.02272727],0
