Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s7,1,3.2e-05,17.311522,[19 11] ; [28 90],[ 9.52702703 20.47297297] ; [37.47297297 80.52702703],1
d1,1,0.263497,1.250293,[18 13] ; [60 68],[15.20754717 15.79245283] ; [62.79245283 65.20754717],0
v2,1,0.288101,1.128472,[17 13] ; [55 65],[14.4 15.6] ; [57.6 62.4],0
a6,1,0.311787,1.023091,[21 10] ; [74 54],[18.52201258 12.47798742] ; [76.47798742 51.52201258],0
v4,1,0.328084,0.956444,[29  2] ; [110  16],[27.44585987  3.55414013] ; [111.55414013  14.44585987],0
v1,1,0.331756,0.942031,[13 17] ; [42 82],[10.71428571 19.28571429] ; [44.28571429 79.71428571],0
d5,1,0.364565,0.822106,[24  6] ; [92 36],[22.02531646  7.97468354] ; [93.97468354 34.02531646],0
u3,1,0.372355,0.795789,[7 2] ; [28 17],[5.83333333 3.16666667] ; [29.16666667 15.83333333],0
n2,1,0.407299,0.686672,[10  4] ; [26 18],[8.68965517 5.31034483] ; [27.31034483 16.68965517],0
a3,1,0.500535,0.453801,[22  9] ; [82 45],[20.40506329 10.59493671] ; [83.59493671 43.40506329],0
b1,1,0.532045,0.390485,[15 16] ; [54 74],[13.45283019 17.54716981] ; [55.54716981 72.45283019],0
s1,1,0.535378,0.384173,[ 2 29] ; [  5 123],[ 1.36477987 29.63522013] ; [  5.63522013 122.36477987],0
a1,1,0.535378,0.384173,[ 2 29] ; [  5 123],[ 1.36477987 29.63522013] ; [  5.63522013 122.36477987],0
p12,1,0.550536,0.356357,[ 1 30] ; [  2 124],[ 0.59235669 30.40764331] ; [  2.40764331 123.59235669],0
a7,1,0.56748,0.326917,[22  8] ; [87 41],[20.69620253  9.30379747] ; [88.30379747 39.69620253],0
a8,1,0.595329,0.282099,[ 3 26] ; [  9 113],[ 2.30463576 26.69536424] ; [  9.69536424 112.30463576],0
n3,1,0.632567,0.228595,[11  3] ; [31 12],[10.31578947  3.68421053] ; [31.68421053 11.31578947],0
b4,1,0.655195,0.199413,[20 11] ; [77 51],[18.91194969 12.08805031] ; [78.08805031 49.91194969],0
p11,1,0.666547,0.185668,[19 12] ; [73 55],[17.93710692 13.06289308] ; [74.06289308 53.93710692],0
d4,1,0.694829,0.153907,[25  6] ; [107  21],[25.73584906  5.26415094] ; [106.26415094  21.73584906],0
r1,1,0.732994,0.116381,[21 10] ; [90 37],[21.77848101  9.22151899] ; [89.22151899 37.77848101],0
v3,1,0.751252,0.100482,[ 6 24] ; [27 92],[ 6.6442953 23.3557047] ; [26.3557047 92.6442953],0
b5,1,0.773118,0.083116,[20 11] ; [79 49],[19.30188679 11.69811321] ; [79.69811321 48.30188679],0
s3,1,0.806004,0.060311,[14 17] ; [60 66],[14.61146497 16.38853503] ; [59.38853503 66.61146497],0
n1,1,0.888656,0.019601,[ 4 10] ; [12 33],[ 3.79661017 10.20338983] ; [12.20338983 32.79661017],0
d3,1,0.913781,0.011722,[20 10] ; [84 44],[19.74683544 10.25316456] ; [84.25316456 43.74683544],0
