Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,0.0,31.052235,[36 40] ; [200  50],[55.01840491 20.98159509] ; [180.98159509  69.01840491],1
d3,1,0.198581,1.652778,[53 25] ; [189  62],[57.37386018 20.62613982] ; [184.62613982  66.37386018],0
p12,1,0.227021,1.459428,[ 5 72] ; [ 28 221],[ 7.79447853 69.20552147] ; [ 25.20552147 223.79447853],0
p4,1,0.2913,1.113605,[48 30] ; [170  80],[51.84146341 26.15853659] ; [166.15853659  83.84146341],0
r3,1,0.300608,1.071495,[77  1] ; [242   9],[75.62917933  2.37082067] ; [243.37082067   7.62917933],0
p2,1,0.334532,0.931274,[69  9] ; [210  40],[66.34756098 11.65243902] ; [212.65243902  37.34756098],0
n2,1,0.339635,0.911807,[9 5] ; [46 14],[10.40540541  3.59459459] ; [44.59459459 15.40540541],0
a8,1,0.350208,0.872705,[10 64] ; [ 41 184],[12.62207358 61.37792642] ; [ 38.37792642 186.62207358],0
n3,1,0.35478,0.856286,[8 6] ; [42 18],[9.45945946 4.54054054] ; [40.54054054 19.45945946],0
v1,1,0.363422,0.826035,[44 31] ; [156  86],[47.31861199 27.68138801] ; [152.68138801  89.31861199],0
p10,1,0.391185,0.735257,[66 12] ; [219  29],[68.19018405  9.80981595] ; [216.80981595  31.19018405],0
d4,1,0.395336,0.722468,[69  9] ; [230  21],[70.88753799  7.11246201] ; [228.11246201  22.88753799],0
p8,1,0.491456,0.473338,[46 31] ; [136 110],[43.3869969 33.6130031] ; [138.6130031 107.3869969],0
r2,1,0.494025,0.467749,[74  3] ; [241   6],[74.86111111  2.13888889] ; [240.13888889   6.86111111],0
s1,1,0.494639,0.466419,[ 2 73] ; [ 11 237],[ 3.01857585 71.98142415] ; [  9.98142415 238.01857585],0
u3,1,0.529735,0.394899,[18  8] ; [26  8],[19.06666667  6.93333333] ; [24.93333333  9.06666667],0
p1,1,0.564322,0.332276,[ 5 73] ; [ 21 228],[ 6.20183486 71.79816514] ; [ 19.79816514 229.20183486],0
d2,1,0.617568,0.2493,[50 28] ; [153  98],[48.12765957 29.87234043] ; [154.87234043  96.12765957],0
s4,1,0.624702,0.239315,[14 64] ; [ 51 198],[15.50458716 62.49541284] ; [ 49.49541284 199.50458716],0
p7,1,0.70974,0.138536,[52 24] ; [171  71],[53.29559748 22.70440252] ; [169.70440252  72.29559748],0
a5,1,0.802954,0.062263,[64 14] ; [209  42],[64.72340426 13.27659574] ; [208.27659574  42.72340426],0
b3,1,0.822191,0.050503,[21 30] ; [ 79 105],[21.70212766 29.29787234] ; [ 78.29787234 105.70212766],0
b2,1,0.822191,0.050503,[21 30] ; [ 79 105],[21.70212766 29.29787234] ; [ 78.29787234 105.70212766],0
b5,1,0.827733,0.047354,[48 30] ; [151 100],[47.17933131 30.82066869] ; [151.82066869  99.17933131],0
a6,1,0.878005,0.023562,[52 26] ; [169  81],[52.55487805 25.44512195] ; [168.44512195  81.55487805],0
b1,1,0.901595,0.015288,[32 46] ; [101 150],[31.53191489 46.46808511] ; [101.46808511 149.53191489],0
p3,1,0.948961,0.004097,[46 32] ; [147 104],[45.75683891 32.24316109] ; [147.24316109 103.75683891],0
r1,1,0.970025,0.001412,[66 11] ; [213  36],[65.89877301 11.10122699] ; [213.10122699  35.89877301],0
d1,1,0.995525,3.1e-05,[60 18] ; [193  58],[59.98176292 18.01823708] ; [193.01823708  57.98176292],0
