Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a6,1,0.0,49.669539,[49 74] ; [214  67],[80.07178218 42.92821782] ; [182.92821782  98.07178218],1
a8,1,0.254218,1.299976,[ 17 102] ; [ 50 212],[20.92650919 98.07349081] ; [ 46.07349081 215.92650919],0
s2,1,0.289036,1.124107,[93 30] ; [228  56],[97.00982801 25.99017199] ; [223.99017199  60.00982801],0
v1,1,0.398771,0.712029,[71 49] ; [149 124],[67.17557252 52.82442748] ; [152.82442748 120.17557252],0
r3,1,0.421403,0.646399,[116   7] ; [271  11],[117.53333333   5.46666667] ; [269.46666667  12.53333333],0
s5,1,0.46319,0.538175,[52 66] ; [107 160],[48.73246753 69.26753247] ; [110.26753247 156.73246753],0
s1,1,0.51861,0.416657,[  5 116] ; [ 16 265],[  6.32089552 114.67910448] ; [ 14.67910448 266.32089552],0
n2,1,0.525726,0.402646,[21  6] ; [41  8],[22.02631579  4.97368421] ; [39.97368421  9.02631579],0
p5,1,0.553804,0.350547,[ 20 101] ; [ 40 241],[ 18.05970149 102.94029851] ; [ 41.94029851 239.05970149],0
a4,1,0.559066,0.341325,[55 67] ; [137 147],[57.69458128 64.30541872] ; [134.30541872 149.69458128],0
u4,1,0.648764,0.207462,[  5 118] ; [  9 275],[  4.23095823 118.76904177] ; [  9.76904177 274.23095823],0
p7,1,0.731423,0.117809,[82 37] ; [186  91],[80.53535354 38.46464646] ; [187.46464646  89.53535354],0
p6,1,0.748594,0.102716,[49 70] ; [121 161],[50.44887781 68.55112219] ; [119.55112219 162.44887781],0
a3,1,0.782965,0.075876,[95 28] ; [215  68],[93.91625616 29.08374384] ; [216.08374384  66.91625616],0
p1,1,0.783563,0.075448,[ 11 111] ; [ 28 255],[ 11.74814815 110.25185185] ; [ 27.25185185 255.74814815],0
s6,1,0.801783,0.063021,[97 20] ; [235  45],[97.84382872 19.15617128] ; [234.15617128  45.84382872],0
p11,1,0.852934,0.034365,[101  22] ; [231  53],[100.33415233  22.66584767] ; [231.66584767  52.33415233],0
p2,1,0.918934,0.010359,[104  17] ; [243  41],[103.67160494  17.32839506] ; [243.32839506  40.67160494],0
n5,1,0.936601,0.006327,[107  15] ; [249  34],[107.23950617  14.76049383] ; [248.76049383  34.23950617],0
p3,1,0.938057,0.006039,[68 54] ; [156 126],[67.64356436 54.35643564] ; [156.35643564 125.64356436],0
p8,1,0.944688,0.004814,[64 56] ; [152 131],[64.31761787 55.68238213] ; [151.68238213 131.31761787],0
a1,1,0.981673,0.000528,[  7 116] ; [ 16 268],[  6.95085995 116.04914005] ; [ 16.04914005 267.95085995],0
n1,1,0.984633,0.000371,[14 13] ; [25 23],[14.04 12.96] ; [24.96 23.04],0
