Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s3,1,5.7e-05,16.216439,[40 30] ; [ 95 207],[25.40322581 44.59677419] ; [109.59677419 192.40322581],1
p11,1,0.192048,1.701837,[61 10] ; [246  65],[57.06020942 13.93979058] ; [249.93979058  61.06020942],0
s1,1,0.216226,1.529243,[ 2 68] ; [  3 303],[ 0.93085106 69.06914894] ; [  4.06914894 301.93085106],0
s5,1,0.225442,1.469387,[20 47] ; [ 69 233],[16.1598916 50.8401084] ; [ 72.8401084 229.1598916],0
n3,1,0.26072,1.264931,[8 5] ; [58 18],[9.64044944 3.35955056] ; [56.35955056 19.64044944],0
b2,1,0.269556,1.219003,[17 25] ; [ 50 109],[14. 28.] ; [ 53. 106.],0
b3,1,0.269556,1.219003,[17 25] ; [ 50 109],[14. 28.] ; [ 53. 106.],0
b5,1,0.32009,0.988581,[40 31] ; [195 116],[43.67801047 27.32198953] ; [191.32198953 119.67801047],0
u3,1,0.35184,0.866809,[15 11] ; [62 68],[12.83333333 13.16666667] ; [64.16666667 65.83333333],0
v2,1,0.358654,0.8426,[38 29] ; [149 146],[34.61049724 32.38950276] ; [152.38950276 142.61049724],0
r3,1,0.371953,0.797128,[68  3] ; [286  22],[66.31662269  4.68337731] ; [287.68337731  20.31662269],0
a3,1,0.39977,0.709017,[45 26] ; [179 130],[41.85263158 29.14736842] ; [182.14736842 126.85263158],0
b1,1,0.462472,0.539906,[27 44] ; [104 207],[24.34816754 46.65183246] ; [106.65183246 204.34816754],0
d4,1,0.46528,0.533162,[58 13] ; [241  69],[55.7191601 15.2808399] ; [243.2808399  66.7191601],0
a4,1,0.473603,0.513557,[30 41] ; [116 192],[27.35092348 43.64907652] ; [118.64907652 189.35092348],0
a8,1,0.476435,0.507014,[ 9 59] ; [ 29 254],[ 7.36182336 60.63817664] ; [ 30.63817664 252.36182336],0
u4,1,0.51158,0.430834,[ 1 70] ; [  2 308],[ 0.55905512 70.44094488] ; [  2.44094488 307.55905512],0
b4,1,0.512985,0.427974,[45 26] ; [184 127],[42.56282723 28.43717277] ; [186.43717277 124.56282723],0
s4,1,0.518826,0.416226,[12 59] ; [ 42 260],[10.27882038 60.72117962] ; [ 43.72117962 258.27882038],0
p1,1,0.530795,0.39287,[ 4 67] ; [ 24 284],[ 5.24538259 65.75461741] ; [ 22.75461741 285.24538259],0
p12,1,0.591407,0.288153,[ 5 65] ; [ 17 293],[ 4.05263158 65.94736842] ; [ 17.94736842 292.05263158],0
n1,1,0.656137,0.19825,[5 9] ; [22 52],[4.29545455 9.70454545] ; [22.70454545 51.29545455],0
a7,1,0.680299,0.169789,[52 18] ; [222  87],[50.60686016 19.39313984] ; [223.39313984  85.60686016],0
v4,1,0.703071,0.145296,[66  5] ; [290  18],[66.69129288  4.30870712] ; [289.30870712  18.69129288],0
r2,1,0.704986,0.143337,[65  5] ; [279  26],[64.21333333  5.78666667] ; [279.78666667  25.21333333],0
a1,1,0.76269,0.091174,[ 2 69] ; [ 11 300],[ 2.41623037 68.58376963] ; [ 10.58376963 300.41623037],0
u1,1,0.795217,0.067362,[ 9 62] ; [ 36 275],[ 8.36387435 62.63612565] ; [ 36.63612565 274.36387435],0
a2,1,0.798712,0.065032,[13 58] ; [ 53 258],[12.26701571 58.73298429] ; [ 53.73298429 257.26701571],0
n5,1,0.814351,0.055139,[50 20] ; [225  84],[50.79155673 19.20844327] ; [224.20844327  84.79155673],0
u2,1,0.911238,0.012427,[12 14] ; [58 71],[11.74193548 14.25806452] ; [58.25806452 70.74193548],0
d3,1,0.911589,0.012329,[46 25] ; [203 107],[46.4015748 24.5984252] ; [202.5984252 107.4015748],0
