Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s6,1,0.0,34.897238,[84 12] ; [113 102],[60.81028939 35.18971061] ; [136.18971061  78.81028939],1
u1,1,0.51147,0.431058,[26 70] ; [ 51 165],[23.69230769 72.30769231] ; [ 53.30769231 162.69230769],0
a6,1,0.525659,0.402776,[70 26] ; [164  51],[72.23151125 23.76848875] ; [161.76848875  53.23151125],0
n5,1,0.539027,0.377347,[69 25] ; [149  64],[66.74918567 27.25081433] ; [151.25081433  61.74918567],0
p2,1,0.556382,0.346007,[70 26] ; [149  65],[67.81935484 28.18064516] ; [151.18064516  62.81935484],0
u3,1,0.586591,0.295699,[7 4] ; [24 20],[6.2 4.8] ; [24.8 19.2],0
a8,1,0.657782,0.196229,[10 75] ; [ 27 170],[11.15248227 73.84751773] ; [ 25.84751773 171.15248227],0
u2,1,0.668623,0.183218,[4 5] ; [23 21],[4.58490566 4.41509434] ; [22.41509434 21.58490566],0
s1,1,0.671996,0.179277,[ 5 89] ; [  9 204],[ 4.28664495 89.71335505] ; [  9.71335505 203.28664495],0
b4,1,0.729876,0.119226,[58 38] ; [126  90],[56.61538462 39.38461538] ; [127.38461538  88.61538462],0
v3,1,0.738855,0.111135,[31 62] ; [ 71 130],[32.26530612 60.73469388] ; [ 69.73469388 131.26530612],0
n3,1,0.767643,0.087296,[22  8] ; [50 21],[21.38613861  8.61386139] ; [50.61386139 20.38613861],0
b2,1,0.848629,0.036431,[27 36] ; [58 82],[26.37931034 36.62068966] ; [58.62068966 81.37931034],0
b3,1,0.848629,0.036431,[27 36] ; [58 82],[26.37931034 36.62068966] ; [58.62068966 81.37931034],0
u4,1,0.898603,0.016237,[ 2 94] ; [  5 211],[ 2.15384615 93.84615385] ; [  4.84615385 211.15384615],0
n4,1,0.925353,0.008778,[73 21] ; [168  47],[73.31391586 20.68608414] ; [167.68608414  47.31391586],0
