Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d1,1,0.0,72.790009,[ 2 44] ; [135  49],[27.4 18.6] ; [109.6  74.4],1
a1,1,0.253393,1.304502,[ 1 45] ; [ 12 172],[ 2.6 43.4] ; [ 10.4 173.6],0
s2,1,0.253438,1.304254,[24 22] ; [113  71],[27.4 18.6] ; [109.6  74.4],0
p3,1,0.30519,1.051376,[21 25] ; [99 84],[24.10480349 21.89519651] ; [95.89519651 87.10480349],0
n1,1,0.315624,1.006993,[7 5] ; [15 21],[5.5 6.5] ; [16.5 19.5],0
p11,1,0.40593,0.690691,[35 11] ; [150  34],[37.  9.] ; [148.  36.],0
p2,1,0.420972,0.6476,[40  6] ; [150  33],[38.16593886  7.83406114] ; [151.83406114  31.16593886],0
s1,1,0.423682,0.64008,[ 3 43] ; [  7 176],[ 2.00873362 43.99126638] ; [  7.99126638 175.00873362],0
b3,1,0.495626,0.46429,[15 18] ; [53 83],[13.27810651 19.72189349] ; [54.72189349 81.27810651],0
b2,1,0.495626,0.46429,[15 18] ; [53 83],[13.27810651 19.72189349] ; [54.72189349 81.27810651],0
u4,1,0.496437,0.462544,[ 1 45] ; [  8 176],[ 1.8 44.2] ; [  7.2 176.8],0
p5,1,0.509066,0.435986,[ 6 39] ; [ 18 163],[ 4.77876106 40.22123894] ; [ 19.22123894 161.77876106],0
p12,1,0.514109,0.425696,[ 2 43] ; [ 13 169],[ 2.97356828 42.02643172] ; [ 12.02643172 169.97356828],0
a7,1,0.520668,0.41257,[30 16] ; [129  55],[31.8 14.2] ; [127.2  56.8],0
n2,1,0.627364,0.235652,[9 3] ; [25 12],[8.32653061 3.67346939] ; [25.67346939 11.32653061],0
b5,1,0.638175,0.221136,[26 20] ; [111  73],[27.4 18.6] ; [109.6  74.4],0
u3,1,0.649542,0.206478,[8 5] ; [26 12],[8.66666667 4.33333333] ; [25.33333333 12.66666667],0
n6,1,0.658835,0.194942,[38  7] ; [160  24],[38.90829694  6.09170306] ; [159.09170306  24.90829694],0
p7,1,0.746568,0.104438,[28 17] ; [116  63],[28.92857143 16.07142857] ; [115.07142857  63.92857143],0
s4,1,0.775039,0.081676,[ 7 39] ; [ 25 159],[ 6.4 39.6] ; [ 25.6 158.4],0
n3,1,0.778505,0.079111,[8 4] ; [23 14],[7.59183673 4.40816327] ; [23.40816327 13.59183673],0
p4,1,0.785191,0.074289,[28 18] ; [116  68],[28.8 17.2] ; [115.2  68.8],0
b1,1,0.788497,0.071965,[18 28] ; [ 76 108],[18.8 27.2] ; [ 75.2 108.8],0
s3,1,0.797208,0.06603,[30 16] ; [123  60],[30.73362445 15.26637555] ; [122.26637555  60.73362445],0
p6,1,0.802486,0.062566,[16 29] ; [ 68 113],[16.72566372 28.27433628] ; [ 67.27433628 113.72566372],0
a8,1,0.807049,0.059651,[ 7 37] ; [ 29 137],[ 7.54285714 36.45714286] ; [ 28.45714286 137.54285714],0
v1,1,0.84957,0.035974,[25 20] ; [95 81],[24.43438914 20.56561086] ; [95.56561086 80.43438914],0
n5,1,0.884632,0.021054,[36 10] ; [145  38],[36.3580786  9.6419214] ; [144.6419214  38.3580786],0
s8,1,0.910528,0.012628,[29 17] ; [117  66],[29.32751092 16.67248908] ; [116.67248908  66.32751092],0
p9,1,0.959359,0.002597,[39  7] ; [154  27],[39.11013216  6.88986784] ; [153.88986784  27.11013216],0
u2,1,0.968209,0.001588,[8 5] ; [23 14],[8.06 4.94] ; [22.94 14.06],0
p10,1,0.975709,0.000927,[38  8] ; [150  32],[37.92982456  8.07017544] ; [150.07017544  31.92982456],0
