Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p3,1,0.000123,14.748545,[ 5 40] ; [15 14],[12.16216216 32.83783784] ; [ 7.83783784 21.16216216],1
u2,1,0.375954,0.78389,[13 16] ; [5 3],[14.10810811 14.89189189] ; [3.89189189 4.10810811],0
p11,1,0.417279,0.657967,[32 13] ; [18 11],[30.40540541 14.59459459] ; [19.59459459  9.40540541],0
a8,1,0.480423,0.497902,[ 4 39] ; [ 4 23],[ 4.91428571 38.08571429] ; [ 3.08571429 23.91428571],0
v1,1,0.506882,0.440499,[17 27] ; [ 9 20],[15.67123288 28.32876712] ; [10.32876712 18.67123288],0
d4,1,0.593858,0.28436,[23 21] ; [17 12],[24.10958904 19.89041096] ; [15.89041096 13.10958904],0
p9,1,0.602045,0.271923,[30 15] ; [21  8],[31.01351351 13.98648649] ; [19.98648649  9.01351351],0
s1,1,0.64883,0.207378,[ 2 43] ; [ 2 27],[ 2.43243243 42.56756757] ; [ 1.56756757 27.43243243],0
d1,1,0.64883,0.207378,[ 2 43] ; [ 2 27],[ 2.43243243 42.56756757] ; [ 1.56756757 27.43243243],0
a1,1,0.64883,0.207378,[ 2 43] ; [ 2 27],[ 2.43243243 42.56756757] ; [ 1.56756757 27.43243243],0
p1,1,0.64883,0.207378,[ 2 43] ; [ 2 27],[ 2.43243243 42.56756757] ; [ 1.56756757 27.43243243],0
d2,1,0.672941,0.178181,[ 9 36] ; [ 7 22],[ 9.72972973 35.27027027] ; [ 6.27027027 22.72972973],0
r4,1,0.688114,0.161135,[29 16] ; [20  9],[29.7972973 15.2027027] ; [19.2027027  9.7972973],0
b2,1,0.701585,0.146829,[ 4 15] ; [ 4 11],[ 4.47058824 14.52941176] ; [ 3.52941176 11.47058824],0
b3,1,0.701585,0.146829,[ 4 15] ; [ 4 11],[ 4.47058824 14.52941176] ; [ 3.52941176 11.47058824],0
u3,1,0.711107,0.137174,[13 16] ; [3 5],[12.54054054 16.45945946] ; [3.45945946 4.54054054],0
b1,1,0.825212,0.048773,[19 26] ; [13 16],[19.45945946 25.54054054] ; [12.54054054 16.45945946],0
v2,1,0.864922,0.028938,[13 30] ; [ 9 19],[13.32394366 29.67605634] ; [ 8.67605634 19.32394366],0
s5,1,0.88322,0.021576,[ 9 36] ; [ 6 22],[ 9.24657534 35.75342466] ; [ 5.75342466 22.24657534],0
v3,1,0.88322,0.021576,[ 9 36] ; [ 6 22],[ 9.24657534 35.75342466] ; [ 5.75342466 22.24657534],0
n5,1,0.906086,0.013918,[18 27] ; [12 17],[18.24324324 26.75675676] ; [11.75675676 17.24324324],0
v4,1,0.918145,0.010562,[36  8] ; [24  5],[36.16438356  7.83561644] ; [23.83561644  5.16438356],0
n2,1,0.943206,0.005075,[14  5] ; [6 2],[14.07407407  4.92592593] ; [5.92592593 2.07407407],0
r3,1,0.952798,0.003504,[37  8] ; [24  5],[37.09459459  7.90540541] ; [23.90540541  5.09459459],0
r1,1,0.974178,0.001048,[25 20] ; [16 13],[24.93243243 20.06756757] ; [16.06756757 12.93243243],0
b4,1,0.974178,0.001048,[25 20] ; [16 13],[24.93243243 20.06756757] ; [16.06756757 12.93243243],0
r2,1,0.976066,0.0009,[34 11] ; [22  7],[34.05405405 10.94594595] ; [21.94594595  7.05405405],0
