Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n5,1,0.0,118.580242,[246  52] ; [ 45 103],[194.43497758 103.56502242] ; [96.56502242 51.43497758],1
a3,1,0.029118,4.76061,[189 112] ; [77 71],[178.32071269 122.67928731] ; [87.67928731 60.32071269],0
u1,1,0.029547,4.735434,[ 41 260] ; [ 10 139],[ 34.11333333 266.88666667] ; [ 16.88666667 132.11333333],0
r2,1,0.031085,4.648272,[280  17] ; [131  17],[274.30786517  22.69213483] ; [136.69213483  11.30786517],0
p7,1,0.031512,4.624847,[178 118] ; [71 73],[167.50909091 128.49090909] ; [81.49090909 62.50909091],0
p9,1,0.040786,4.184889,[241  55] ; [108  40],[232.66666667  63.33333333] ; [116.33333333  31.66666667],0
p6,1,0.050641,3.820121,[ 88 205] ; [ 31 115],[ 79.42369021 213.57630979] ; [ 39.57630979 106.42369021],0
s4,1,0.068468,3.319381,[ 33 261] ; [ 26 123],[ 39.15575621 254.84424379] ; [ 19.84424379 129.15575621],0
s1,1,0.075258,3.16444,[  4 289] ; [  6 143],[  6.62895928 286.37104072] ; [  3.37104072 145.62895928],0
s8,1,0.076388,3.140116,[ 66 235] ; [ 22 126],[ 58.99331849 242.00668151] ; [ 29.00668151 118.99331849],0
b1,1,0.082512,3.01472,[116 185] ; [ 45 104],[107.69111111 193.30888889] ; [53.30888889 95.69111111],0
a6,1,0.098121,2.735816,[215  86] ; [95 54],[207.35555556  93.64444444] ; [102.64444444  46.35555556],0
n2,1,0.124251,2.362896,[46 11] ; [36 17],[42.49090909 14.50909091] ; [39.50909091 13.49090909],0
p8,1,0.133257,2.25414,[144 149] ; [62 87],[136.55656109 156.44343891] ; [69.44343891 79.55656109],0
s2,1,0.142863,2.146846,[ 82 214] ; [51 97],[ 88.66666667 207.33333333] ; [ 44.33333333 103.66666667],0
b4,1,0.169079,1.891089,[186 115] ; [82 67],[179.26222222 121.73777778] ; [88.73777778 60.26222222],0
a7,1,0.16995,1.883384,[227  73] ; [103  45],[220.98214286  79.01785714] ; [109.01785714  38.98214286],0
p5,1,0.174911,1.840337,[ 22 277] ; [  6 142],[ 18.72930649 280.27069351] ; [  9.27069351 138.72930649],0
v2,1,0.215404,1.53473,[153 129] ; [69 75],[146.95774648 135.04225352] ; [75.04225352 68.95774648],0
p12,1,0.223108,1.484268,[ 18 279] ; [  5 144],[ 15.3161435 281.6838565] ; [  7.6838565 141.3161435],0
a1,1,0.310578,1.028215,[  7 294] ; [  6 143],[  8.69555556 292.30444444] ; [  4.30444444 144.69555556],0
d4,1,0.427621,0.629276,[242  59] ; [115  34],[238.79333333  62.20666667] ; [118.20666667  30.79333333],0
s6,1,0.478924,0.501312,[152 141] ; [71 76],[148.49772727 144.50227273] ; [74.50227273 72.49772727],0
s5,1,0.582255,0.302604,[ 60 226] ; [ 34 112],[ 62.23148148 223.76851852] ; [ 31.76851852 114.23148148],0
s3,1,0.690364,0.158692,[115 181] ; [60 87],[116.93002257 179.06997743] ; [58.06997743 88.93002257],0
u2,1,0.691372,0.157604,[56 54] ; [34 37],[54.6961326 55.3038674] ; [35.3038674 35.6961326],0
v4,1,0.735552,0.114075,[283  18] ; [137  10],[282.1875  18.8125] ; [137.8125   9.1875],0
u3,1,0.913984,0.011667,[58 53] ; [36 34],[57.64640884 53.35359116] ; [36.35359116 33.64640884],0
d3,1,0.918633,0.010436,[196 105] ; [95 52],[195.515625 105.484375] ; [95.484375 51.515625],0
b5,1,0.949845,0.003957,[191 110] ; [95 54],[191.30222222 109.69777778] ; [94.69777778 54.30222222],0
