Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p7,1,0.00026,13.341176,[35 70] ; [16  5],[42.5 62.5] ; [ 8.5 12.5],1
d3,1,0.424716,0.63723,[66 40] ; [15  6],[67.60629921 38.39370079] ; [13.39370079  7.60629921],0
n5,1,0.449481,0.57196,[60 46] ; [10 11],[58.42519685 47.57480315] ; [11.57480315  9.42519685],0
s4,1,0.590288,0.289895,[17 89] ; [ 4 15],[17.808 88.192] ; [ 3.192 15.808],0
r2,1,0.623021,0.241644,[93 11] ; [18  3],[92.352 11.648] ; [18.648  2.352],0
a4,1,0.629063,0.233333,[44 61] ; [10 11],[45. 60.] ; [ 9. 12.],0
n4,1,0.631428,0.23013,[70 36] ; [15  6],[70.94488189 35.05511811] ; [14.05511811  6.94488189],0
p5,1,0.643331,0.214413,[  3 103] ; [ 1 20],[  3.33858268 102.66141732] ; [ 0.66141732 20.33858268],0
a1,1,0.649518,0.206508,[ 8 98] ; [ 1 20],[ 7.51181102 98.48818898] ; [ 1.48818898 19.51181102],0
a8,1,0.697287,0.15131,[ 7 87] ; [ 1 19],[ 6.59649123 87.40350877] ; [ 1.40350877 18.59649123],0
b5,1,0.711411,0.136872,[61 45] ; [13  8],[61.76377953 44.23622047] ; [12.23622047  8.76377953],0
d2,1,0.720916,0.127617,[60 44] ; [13  8],[60.736 43.264] ; [12.264  8.736],0
n6,1,0.738159,0.111752,[69 36] ; [13  8],[68.33333333 36.66666667] ; [13.66666667  7.33333333],0
d4,1,0.748428,0.102857,[87 18] ; [18  3],[87.5 17.5] ; [17.5  3.5],0
a2,1,0.786228,0.073556,[23 83] ; [ 4 17],[22.53543307 83.46456693] ; [ 4.46456693 16.53543307],0
s1,1,0.787329,0.072781,[ 7 99] ; [ 1 19],[ 6.73015873 99.26984127] ; [ 1.26984127 18.73015873],0
u3,1,0.821677,0.0508,[23 13] ; [6 4],[22.69565217 13.30434783] ; [6.30434783 3.69565217],0
d1,1,0.832877,0.044527,[63 43] ; [13  8],[63.43307087 42.56692913] ; [12.56692913  8.43307087],0
v2,1,0.962933,0.00216,[44 60] ; [ 9 12],[44.096 59.904] ; [ 8.904 12.096],0
p10,1,0.980024,0.000627,[30 76] ; [ 6 15],[30.04724409 75.95275591] ; [ 5.95275591 15.04724409],0
