Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v3,1,1e-06,23.412609,[ 4 59] ; [23 28],[14.92105263 48.07894737] ; [12.07894737 38.92105263],1
a7,1,0.197965,1.657324,[42 24] ; [41 14],[45.27272727 20.72727273] ; [37.72727273 17.27272727],0
s3,1,0.198185,1.655698,[20 45] ; [11 43],[16.93277311 48.06722689] ; [14.06722689 39.93277311],0
s1,1,0.237635,1.394568,[ 6 61] ; [ 2 53],[ 4.39344262 62.60655738] ; [ 3.60655738 51.39344262],0
p9,1,0.240022,1.380463,[34 32] ; [33 20],[37.15966387 28.84033613] ; [29.84033613 23.15966387],0
p7,1,0.247967,1.334722,[28 37] ; [29 25],[31.13445378 33.86554622] ; [25.86554622 28.13445378],0
v4,1,0.24831,1.332785,[53 12] ; [49  6],[55.25  9.75] ; [46.75  8.25],0
u1,1,0.30571,1.04912,[ 3 64] ; [ 5 50],[ 4.39344262 62.60655738] ; [ 3.60655738 51.39344262],0
s2,1,0.321677,0.982115,[13 54] ; [ 7 48],[10.98360656 56.01639344] ; [ 9.01639344 45.98360656],0
p1,1,0.327429,0.959041,[ 3 62] ; [ 5 50],[ 4.33333333 60.66666667] ; [ 3.66666667 51.33333333],0
u2,1,0.33904,0.914058,[18 16] ; [4 7],[16.62222222 17.37777778] ; [5.37777778 5.62222222],0
s4,1,0.38902,0.742002,[ 8 59] ; [ 4 51],[ 6.59016393 60.40983607] ; [ 5.40983607 49.59016393],0
p5,1,0.444899,0.583614,[ 1 65] ; [ 2 52],[ 1.65 64.35] ; [ 1.35 52.65],0
p4,1,0.486016,0.485333,[20 47] ; [19 34],[21.775 45.225] ; [17.225 35.775],0
a2,1,0.508412,0.437335,[ 5 62] ; [ 6 49],[ 6.04098361 60.95901639] ; [ 4.95901639 50.04098361],0
n3,1,0.554015,0.350173,[15  9] ; [8 3],[15.77142857  8.22857143] ; [7.22857143 3.77142857],0
a4,1,0.58008,0.306106,[20 47] ; [19 36],[21.41803279 45.58196721] ; [17.58196721 37.41803279],0
p6,1,0.581884,0.303198,[12 55] ; [11 39],[13.17094017 53.82905983] ; [ 9.82905983 40.17094017],0
b4,1,0.595564,0.281739,[37 30] ; [33 22],[38.44262295 28.55737705] ; [31.55737705 23.44262295],0
b3,1,0.613449,0.255184,[11 26] ; [11 20],[11.97058824 25.02941176] ; [10.02941176 20.97058824],0
b2,1,0.613449,0.255184,[11 26] ; [11 20],[11.97058824 25.02941176] ; [10.02941176 20.97058824],0
d2,1,0.659186,0.194514,[23 44] ; [21 34],[24.16393443 42.83606557] ; [19.83606557 35.16393443],0
a1,1,0.678808,0.171471,[ 2 65] ; [ 1 54],[ 1.64754098 65.35245902] ; [ 1.35245902 53.64754098],0
s5,1,0.683698,0.165993,[ 7 58] ; [ 7 46],[ 7.71186441 57.28813559] ; [ 6.28813559 46.71186441],0
n1,1,0.729456,0.119612,[ 5 20] ; [3 9],[ 5.40540541 19.59459459] ; [2.59459459 9.40540541],0
s7,1,0.759634,0.093613,[10 50] ; [10 43],[10.61946903 49.38053097] ; [ 9.38053097 43.61946903],0
p10,1,0.802014,0.062871,[31 34] ; [27 27],[31.68067227 33.31932773] ; [26.31932773 27.68067227],0
p3,1,0.85294,0.034361,[20 47] ; [15 38],[19.54166667 47.45833333] ; [15.45833333 37.54166667],0
n2,1,0.887931,0.019859,[13 12] ; [6 5],[13.19444444 11.80555556] ; [5.80555556 5.19444444],0
b5,1,0.973304,0.00112,[40 27] ; [33 22],[40.09016393 26.90983607] ; [32.90983607 22.09016393],0
b1,1,0.997587,9e-06,[28 39] ; [23 32],[28.00819672 38.99180328] ; [22.99180328 32.00819672],0
