Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p2,1,3e-06,22.119134,[79 41] ; [104  10],[93.84615385 26.15384615] ; [89.15384615 24.84615385],1
u1,1,0.184043,1.764671,[ 11 109] ; [17 98],[ 14.29787234 105.70212766] ; [ 13.70212766 101.29787234],0
a8,1,0.2111,1.563863,[ 9 99] ; [14 88],[11.82857143 96.17142857] ; [11.17142857 90.82857143],0
r2,1,0.211652,1.560089,[109  10] ; [109   5],[111.33905579   7.66094421] ; [106.66094421   7.33905579],0
a4,1,0.22556,1.468641,[49 71] ; [56 59],[53.61702128 66.38297872] ; [51.38297872 63.61702128],0
d1,1,0.24338,1.36091,[64 56] ; [70 45],[68.42553191 51.57446809] ; [65.57446809 49.42553191],0
d2,1,0.245355,1.34956,[51 68] ; [58 57],[55.43162393 63.56837607] ; [53.56837607 61.43162393],0
b5,1,0.313266,1.016854,[61 59] ; [66 49],[64.85106383 55.14893617] ; [62.14893617 52.85106383],0
v4,1,0.343392,0.897726,[109  10] ; [108   6],[110.82832618   8.17167382] ; [106.17167382   7.82832618],0
d5,1,0.37834,0.776089,[88 32] ; [90 25],[90.89361702 29.10638298] ; [87.10638298 27.89361702],0
s1,1,0.510568,0.432903,[  5 114] ; [  3 111],[  4.08583691 114.91416309] ; [  3.91416309 110.08583691],0
a6,1,0.527124,0.399933,[81 39] ; [82 33],[83.23404255 36.76595745] ; [79.76595745 35.23404255],0
p1,1,0.537023,0.381086,[  6 113] ; [  8 107],[  7.11965812 111.88034188] ; [  6.88034188 108.11965812],0
b1,1,0.588912,0.292047,[49 71] ; [43 72],[46.9787234 73.0212766] ; [45.0212766 69.9787234],0
a2,1,0.624864,0.239091,[23 97] ; [25 90],[24.5106383 95.4893617] ; [23.4893617 91.5106383],0
s7,1,0.638682,0.22047,[25 86] ; [27 80],[26.47706422 84.52293578] ; [25.52293578 81.47706422],0
d4,1,0.670588,0.180916,[96 22] ; [96 19],[97.2360515 20.7639485] ; [94.7639485 20.2360515],0
a1,1,0.685414,0.164094,[  4 116] ; [  5 110],[  4.59574468 115.40425532] ; [  4.40425532 110.59574468],0
u2,1,0.717485,0.130915,[23 18] ; [15 14],[22.25714286 18.74285714] ; [15.74285714 13.25714286],0
n2,1,0.725766,0.123035,[26 16] ; [12  6],[26.6 15.4] ; [11.4  6.6],0
a7,1,0.757957,0.094965,[87 32] ; [82 33],[85.94444444 33.05555556] ; [83.05555556 31.94444444],0
b4,1,0.778878,0.078838,[70 50] ; [65 50],[68.93617021 51.06382979] ; [66.06382979 48.93617021],0
u3,1,0.816684,0.053737,[22 20] ; [16 13],[22.47887324 19.52112676] ; [15.52112676 13.47887324],0
n1,1,0.859357,0.031397,[15 27] ; [ 6 12],[14.7 27.3] ; [ 6.3 11.7],0
s3,1,0.901209,0.015409,[31 89] ; [30 83],[31.41630901 88.58369099] ; [29.58369099 83.41630901],0
s4,1,0.934558,0.006742,[  7 113] ; [  7 108],[  7.14893617 112.85106383] ; [  6.85106383 108.14893617],0
d3,1,0.947177,0.004389,[83 37] ; [80 35],[83.23404255 36.76595745] ; [79.76595745 35.23404255],0
u4,1,0.975887,0.000914,[  1 119] ; [  1 114],[  1.0212766 118.9787234] ; [  0.9787234 114.0212766],0
