Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v2,1,1e-06,23.730863,[ 41 105] ; [35 18],[55.75879397 90.24120603] ; [20.24120603 32.75879397],1
d2,1,0.088131,2.908191,[51 95] ; [26 28],[56.21 89.79] ; [20.79 33.21],0
p3,1,0.121336,2.399991,[49 98] ; [24 29],[53.655 93.345] ; [19.345 33.655],0
a7,1,0.136534,2.216599,[78 69] ; [35 19],[82.64179104 64.35820896] ; [30.35820896 23.64179104],0
b4,1,0.146842,2.104751,[79 69] ; [35 19],[83.52475248 64.47524752] ; [30.47524752 23.52475248],0
a2,1,0.157828,1.994914,[ 12 136] ; [ 8 46],[ 14.65346535 133.34653465] ; [ 5.34653465 48.65346535],0
p9,1,0.19479,1.681015,[100  43] ; [42 11],[103.60204082  39.39795918] ; [38.39795918 14.60204082],0
r3,1,0.19873,1.651682,[113  34] ; [46  8],[116.28358209  30.71641791] ; [42.71641791 11.28358209],0
b1,1,0.199515,1.645923,[67 81] ; [19 35],[63.00990099 84.99009901] ; [22.99009901 31.00990099],0
p8,1,0.208429,1.582305,[49 98] ; [22 29],[52.71212121 94.28787879] ; [18.28787879 32.71212121],0
p1,1,0.222076,1.490905,[ 11 137] ; [ 7 47],[ 13.18811881 134.81188119] ; [ 4.81188119 49.18811881],0
p7,1,0.251287,1.316132,[66 79] ; [29 24],[69.57070707 75.42929293] ; [25.42929293 27.57070707],0
s3,1,0.275769,1.187826,[59 87] ; [26 27],[62.36180905 83.63819095] ; [22.63819095 30.36180905],0
s4,1,0.287345,1.132021,[ 35 113] ; [ 9 45],[ 32.23762376 115.76237624] ; [11.76237624 42.23762376],0
n5,1,0.306024,1.047756,[92 55] ; [38 16],[95.07462687 51.92537313] ; [34.92537313 19.07462687],0
p10,1,0.314529,1.011564,[90 55] ; [37 16],[93.00505051 51.99494949] ; [33.99494949 19.00505051],0
p11,1,0.32101,0.984825,[93 55] ; [38 16],[95.98019802 52.01980198] ; [35.01980198 18.98019802],0
p2,1,0.367419,0.812377,[99 49] ; [39 14],[101.6119403  46.3880597] ; [36.3880597 16.6119403],0
n3,1,0.391197,0.735219,[32 19] ; [14  5],[33.51428571 17.48571429] ; [12.48571429  6.51428571],0
u1,1,0.416562,0.659995,[ 10 138] ; [ 2 52],[  8.79207921 139.20792079] ; [ 3.20792079 50.79207921],0
s1,1,0.460234,0.545326,[  6 142] ; [ 1 52],[  5.15422886 142.84577114] ; [ 1.84577114 51.15422886],0
s5,1,0.544862,0.366602,[ 29 114] ; [ 8 41],[ 27.55729167 115.44270833] ; [ 9.44270833 39.55729167],0
n1,1,0.596299,0.280614,[16 34] ; [ 7 11],[16.91176471 33.08823529] ; [ 6.08823529 11.91176471],0
b5,1,0.66563,0.186756,[91 57] ; [35 19],[92.31683168 55.68316832] ; [33.68316832 20.31683168],0
a6,1,0.671612,0.179722,[80 68] ; [31 23],[81.32673267 66.67326733] ; [29.67326733 24.32673267],0
p12,1,0.694237,0.154537,[  4 144] ; [ 2 51],[  4.41791045 143.58208955] ; [ 1.58208955 51.41791045],0
a5,1,0.703133,0.145234,[75 73] ; [29 25],[76.1980198 71.8019802] ; [27.8019802 26.1980198],0
n2,1,0.733875,0.115583,[37 14] ; [13  6],[36.42857143 14.57142857] ; [13.57142857  5.42857143],0
u3,1,0.754333,0.097926,[25 45] ; [6 9],[25.52941176 44.47058824] ; [5.47058824 9.52941176],0
v4,1,0.766135,0.088467,[117  30] ; [44 10],[117.74626866  29.25373134] ; [43.25373134 10.74626866],0
p4,1,0.783807,0.075274,[63 85] ; [21 31],[62.16 85.84] ; [21.84 30.16],0
a4,1,0.832266,0.044858,[ 44 103] ; [17 37],[ 44.6119403 102.3880597] ; [16.3880597 37.6119403],0
a8,1,0.847478,0.036994,[ 15 127] ; [ 5 47],[ 14.63917526 127.36082474] ; [ 5.36082474 46.63917526],0
a1,1,0.871982,0.025967,[ 10 138] ; [ 4 50],[ 10.25742574 137.74257426] ; [ 3.74257426 50.25742574],0
u2,1,0.888813,0.019546,[29 42] ; [6 8],[29.23529412 41.76470588] ; [5.76470588 8.23529412],0
s2,1,0.891725,0.018529,[56 92] ; [21 33],[56.41584158 91.58415842] ; [20.58415842 33.41584158],0
