Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,6e-06,20.564834,[99 11] ; [31 21],[88.27160494 21.72839506] ; [41.72839506 10.27160494],1
p5,1,0.311875,1.022719,[  6 104] ; [ 1 50],[  4.7826087 105.2173913] ; [ 2.2173913 48.7826087],0
s7,1,0.323255,0.975732,[33 71] ; [12 38],[30.38961039 73.61038961] ; [14.61038961 35.38961039],0
v3,1,0.324151,0.972125,[24 81] ; [ 8 42],[21.67741935 83.32258065] ; [10.32258065 39.67741935],0
p11,1,0.337597,0.919535,[70 40] ; [29 23],[67.22222222 42.77777778] ; [31.77777778 20.22222222],0
s8,1,0.340615,0.908114,[31 79] ; [11 41],[28.51851852 81.48148148] ; [13.48148148 38.51851852],0
n6,1,0.37014,0.803194,[66 44] ; [35 17],[68.58024691 41.41975309] ; [32.41975309 19.58024691],0
p9,1,0.371332,0.799201,[74 36] ; [30 20],[71.5 38.5] ; [32.5 17.5],0
s1,1,0.409308,0.68081,[  5 105] ; [ 1 51],[  4.07407407 105.92592593] ; [ 1.92592593 50.07407407],0
p4,1,0.511307,0.431392,[47 63] ; [19 32],[45.0931677 64.9068323] ; [20.9068323 30.0931677],0
n1,1,0.518802,0.416274,[ 9 28] ; [ 3 15],[ 8.07272727 28.92727273] ; [ 3.92727273 14.07272727],0
p3,1,0.556583,0.345654,[39 71] ; [16 36],[37.34567901 72.65432099] ; [17.65432099 34.34567901],0
p6,1,0.5609,0.338147,[24 86] ; [13 37],[25.4375 84.5625] ; [11.5625 38.4375],0
u3,1,0.561148,0.33772,[20 16] ; [12 13],[18.8852459 17.1147541] ; [13.1147541 11.8852459],0
n2,1,0.697132,0.151473,[20 16] ; [11  7],[20.66666667 15.33333333] ; [10.33333333  7.66666667],0
s2,1,0.710402,0.137875,[39 71] ; [20 32],[40.0617284 69.9382716] ; [18.9382716 33.0617284],0
p12,1,0.758132,0.094824,[  3 107] ; [ 1 51],[  2.71604938 107.28395062] ; [ 1.28395062 50.71604938],0
a8,1,0.775768,0.081133,[ 5 97] ; [ 3 47],[ 5.36842105 96.63157895] ; [ 2.63157895 47.36842105],0
s5,1,0.803056,0.062197,[25 80] ; [11 39],[24.38709677 80.61290323] ; [11.61290323 38.38709677],0
s4,1,0.857223,0.032368,[24 86] ; [12 40],[24.44444444 85.55555556] ; [11.55555556 40.44444444],0
p7,1,0.863894,0.029385,[61 49] ; [27 23],[60.5 49.5] ; [27.5 22.5],0
p8,1,0.895548,0.017236,[43 67] ; [19 31],[42.625 67.375] ; [19.375 30.625],0
u2,1,0.960015,0.002514,[19 18] ; [13 12],[19.09677419 17.90322581] ; [12.90322581 12.09677419],0
d2,1,0.96281,0.002174,[44 66] ; [21 31],[44.13580247 65.86419753] ; [20.86419753 31.13580247],0
