Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,2e-06,22.289449,[52  4] ; [15 16],[43.12643678 12.87356322] ; [23.87356322  7.12643678],1
s6,1,0.118389,2.4385,[35 21] ; [14 17],[31.54022989 24.45977011] ; [17.45977011 13.54022989],0
s8,1,0.154498,2.02727,[23 33] ; [ 8 23],[19.95402299 36.04597701] ; [11.04597701 19.95402299],0
s7,1,0.156672,2.006062,[22 30] ; [ 8 22],[19.02439024 32.97560976] ; [10.97560976 19.02439024],0
n6,1,0.169224,1.889807,[43 12] ; [20 11],[40.29069767 14.70930233] ; [22.70930233  8.29069767],0
n2,1,0.177262,1.820433,[16  3] ; [11  6],[14.25  4.75] ; [12.75  4.25],0
u1,1,0.218772,1.512405,[ 6 50] ; [ 1 30],[ 4.50574713 51.49425287] ; [ 2.49425287 28.50574713],0
p4,1,0.241943,1.36924,[29 27] ; [12 19],[26.3908046 29.6091954] ; [14.6091954 16.3908046],0
n1,1,0.277879,1.177434,[ 3 16] ; [ 5 11],[ 4.34285714 14.65714286] ; [ 3.65714286 12.34285714],0
b4,1,0.322712,0.977924,[30 26] ; [20 11],[32.18390805 23.81609195] ; [17.81609195 13.18390805],0
s2,1,0.368167,0.80984,[25 30] ; [11 20],[23.02325581 31.97674419] ; [12.97674419 18.02325581],0
a8,1,0.385507,0.753066,[ 4 46] ; [ 1 30],[ 3.08641975 46.91358025] ; [ 1.91358025 29.08641975],0
s5,1,0.452287,0.564915,[13 42] ; [ 5 25],[11.64705882 43.35294118] ; [ 6.35294118 23.64705882],0
s4,1,0.468205,0.52621,[14 42] ; [10 21],[15.44827586 40.55172414] ; [ 8.55172414 22.44827586],0
b1,1,0.50998,0.434108,[23 33] ; [15 16],[24.45977011 31.54022989] ; [13.54022989 17.45977011],0
p5,1,0.515936,0.422009,[ 2 54] ; [ 2 28],[ 2.60465116 53.39534884] ; [ 1.39534884 28.60465116],0
a6,1,0.537135,0.380876,[38 18] ; [19 12],[36.68965517 19.31034483] ; [20.31034483 10.68965517],0
b5,1,0.566823,0.328027,[36 20] ; [18 13],[34.75862069 21.24137931] ; [19.24137931 11.75862069],0
p9,1,0.570426,0.32197,[45 10] ; [23  7],[44. 11.] ; [24.  6.],0
p6,1,0.632064,0.229272,[15 40] ; [ 7 24],[14.06976744 40.93023256] ; [ 7.93023256 23.06976744],0
d2,1,0.639667,0.219178,[19 37] ; [ 9 22],[18.02298851 37.97701149] ; [ 9.97701149 21.02298851],0
p1,1,0.649406,0.20665,[ 3 53] ; [ 1 30],[ 2.57471264 53.42528736] ; [ 1.42528736 29.57471264],0
b2,1,0.654025,0.200863,[11 18] ; [ 5 11],[10.31111111 18.68888889] ; [ 5.68888889 10.31111111],0
b3,1,0.654025,0.200863,[11 18] ; [ 5 11],[10.31111111 18.68888889] ; [ 5.68888889 10.31111111],0
u4,1,0.667748,0.184247,[ 1 55] ; [ 1 30],[ 1.28735632 54.71264368] ; [ 0.71264368 30.28735632],0
s1,1,0.677515,0.172937,[ 1 54] ; [ 1 30],[ 1.27906977 53.72093023] ; [ 0.72093023 30.27906977],0
p10,1,0.718921,0.129529,[41 14] ; [22  9],[40.29069767 14.70930233] ; [22.70930233  8.29069767],0
n3,1,0.789993,0.070926,[12  7] ; [10  7],[11.61111111  7.38888889] ; [10.38888889  6.61111111],0
a5,1,0.835606,0.043064,[32 24] ; [17 14],[31.54022989 24.45977011] ; [17.45977011 13.54022989],0
p11,1,0.920985,0.009839,[41 15] ; [23  8],[41.1954023 14.8045977] ; [22.8045977  8.1954023],0
s3,1,0.987675,0.000239,[27 29] ; [15 16],[27.03448276 28.96551724] ; [14.96551724 16.03448276],0
p3,1,0.991211,0.000121,[18 38] ; [10 21],[18.02298851 37.97701149] ; [ 9.97701149 21.02298851],0
