Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v2,1,3e-06,21.562942,[ 76 121] ; [99 57],[97.66288952 99.33711048] ; [77.33711048 78.66288952],1
n5,1,0.073728,3.198015,[126  82] ; [114  50],[134.19354839  73.80645161] ; [105.80645161  58.19354839],0
s3,1,0.086699,2.934623,[ 97 110] ; [91 72],[105.17837838 101.82162162] ; [82.82162162 80.17837838],0
p1,1,0.102319,2.669015,[  9 197] ; [ 14 151],[ 12.77088949 193.22911051] ; [ 10.22911051 154.77088949],0
p7,1,0.111639,2.530869,[ 85 118] ; [78 77],[ 92.4273743 110.5726257] ; [70.5726257 84.4273743],0
p6,1,0.111838,2.528057,[ 31 176] ; [ 34 125],[ 36.76229508 170.23770492] ; [ 28.23770492 130.76229508],0
n1,1,0.173983,1.848282,[25 46] ; [22 24],[28.52136752 42.47863248] ; [18.47863248 27.52136752],0
p5,1,0.184139,1.763897,[  4 203] ; [  7 156],[  6.15405405 200.84594595] ; [  4.84594595 158.15405405],0
n2,1,0.200722,1.637113,[51 22] ; [37  9],[53.98319328 19.01680672] ; [34.01680672 11.98319328],0
r4,1,0.214222,1.542659,[177  32] ; [147  18],[181.05882353  27.94117647] ; [142.94117647  22.05882353],0
d4,1,0.218,1.517489,[155  51] ; [133  32],[159.91374663  46.08625337] ; [128.08625337  36.91374663],0
p10,1,0.226067,1.465437,[138  68] ; [118  44],[143.30434783  62.69565217] ; [112.69565217  49.30434783],0
n4,1,0.246473,1.343186,[136  73] ; [116  48],[141.20107239  67.79892761] ; [110.79892761  53.20107239],0
a4,1,0.248196,1.333427,[ 79 129] ; [72 92],[ 84.43010753 123.56989247] ; [66.56989247 97.43010753],0
a7,1,0.268324,1.225296,[143  64] ; [105  60],[138.  69.] ; [110.  55.],0
b4,1,0.290143,1.118957,[114  95] ; [99 66],[119.02941176  89.97058824] ; [93.97058824 71.02941176],0
p11,1,0.299653,1.075739,[139  70] ; [118  47],[143.61764706  65.38235294] ; [113.38235294  51.61764706],0
n3,1,0.334173,0.932658,[44 25] ; [34 13],[46.39655172 22.60344828] ; [31.60344828 15.39655172],0
d2,1,0.382277,0.763367,[ 90 115] ; [ 65 100],[ 85.87837838 119.12162162] ; [69.12162162 95.87837838],0
r3,1,0.384718,0.75557,[186  22] ; [151  13],[188.43010753  19.56989247] ; [148.56989247  15.43010753],0
a6,1,0.432616,0.615789,[140  68] ; [104  60],[136.43010753  71.56989247] ; [107.56989247  56.43010753],0
p12,1,0.441965,0.591174,[  8 199] ; [  9 153],[  9.53658537 197.46341463] ; [  7.46341463 154.53658537],0
u4,1,0.471478,0.518511,[  2 207] ; [  3 162],[  2.79411765 206.20588235] ; [  2.20588235 162.79411765],0
s1,1,0.487347,0.482379,[  6 199] ; [  7 157],[  7.22222222 197.77777778] ; [  5.77777778 158.22222222],0
b1,1,0.49089,0.474575,[ 82 127] ; [ 59 106],[ 78.79411765 130.20588235] ; [ 62.20588235 102.79411765],0
p8,1,0.506028,0.442272,[ 63 141] ; [ 55 106],[ 65.95068493 138.04931507] ; [ 52.04931507 108.95068493],0
s4,1,0.639894,0.218881,[ 37 171] ; [ 26 137],[ 35.32075472 172.67924528] ; [ 27.67924528 135.32075472],0
d1,1,0.650277,0.205551,[105 104] ; [79 86],[102.82352941 106.17647059] ; [81.17647059 83.82352941],0
d5,1,0.662141,0.190933,[154  53] ; [126  39],[155.80645161  51.19354839] ; [124.19354839  40.80645161],0
u1,1,0.681552,0.168384,[ 27 182] ; [ 19 146],[ 25.70588235 183.29411765] ; [ 20.29411765 144.70588235],0
a2,1,0.744211,0.10646,[ 39 170] ; [ 33 132],[ 40.23529412 168.76470588] ; [ 31.76470588 133.23529412],0
d3,1,0.81944,0.052105,[126  80] ; [99 66],[124.93261456  81.06738544] ; [100.06738544  64.93261456],0
n6,1,0.939616,0.005738,[160  49] ; [125  39],[159.69168901  49.30831099] ; [125.30831099  38.69168901],0
u3,1,0.962396,0.002223,[38 37] ; [23 22],[38.125 36.875] ; [22.875 22.125],0
a1,1,0.977167,0.000819,[ 10 199] ; [  8 157],[ 10.05882353 198.94117647] ; [  7.94117647 157.05882353],0
