Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,0.000519,12.046188,[13 73] ; [16 20],[20.44262295 65.55737705] ; [ 8.55737705 27.44262295],1
d4,1,0.46123,0.542909,[60 27] ; [23 14],[58.23387097 28.76612903] ; [24.76612903 12.23387097],0
p5,1,0.462564,0.539682,[ 5 81] ; [ 1 36],[ 4.19512195 81.80487805] ; [ 1.80487805 35.19512195],0
b5,1,0.471593,0.518241,[48 39] ; [23 14],[49.81451613 37.18548387] ; [21.18548387 15.81451613],0
d3,1,0.505304,0.44378,[39 48] ; [19 18],[40.69354839 46.30645161] ; [17.30645161 19.69354839],0
u4,1,0.529847,0.394685,[ 1 86] ; [ 1 36],[ 1.40322581 85.59677419] ; [ 0.59677419 36.40322581],0
a2,1,0.609953,0.260244,[ 9 78] ; [ 5 32],[ 9.82258065 77.17741935] ; [ 4.17741935 32.82258065],0
p1,1,0.620279,0.245476,[ 7 80] ; [ 4 33],[ 7.71774194 79.28225806] ; [ 3.28225806 33.71774194],0
r1,1,0.624688,0.239334,[49 38] ; [22 14],[50.2195122 36.7804878] ; [20.7804878 15.2195122],0
u2,1,0.655286,0.199301,[20 24] ; [5 8],[19.29824561 24.70175439] ; [5.70175439 7.29824561],0
r2,1,0.757403,0.095415,[68 16] ; [30  6],[68.6 15.4] ; [29.4  6.6],0
d1,1,0.768074,0.086963,[33 54] ; [13 24],[32.27419355 54.72580645] ; [13.72580645 23.27419355],0
a5,1,0.779563,0.078337,[47 40] ; [21 16],[47.70967742 39.29032258] ; [20.29032258 16.70967742],0
n4,1,0.7898,0.07106,[53 34] ; [21 15],[52.34146341 34.65853659] ; [21.65853659 14.34146341],0
a7,1,0.845227,0.038108,[50 37] ; [20 16],[49.51219512 37.48780488] ; [20.48780488 15.51219512],0
p12,1,0.847913,0.03678,[ 4 83] ; [ 2 35],[ 4.20967742 82.79032258] ; [ 1.79032258 35.20967742],0
n5,1,0.861409,0.030479,[54 32] ; [22 14],[53.57377049 32.42622951] ; [22.42622951 13.57377049],0
d2,1,0.918092,0.010576,[33 52] ; [14 23],[32.74590164 52.25409836] ; [14.25409836 22.74590164],0
n1,1,0.924558,0.008967,[15 21] ; [4 6],[14.86956522 21.13043478] ; [4.13043478 5.86956522],0
s1,1,0.937643,0.00612,[ 7 79] ; [ 3 32],[ 7.10743802 78.89256198] ; [ 2.89256198 32.10743802],0
a1,1,0.938225,0.006006,[ 9 78] ; [ 4 33],[ 9.12096774 77.87903226] ; [ 3.87903226 33.12096774],0
p8,1,0.991091,0.000125,[21 65] ; [ 9 28],[20.97560976 65.02439024] ; [ 9.02439024 27.97560976],0
