Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v4,1,5e-06,20.892385,[92  7] ; [52 27],[80.08988764 18.91011236] ; [63.91011236 15.08988764],1
u1,1,0.429792,0.623385,[14 87] ; [ 8 72],[12.27624309 88.72375691] ; [ 9.72375691 70.27624309],0
a8,1,0.492035,0.472072,[ 7 81] ; [ 4 72],[ 5.90243902 82.09756098] ; [ 5.09756098 70.90243902],0
d4,1,0.55032,0.356745,[69 30] ; [59 21],[70.79329609 28.20670391] ; [57.20670391 22.79329609],0
v2,1,0.555737,0.34714,[42 56] ; [30 48],[40.09090909 57.90909091] ; [31.90909091 46.09090909],0
s5,1,0.575402,0.313727,[18 80] ; [12 67],[16.61016949 81.38983051] ; [13.38983051 65.61016949],0
d1,1,0.587724,0.293912,[47 54] ; [34 46],[45.19889503 55.80110497] ; [35.80110497 44.19889503],0
a2,1,0.612145,0.257062,[18 83] ; [12 68],[16.74033149 84.25966851] ; [13.25966851 66.74033149],0
b4,1,0.619738,0.246236,[63 38] ; [47 33],[61.38121547 39.61878453] ; [48.61878453 31.38121547],0
a5,1,0.644893,0.2124,[59 42] ; [44 36],[57.47513812 43.52486188] ; [45.52486188 34.47513812],0
n1,1,0.662381,0.190644,[12 23] ; [13 20],[12.86764706 22.13235294] ; [12.13235294 20.86764706],0
u3,1,0.672507,0.178683,[24 21] ; [17 18],[23.0625 21.9375] ; [17.9375 17.0625],0
u2,1,0.796639,0.066409,[22 22] ; [16 18],[21.43589744 22.56410256] ; [16.56410256 17.43589744],0
b1,1,0.809451,0.058146,[55 46] ; [45 35],[55.80110497 45.19889503] ; [44.19889503 35.80110497],0
a3,1,0.838778,0.041395,[56 45] ; [45 34],[56.67222222 44.32777778] ; [44.32777778 34.67222222],0
n5,1,0.863112,0.029727,[55 46] ; [42 37],[54.42777778 46.57222222] ; [42.57222222 36.42777778],0
p12,1,0.873669,0.025281,[ 1 99] ; [ 1 79],[ 1.11111111 98.88888889] ; [ 0.88888889 79.11111111],0
d2,1,0.883521,0.021464,[47 53] ; [38 41],[47.48603352 52.51396648] ; [37.51396648 41.48603352],0
p1,1,0.897538,0.016582,[ 7 93] ; [ 6 74],[ 7.22222222 92.77777778] ; [ 5.77777778 74.22222222],0
v3,1,0.966406,0.001774,[28 71] ; [22 55],[28.125 70.875] ; [21.875 55.125],0
