Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p2,1,2.4e-05,17.864175,[42 31] ; [43  3],[52.14285714 20.85714286] ; [32.85714286 13.14285714],1
b2,1,0.152698,2.045088,[ 6 29] ; [10 21],[ 8.48484848 26.51515152] ; [ 7.51515152 23.48484848],0
r2,1,0.217389,1.521526,[60 12] ; [42  4],[62.23728814  9.76271186] ; [39.76271186  6.23728814],0
a6,1,0.26926,1.220512,[55 17] ; [39  7],[57.3559322 14.6440678] ; [36.6440678  9.3559322],0
v3,1,0.276154,1.185919,[16 53] ; [14 29],[18.48214286 50.51785714] ; [11.51785714 31.48214286],0
b1,1,0.300959,1.069938,[31 42] ; [24 22],[33.7394958 39.2605042] ; [21.2605042 24.7394958],0
u2,1,0.307431,1.041678,[13  9] ; [12  4],[14.47368421  7.52631579] ; [10.52631579  5.47368421],0
p5,1,0.311631,1.02375,[ 2 70] ; [ 3 42],[ 3.07692308 68.92307692] ; [ 1.92307692 43.07692308],0
s2,1,0.384177,0.757295,[25 48] ; [19 26],[27.22033898 45.77966102] ; [16.77966102 28.22033898],0
b5,1,0.394111,0.726219,[50 23] ; [28 18],[47.8487395 25.1512605] ; [30.1512605 15.8487395],0
n3,1,0.428591,0.62664,[14  9] ; [11  4],[15.13157895  7.86842105] ; [9.86842105 5.13157895],0
s5,1,0.461344,0.542632,[10 58] ; [ 9 36],[11.43362832 56.56637168] ; [ 7.56637168 37.43362832],0
d2,1,0.470833,0.52002,[25 47] ; [19 27],[26.84745763 45.15254237] ; [17.15254237 28.84745763],0
a2,1,0.536943,0.381235,[14 59] ; [11 35],[15.33613445 57.66386555] ; [ 9.66386555 36.33613445],0
s1,1,0.566953,0.327807,[ 5 66] ; [ 2 43],[ 4.28448276 66.71551724] ; [ 2.71551724 42.28448276],0
a3,1,0.631741,0.229707,[50 22] ; [30 16],[48.81355932 23.18644068] ; [31.18644068 14.81355932],0
a4,1,0.63761,0.221882,[27 46] ; [19 27],[28.21848739 44.78151261] ; [17.78151261 28.21848739],0
n4,1,0.653228,0.201855,[35 38] ; [24 22],[36.19327731 36.80672269] ; [22.80672269 23.19327731],0
p1,1,0.717661,0.130745,[ 6 66] ; [ 3 43],[ 5.49152542 66.50847458] ; [ 3.50847458 42.49152542],0
v1,1,0.758336,0.094659,[26 44] ; [18 27],[26.7826087 43.2173913] ; [17.2173913 27.7826087],0
d4,1,0.780021,0.078004,[58 14] ; [38  8],[58.57627119 13.42372881] ; [37.42372881  8.57627119],0
a1,1,0.783526,0.075475,[ 4 69] ; [ 2 44],[ 3.68067227 69.31932773] ; [ 2.31932773 43.68067227],0
s7,1,0.813602,0.055593,[21 48] ; [14 29],[21.5625 47.4375] ; [13.4375 29.5625],0
b4,1,0.846053,0.037697,[41 32] ; [25 21],[40.48739496 32.51260504] ; [25.51260504 20.48739496],0
n1,1,0.850962,0.035303,[ 7 16] ; [ 5 10],[ 7.26315789 15.73684211] ; [ 4.73684211 10.26315789],0
d3,1,0.860221,0.031009,[53 18] ; [35 11],[53.4017094 17.5982906] ; [34.5982906 11.4017094],0
s3,1,0.903747,0.014624,[34 39] ; [21 23],[34.31623932 38.68376068] ; [20.68376068 23.31623932],0
n2,1,0.918006,0.010598,[14 10] ; [9 6],[14.15384615  9.84615385] ; [8.84615385 6.15384615],0
s4,1,0.918742,0.010408,[10 63] ; [ 6 40],[ 9.81512605 63.18487395] ; [ 6.18487395 39.81512605],0
n5,1,0.94841,0.004187,[32 41] ; [20 25],[32.16949153 40.83050847] ; [19.83050847 25.16949153],0
