Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v4,1,0.0,49.777594,[90  1] ; [21 21],[75.94736842 15.05263158] ; [35.05263158  6.94736842],1
s8,1,0.020719,5.350296,[27 65] ; [ 5 39],[21.64705882 70.35294118] ; [10.35294118 33.64705882],0
a1,1,0.023264,5.148688,[ 2 90] ; [ 5 39],[ 4.73529412 87.26470588] ; [ 2.26470588 41.73529412],0
n2,1,0.031757,4.611589,[23  3] ; [15  9],[19.76  6.24] ; [18.24  5.76],0
v1,1,0.037093,4.346122,[43 47] ; [12 30],[37.5 52.5] ; [17.5 24.5],0
u2,1,0.038745,4.272001,[25 23] ; [ 6 17],[20.95774648 27.04225352] ; [10.04225352 12.95774648],0
a5,1,0.040427,4.199878,[42 50] ; [12 32],[36.52941176 55.47058824] ; [17.47058824 26.52941176],0
s5,1,0.043955,4.058279,[21 68] ; [ 4 40],[16.72932331 72.27067669] ; [ 8.27067669 35.72932331],0
a8,1,0.046873,3.949929,[15 69] ; [ 2 39],[11.424 72.576] ; [ 5.576 35.424],0
b1,1,0.090357,2.868005,[34 58] ; [23 21],[38.55882353 53.44117647] ; [18.44117647 25.55882353],0
p4,1,0.104867,2.629913,[28 61] ; [ 8 36],[24.09022556 64.90977444] ; [11.90977444 32.09022556],0
p6,1,0.124234,2.363116,[21 71] ; [ 5 38],[17.71851852 74.28148148] ; [ 8.28148148 34.71851852],0
p5,1,0.162757,1.948424,[ 8 83] ; [ 1 42],[ 6.1119403 84.8880597] ; [ 2.8880597 40.1119403],0
p7,1,0.189677,1.720125,[40 48] ; [14 28],[36.55384615 51.44615385] ; [17.44615385 24.55384615],0
n4,1,0.207483,1.588905,[57 34] ; [22 21],[53.64925373 37.35074627] ; [25.35074627 17.64925373],0
a2,1,0.215999,1.530756,[ 7 85] ; [ 1 43],[ 5.41176471 86.58823529] ; [ 2.58823529 41.41176471],0
p2,1,0.229545,1.443679,[62 30] ; [25 19],[58.85294118 33.14705882] ; [28.14705882 15.85294118],0
b5,1,0.230505,1.437743,[56 36] ; [22 22],[52.76470588 39.23529412] ; [25.23529412 18.76470588],0
n3,1,0.233038,1.422222,[17  7] ; [13 11],[15.  9.] ; [15.  9.],0
s7,1,0.26974,1.218071,[29 58] ; [10 32],[26.30232558 60.69767442] ; [12.69767442 29.30232558],0
s1,1,0.351305,0.868738,[ 6 82] ; [ 5 38],[ 7.38931298 80.61068702] ; [ 3.61068702 39.38931298],0
u1,1,0.400873,0.705706,[ 5 87] ; [ 1 43],[ 4.05882353 87.94117647] ; [ 1.94117647 42.05882353],0
b3,1,0.408804,0.682278,[17 37] ; [11 16],[18.66666667 35.33333333] ; [ 9.33333333 17.66666667],0
b2,1,0.408804,0.682278,[17 37] ; [11 16],[18.66666667 35.33333333] ; [ 9.33333333 17.66666667],0
n1,1,0.443638,0.586854,[11 14] ; [ 8 16],[ 9.69387755 15.30612245] ; [ 9.30612245 14.69387755],0
p8,1,0.475876,0.508299,[31 60] ; [12 31],[29.20149254 61.79850746] ; [13.79850746 29.20149254],0
a4,1,0.568088,0.325892,[18 72] ; [ 7 37],[16.79104478 73.20895522] ; [ 8.20895522 35.79104478],0
d2,1,0.652868,0.202304,[22 70] ; [ 9 35],[20.97058824 71.02941176] ; [10.02941176 33.97058824],0
n5,1,0.663505,0.189293,[62 28] ; [28 15],[60.90225564 29.09774436] ; [29.09774436 13.90225564],0
p12,1,0.757797,0.095095,[ 3 88] ; [ 1 42],[ 2.71641791 88.28358209] ; [ 1.28358209 41.71641791],0
a3,1,0.768184,0.086878,[43 48] ; [21 21],[43.78947368 47.21052632] ; [20.21052632 21.78947368],0
s4,1,0.805673,0.060522,[15 76] ; [ 8 36],[15.5037037 75.4962963] ; [ 7.4962963 36.5037037],0
b4,1,0.812418,0.056315,[48 44] ; [22 22],[47.35294118 44.64705882] ; [22.64705882 21.35294118],0
p1,1,0.939398,0.00578,[ 8 84] ; [ 4 40],[ 8.11764706 83.88235294] ; [ 3.88235294 40.11764706],0
