Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a3,1,0.0,32.536672,[ 9 19] ; [88 15],[20.73282443  7.26717557] ; [76.26717557 26.73282443],1
s2,1,0.060075,3.535308,[11 17] ; [61 42],[15.38931298 12.61068702] ; [56.61068702 46.38931298],0
r4,1,0.075282,3.163923,[21  7] ; [91 12],[23.9389313  4.0610687] ; [88.0610687 14.9389313],0
r3,1,0.13492,2.234963,[24  4] ; [97  6],[25.86259542  2.13740458] ; [95.13740458  7.86259542],0
p1,1,0.138927,2.189803,[ 6 22] ; [11 91],[ 3.66153846 24.33846154] ; [13.33846154 88.66153846],0
r1,1,0.148003,2.092718,[18 10] ; [80 23],[20.94656489  7.05343511] ; [77.05343511 25.94656489],0
b4,1,0.194254,1.685056,[18 10] ; [52 51],[14.96183206 13.03816794] ; [55.03816794 47.96183206],0
a6,1,0.200801,1.636537,[ 9 19] ; [47 56],[11.96946565 16.03053435] ; [44.03053435 58.96946565],0
n3,1,0.23323,1.421053,[4 4] ; [14  5],[5.33333333 2.66666667] ; [12.66666667  6.33333333],0
p2,1,0.252632,1.30869,[21  7] ; [86 16],[23.04615385  4.95384615] ; [83.95384615 18.04615385],0
b5,1,0.264034,1.247481,[15 13] ; [43 60],[12.39694656 15.60305344] ; [45.60305344 57.39694656],0
s4,1,0.283901,1.148322,[ 9 19] ; [23 80],[ 6.83969466 21.16030534] ; [25.16030534 77.83969466],0
s5,1,0.294956,1.096861,[10 16] ; [49 49],[12.37096774 13.62903226] ; [46.62903226 51.37096774],0
s6,1,0.326447,0.96294,[18  9] ; [76 24],[19.98425197  7.01574803] ; [74.01574803 25.98425197],0
a8,1,0.386008,0.75148,[ 2 26] ; [13 86],[ 3.30708661 24.69291339] ; [11.69291339 87.30708661],0
p12,1,0.388471,0.743721,[ 3 25] ; [ 6 94],[ 1.96875 26.03125] ; [ 7.03125 92.96875],0
v1,1,0.392574,0.730955,[13 15] ; [55 44],[14.99212598 13.00787402] ; [53.00787402 45.99212598],0
p4,1,0.418484,0.65457,[22  6] ; [73 30],[20.30534351  7.69465649] ; [74.69465649 28.30534351],0
p8,1,0.424781,0.637052,[16 12] ; [66 35],[17.79844961 10.20155039] ; [64.20155039 36.79844961],0
a1,1,0.436418,0.605682,[ 1 27] ; [ 8 95],[ 1.92366412 26.07633588] ; [ 7.07633588 95.92366412],0
u2,1,0.463744,0.536842,[ 9 10] ; [9 6],[10.05882353  8.94117647] ; [7.94117647 7.05882353],0
p7,1,0.482061,0.494198,[19  9] ; [76 26],[20.46153846  7.53846154] ; [74.53846154 27.46153846],0
d3,1,0.490215,0.476054,[11 17] ; [48 55],[12.61068702 15.38931298] ; [46.38931298 56.61068702],0
n5,1,0.507713,0.438778,[20  8] ; [79 23],[21.32307692  6.67692308] ; [77.67692308 24.32307692],0
s1,1,0.633046,0.227952,[ 2 26] ; [ 5 98],[ 1.49618321 26.50381679] ; [ 5.50381679 97.49618321],0
n4,1,0.67435,0.176555,[24  4] ; [84 18],[23.26153846  4.73846154] ; [84.73846154 17.26153846],0
n2,1,0.765688,0.088816,[5 3] ; [13  6],[5.33333333 2.66666667] ; [12.66666667  6.33333333],0
p6,1,0.861569,0.030407,[12 15] ; [43 58],[11.6015625 15.3984375] ; [43.3984375 57.6015625],0
n1,1,0.900552,0.015616,[4 4] ; [10  9],[4.14814815 3.85185185] ; [9.85185185 9.14814815],0
s3,1,0.937086,0.00623,[17 10] ; [64 39],[16.82307692 10.17692308] ; [64.17692308 38.82307692],0
p5,1,0.943002,0.005112,[ 5 23] ; [19 84],[ 5.12977099 22.87022901] ; [18.87022901 84.12977099],0
u3,1,0.967531,0.001657,[ 9 10] ; [7 8],[ 8.94117647 10.05882353] ; [7.05882353 7.94117647],0
b1,1,0.986989,0.000266,[15 13] ; [55 48],[14.96183206 13.03816794] ; [55.03816794 47.96183206],0
v4,1,0.995798,2.8e-05,[25  3] ; [92 11],[25.00763359  2.99236641] ; [91.99236641 11.00763359],0
