Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v2,1,0.0,96.20362,[196  41] ; [121 176],[140.69101124  96.30898876] ; [176.30898876 120.69101124],1
d4,1,0.03459,4.465303,[203  35] ; [240  67],[193.45688073  44.54311927] ; [249.54311927  57.45688073],0
p4,1,0.040899,4.180185,[167  71] ; [189 117],[155.75  82.25] ; [200.25 105.75],0
d2,1,0.043038,4.093921,[131 108] ; [141 165],[119.28073394 119.71926606] ; [152.71926606 153.28073394],0
v4,1,0.054438,3.699223,[235   6] ; [288  18],[230.42595978  10.57404022] ; [292.57404022  13.42595978],0
s2,1,0.057736,3.60126,[136 101] ; [150 155],[125.05904059 111.94095941] ; [160.94095941 144.05904059],0
a4,1,0.076806,3.131223,[121 119] ; [131 175],[110.76923077 129.23076923] ; [141.23076923 164.76923077],0
p10,1,0.07688,3.129647,[218  19] ; [267  39],[211.68508287  25.31491713] ; [273.31491713  32.68508287],0
d5,1,0.086314,2.941806,[203  37] ; [242  65],[195.24680073  44.75319927] ; [249.75319927  57.24680073],0
a2,1,0.090042,2.873618,[ 68 174] ; [ 67 240],[ 59.50819672 182.49180328] ; [ 75.49180328 231.50819672],0
s5,1,0.092153,2.836356,[ 92 141] ; [ 97 202],[ 82.77631579 150.22368421] ; [106.22368421 192.77631579],0
b3,1,0.104987,2.628107,[72 92] ; [ 67 122],[64.57790368 99.42209632] ; [ 74.42209632 114.57790368],0
b2,1,0.104987,2.628107,[72 92] ; [ 67 122],[64.57790368 99.42209632] ; [ 74.42209632 114.57790368],0
p9,1,0.108051,2.582502,[218  18] ; [269  36],[212.44362292  23.55637708] ; [274.55637708  30.44362292],0
p8,1,0.11533,2.479623,[149  85] ; [172 130],[140.1380597  93.8619403] ; [180.8619403 121.1380597],0
u1,1,0.146311,2.110296,[ 52 190] ; [ 51 256],[ 45.40255009 196.59744991] ; [ 57.59744991 249.40255009],0
r2,1,0.156406,2.008637,[229  11] ; [282  23],[225.02752294  14.97247706] ; [285.97247706  19.02752294],0
a5,1,0.172069,1.864828,[191  50] ; [228  79],[184.26824818  56.73175182] ; [234.73175182  72.26824818],0
d3,1,0.182959,1.773427,[167  73] ; [197 110],[159.70749543  80.29250457] ; [204.29250457 102.70749543],0
p6,1,0.188367,1.730342,[102 134] ; [114 189],[ 94.57513915 141.42486085] ; [121.42486085 181.57513915],0
b5,1,0.204628,1.609029,[132 110] ; [184 123],[139.29326047 102.70673953] ; [176.70673953 130.29326047],0
u2,1,0.257599,1.281615,[33 19] ; [50 43],[29.76551724 22.23448276] ; [53.23448276 39.76551724],0
u3,1,0.330374,0.947432,[32 20] ; [50 44],[29.20547945 22.79452055] ; [52.79452055 41.20547945],0
n3,1,0.637352,0.222222,[29 11] ; [46 14],[30. 10.] ; [45. 15.],0
s1,1,0.689774,0.15933,[  5 232] ; [  8 295],[  5.70555556 231.29444444] ; [  7.29444444 295.70555556],0
s6,1,0.695979,0.152689,[167  69] ; [209  93],[164.93680297  71.06319703] ; [211.06319703  90.93680297],0
b1,1,0.732219,0.117084,[ 88 154] ; [116 191],[ 89.92349727 152.07650273] ; [114.07650273 192.92349727],0
a7,1,0.755142,0.09726,[168  71] ; [212  95],[166.33699634  72.66300366] ; [213.66300366  93.33699634],0
n2,1,0.757821,0.095076,[31  8] ; [50 11],[31.59  7.41] ; [49.41 11.59],0
b4,1,0.841446,0.040018,[143  99] ; [184 123],[144.1420765  97.8579235] ; [182.8579235 124.1420765],0
a6,1,0.866302,0.028344,[165  74] ; [214  93],[165.8992674  73.1007326] ; [213.1007326  93.8992674],0
a8,1,0.870942,0.026394,[ 32 180] ; [ 45 243],[ 32.648 179.352] ; [ 44.352 243.648],0
p2,1,0.871934,0.025986,[208  31] ; [264  41],[207.36764706  31.63235294] ; [264.63235294  40.36764706],0
n1,1,0.910119,0.012744,[15 23] ; [23 37],[14.73469388 23.26530612] ; [23.26530612 36.73469388],0
