Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
b5,1,0.003473,8.540745,[43 29] ; [ 8 21],[36.35643564 35.64356436] ; [14.64356436 14.35643564],0
b4,1,0.539353,0.376741,[45 27] ; [20  9],[46.33663366 25.66336634] ; [18.66336634 10.33663366],0
a8,1,0.545994,0.364543,[ 8 61] ; [ 2 25],[ 7.1875 61.8125] ; [ 2.8125 24.1875],0
v2,1,0.594001,0.28414,[34 35] ; [16 13],[35.20408163 33.79591837] ; [14.79591837 14.20408163],0
r1,1,0.622459,0.242426,[57 14] ; [22  7],[56.09 14.91] ; [22.91  6.09],0
d4,1,0.68571,0.163769,[65  7] ; [26  2],[65.52  6.48] ; [25.48  2.52],0
r3,1,0.708736,0.139543,[66  6] ; [25  3],[65.52  6.48] ; [25.48  2.52],0
p3,1,0.730485,0.118666,[35 37] ; [13 16],[34.21782178 37.78217822] ; [13.78217822 15.21782178],0
a3,1,0.769017,0.086237,[44 28] ; [18 10],[44.64 27.36] ; [17.36 10.64],0
b3,1,0.773322,0.082963,[14 22] ; [ 7 13],[13.5 22.5] ; [ 7.5 12.5],0
b2,1,0.773322,0.082963,[14 22] ; [ 7 13],[13.5 22.5] ; [ 7.5 12.5],0
n1,1,0.793258,0.068687,[4 8] ; [2 3],[4.23529412 7.76470588] ; [1.76470588 3.23529412],0
p7,1,0.804956,0.060979,[45 26] ; [17 11],[44.46464646 26.53535354] ; [17.53535354 10.46464646],0
r2,1,0.809345,0.058212,[67  4] ; [27  2],[66.74  4.26] ; [27.26  1.74],0
u2,1,0.809423,0.058163,[10 18] ; [4 6],[10.31578947 17.68421053] ; [3.68421053 6.31578947],0
n5,1,0.823647,0.049665,[48 24] ; [20  9],[48.47524752 23.52475248] ; [19.52475248  9.47524752],0
n2,1,0.888153,0.01978,[10  3] ; [4 1],[10.11111111  2.88888889] ; [3.88888889 1.11111111],0
a6,1,0.96773,0.001637,[45 27] ; [18 11],[44.91089109 27.08910891] ; [18.08910891 10.91089109],0
