Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p7,1,0.003488,8.53257,[14  8] ; [17 43],[ 8.31707317 13.68292683] ; [22.68292683 37.31707317],0
r2,1,0.302766,1.061971,[22  1] ; [52  7],[20.75609756  2.24390244] ; [53.24390244  5.75609756],0
r3,1,0.311575,1.023988,[22  2] ; [49 10],[20.53012048  3.46987952] ; [50.46987952  8.53012048],0
r1,1,0.330995,0.945,[20  4] ; [44 16],[18.28571429  5.71428571] ; [45.71428571 14.28571429],0
a5,1,0.346345,0.886804,[16  8] ; [46 14],[17.71428571  6.28571429] ; [44.28571429 15.71428571],0
u2,1,0.381905,0.76456,[3 4] ; [10  6],[3.95652174 3.04347826] ; [9.04347826 6.95652174],0
v4,1,0.400094,0.708045,[21  3] ; [47 12],[19.6626506  4.3373494] ; [48.3373494 10.6626506],0
v1,1,0.428308,0.627407,[ 7 17] ; [23 37],[ 8.57142857 15.42857143] ; [21.42857143 38.57142857],0
s2,1,0.442686,0.58931,[10 14] ; [19 39],[ 8.48780488 15.51219512] ; [20.51219512 37.48780488],0
a7,1,0.465428,0.532809,[16  8] ; [44 15],[17.34939759  6.65060241] ; [42.65060241 16.34939759],0
n3,1,0.478247,0.502857,[3 2] ; [12 16],[2.27272727 2.72727273] ; [12.72727273 15.27272727],0
a1,1,0.502944,0.448718,[ 1 23] ; [ 5 55],[ 1.71428571 22.28571429] ; [ 4.28571429 55.71428571],0
d4,1,0.514151,0.425611,[23  1] ; [57  1],[23.41463415  0.58536585] ; [56.58536585  1.41463415],0
u3,1,0.525358,0.403361,[4 3] ; [12  5],[4.66666667 2.33333333] ; [11.33333333  5.66666667],0
v2,1,0.530213,0.393983,[13 11] ; [27 31],[11.70731707 12.29268293] ; [28.29268293 29.70731707],0
b3,1,0.595595,0.281691,[ 4 14] ; [11 27],[ 4.82142857 13.17857143] ; [10.17857143 27.82142857],0
b2,1,0.595595,0.281691,[ 4 14] ; [11 27],[ 4.82142857 13.17857143] ; [10.17857143 27.82142857],0
r4,1,0.646767,0.21,[18  6] ; [42 18],[17.14285714  6.85714286] ; [42.85714286 17.14285714],0
n2,1,0.680243,0.169853,[3 2] ; [14 14],[2.57575758 2.42424242] ; [14.42424242 13.57575758],0
s4,1,0.681039,0.168959,[ 4 19] ; [ 8 50],[ 3.40740741 19.59259259] ; [ 8.59259259 49.40740741],0
d2,1,0.701867,0.146537,[19  5] ; [48 10],[19.6097561  4.3902439] ; [47.3902439 10.6097561],0
p1,1,0.814146,0.055263,[ 2 22] ; [ 6 54],[ 2.28571429 21.71428571] ; [ 5.71428571 54.28571429],0
s6,1,0.833544,0.044166,[12 12] ; [28 31],[11.56626506 12.43373494] ; [28.43373494 30.56626506],0
p5,1,0.852504,0.034568,[ 1 23] ; [ 2 58],[ 0.85714286 23.14285714] ; [ 2.14285714 57.85714286],0
p6,1,0.860472,0.030896,[ 4 19] ; [ 9 48],[ 3.7375 19.2625] ; [ 9.2625 47.7375],0
d5,1,0.871291,0.02625,[23  1] ; [57  3],[22.85714286  1.14285714] ; [57.14285714  2.85714286],0
a6,1,0.882534,0.021832,[16  8] ; [41 19],[16.28571429  7.71428571] ; [40.71428571 19.28571429],0
p3,1,0.88475,0.021011,[ 7 16] ; [17 42],[ 6.73170732 16.26829268] ; [17.26829268 41.73170732],0
b1,1,0.8891,0.019444,[14 10] ; [34 26],[13.71428571 10.28571429] ; [34.28571429 25.71428571],0
a3,1,0.93912,0.005833,[17  7] ; [43 17],[17.14285714  6.85714286] ; [42.85714286 17.14285714],0
p4,1,0.990486,0.000142,[10 13] ; [26 34],[ 9.97590361 13.02409639] ; [26.02409639 33.97590361],0
