Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d3,1,0.0,74.250079,[364  96] ; [74 96],[319.80952381 140.19047619] ; [118.19047619  51.80952381],1
n5,1,0.181012,1.789293,[363  95] ; [142  27],[368.88357257  89.11642743] ; [136.11642743  32.88357257],0
a8,1,0.216971,1.524294,[ 63 355] ; [ 18 144],[ 58.37586207 359.62413793] ; [ 22.62413793 139.37586207],0
u2,1,0.234362,1.414193,[85 45] ; [22 18],[81.82352941 48.17647059] ; [25.17647059 14.82352941],0
a3,1,0.234996,1.410362,[330 130] ; [130  40],[335.87301587 124.12698413] ; [124.12698413  45.87301587],0
p12,1,0.247562,1.337009,[ 50 410] ; [ 13 155],[ 46.14649682 413.85350318] ; [ 16.85350318 151.14649682],0
a5,1,0.382157,0.763752,[357 104] ; [126  44],[352.87321712 108.12678288] ; [130.12678288  39.87321712],0
p8,1,0.391057,0.735653,[274 180] ; [95 73],[269.33440514 184.66559486] ; [99.66559486 68.33440514],0
n4,1,0.441644,0.592007,[367  94] ; [140  30],[370.40729002  90.59270998] ; [136.59270998  33.40729002],0
s3,1,0.452315,0.564843,[256 195] ; [101  67],[260.1082391 190.8917609] ; [96.8917609 71.1082391],0
p9,1,0.571079,0.32088,[436  24] ; [163   7],[437.36507937  22.63492063] ; [161.63492063   8.36507937],0
n6,1,0.589799,0.290658,[405  52] ; [148  22],[403.06379585  53.93620415] ; [149.93620415  20.06379585],0
a1,1,0.698816,0.149707,[ 21 440] ; [  9 161],[ 21.91759113 439.08240887] ; [  8.08240887 161.91759113],0
p5,1,0.719601,0.128876,[ 63 395] ; [ 25 143],[ 64.38338658 393.61661342] ; [ 23.61661342 144.38338658],0
u4,1,0.756043,0.096523,[  9 451] ; [  4 166],[  9.49206349 450.50793651] ; [  3.50793651 166.49206349],0
p6,1,0.763937,0.090189,[175 282] ; [ 61 104],[173.39549839 283.60450161] ; [ 62.60450161 102.39549839],0
v3,1,0.767884,0.08711,[183 256] ; [67 99],[181.40495868 257.59504132] ; [68.59504132 97.40495868],0
v1,1,0.770861,0.084826,[254 189] ; [93 73],[252.41543514 190.58456486] ; [94.58456486 71.41543514],0
s2,1,0.77807,0.079431,[240 215] ; [87 82],[238.4375 216.5625] ; [88.5625 80.4375],0
p7,1,0.78928,0.07142,[310 138] ; [113  53],[308.63843648 139.36156352] ; [114.36156352  51.63843648],0
p1,1,0.792621,0.069121,[ 44 416] ; [ 15 154],[ 43.14785374 416.85214626] ; [ 15.85214626 153.14785374],0
n3,1,0.832805,0.044566,[55 19] ; [29 11],[54.52631579 19.47368421] ; [29.47368421 10.52631579],0
s1,1,0.860538,0.030867,[ 12 444] ; [  4 164],[ 11.69230769 444.30769231] ; [  4.30769231 163.69230769],0
p3,1,0.899176,0.016054,[251 208] ; [92 78],[250.2972973 208.7027027] ; [92.7027027 77.2972973],0
a4,1,0.936014,0.006445,[204 256] ; [76 94],[204.44444444 255.55555556] ; [75.55555556 94.44444444],0
d2,1,0.983048,0.000451,[215 244] ; [79 90],[214.88216561 244.11783439] ; [79.11783439 89.88216561],0
s6,1,0.987788,0.000234,[312 140] ; [114  51],[312.07779579 139.92220421] ; [113.92220421  51.07779579],0
n2,1,0.993705,6.2e-05,[56 18] ; [31 10],[55.9826087 18.0173913] ; [31.0173913  9.9826087],0
