Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r3,1,0.0,64.722345,[71  2] ; [ 7 24],[54.75 18.25] ; [23.25  7.75],1
s2,1,0.018079,5.588474,[30 40] ; [ 6 26],[24.70588235 45.29411765] ; [11.29411765 20.70588235],0
n3,1,0.02176,5.264877,[13  5] ; [ 7 13],[9.47368421 8.52631579] ; [10.52631579  9.47368421],0
p7,1,0.022479,5.208313,[38 33] ; [ 9 22],[32.71568627 38.28431373] ; [14.28431373 16.71568627],0
d4,1,0.029432,4.74218,[53 19] ; [16 15],[48.23300971 23.76699029] ; [20.76699029 10.23300971],0
s3,1,0.030705,4.669388,[39 33] ; [10 22],[33.92307692 38.07692308] ; [15.07692308 16.92307692],0
a1,1,0.032978,4.546909,[ 4 69] ; [ 6 26],[ 6.95238095 66.04761905] ; [ 3.04761905 28.95238095],0
d3,1,0.033303,4.530123,[46 27] ; [13 19],[41.01904762 31.98095238] ; [17.98095238 14.01904762],0
p10,1,0.042902,4.099254,[25 46] ; [ 5 27],[20.67961165 50.32038835] ; [ 9.32038835 22.67961165],0
s4,1,0.04717,3.93931,[ 7 63] ; [ 8 24],[10.29411765 59.70588235] ; [ 4.70588235 27.29411765],0
v3,1,0.04812,3.905801,[28 45] ; [ 6 26],[23.63809524 49.36190476] ; [10.36190476 21.63809524],0
a8,1,0.063727,3.437621,[11 52] ; [ 1 28],[ 8.2173913 54.7826087] ; [ 3.7826087 25.2173913],0
d1,1,0.094615,2.794039,[38 35] ; [11 21],[34.06666667 38.93333333] ; [14.93333333 17.06666667],0
p8,1,0.100271,2.701232,[26 47] ; [ 6 25],[22.46153846 50.53846154] ; [ 9.53846154 21.46153846],0
n4,1,0.104697,2.632499,[64  9] ; [24  8],[61.18095238 11.81904762] ; [26.81904762  5.18095238],0
u1,1,0.119244,2.427226,[13 60] ; [ 2 30],[10.42857143 62.57142857] ; [ 4.57142857 27.42857143],0
u2,1,0.124907,2.354691,[15 13] ; [ 4 10],[12.66666667 15.33333333] ; [6.33333333 7.66666667],0
p6,1,0.124999,2.353538,[16 55] ; [ 3 28],[13.2254902 57.7745098] ; [ 5.7745098 25.2254902],0
n2,1,0.128609,2.309211,[14  5] ; [10 10],[11.69230769  7.30769231] ; [12.30769231  7.69230769],0
a2,1,0.162021,1.955265,[15 58] ; [ 3 29],[12.51428571 60.48571429] ; [ 5.48571429 26.51428571],0
s7,1,0.175906,1.831876,[25 44] ; [ 7 24],[22.08 46.92] ; [ 9.92 21.08],0
s1,1,0.228262,1.451659,[ 4 67] ; [ 4 28],[ 5.51456311 65.48543689] ; [ 2.48543689 29.51456311],0
b1,1,0.253852,1.301977,[43 30] ; [15 17],[40.32380952 32.67619048] ; [17.67619048 14.32380952],0
p1,1,0.254025,1.301032,[ 6 67] ; [ 5 27],[ 7.64761905 65.35238095] ; [ 3.35238095 28.64761905],0
b4,1,0.27637,1.184852,[47 26] ; [17 15],[44.4952381 28.5047619] ; [19.5047619 12.4952381],0
p5,1,0.352554,0.864243,[ 6 67] ; [ 1 30],[ 4.91346154 68.08653846] ; [ 2.08653846 28.91346154],0
v2,1,0.396379,0.719285,[28 42] ; [10 22],[26.07843137 43.92156863] ; [11.92156863 20.07843137],0
b5,1,0.474811,0.510759,[42 31] ; [16 16],[40.32380952 32.67619048] ; [17.67619048 14.32380952],0
p12,1,0.544759,0.36679,[ 1 72] ; [ 1 31],[ 1.39047619 71.60952381] ; [ 0.60952381 31.39047619],0
n1,1,0.548506,0.36,[8 8] ; [ 8 12],[7.11111111 8.88888889] ; [ 8.88888889 11.11111111],0
a3,1,0.606658,0.26507,[44 29] ; [17 14],[42.81730769 30.18269231] ; [18.18269231 12.81730769],0
b2,1,0.672396,0.178812,[15 33] ; [ 8 14],[15.77142857 32.22857143] ; [ 7.22857143 14.77142857],0
b3,1,0.672396,0.178812,[15 33] ; [ 8 14],[15.77142857 32.22857143] ; [ 7.22857143 14.77142857],0
a4,1,0.951471,0.003704,[26 46] ; [11 20],[25.86407767 46.13592233] ; [11.13592233 19.86407767],0
s5,1,0.966079,0.001808,[14 57] ; [ 6 25],[13.92156863 57.07843137] ; [ 6.07843137 24.92156863],0
d2,1,0.993265,7.1e-05,[39 34] ; [16 14],[38.98058252 34.01941748] ; [16.01941748 13.98058252],0
