Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s3,1,0.001491,10.089377,[37  8] ; [ 7 10],[31.93548387 13.06451613] ; [12.06451613  4.93548387],0
p11,1,0.330169,0.948235,[39  6] ; [13  4],[37.74193548  7.25806452] ; [14.25806452  2.74193548],0
d2,1,0.392937,0.729836,[11 34] ; [ 6 11],[12.33870968 32.66129032] ; [ 4.66129032 12.33870968],0
r1,1,0.392937,0.729836,[34 11] ; [11  6],[32.66129032 12.33870968] ; [12.33870968  4.66129032],0
a2,1,0.408233,0.683942,[ 6 39] ; [ 1 16],[ 5.08064516 39.91935484] ; [ 1.91935484 15.08064516],0
p7,1,0.414465,0.665956,[33 12] ; [10  6],[31.72131148 13.27868852] ; [11.27868852  4.72131148],0
d3,1,0.420421,0.649138,[21 24] ; [ 6 11],[19.59677419 25.40322581] ; [7.40322581 9.59677419],0
s4,1,0.448916,0.573388,[ 9 36] ; [ 2 15],[ 7.98387097 37.01612903] ; [ 3.01612903 13.98387097],0
p2,1,0.463446,0.53756,[38  7] ; [13  4],[37.01612903  7.98387097] ; [13.98387097  3.01612903],0
u4,1,0.466818,0.529499,[ 1 44] ; [ 1 16],[ 1.4516129 43.5483871] ; [ 0.5483871 16.4516129],0
a5,1,0.615328,0.252489,[27 18] ; [9 8],[26.12903226 18.87096774] ; [9.87096774 7.12903226],0
p5,1,0.624293,0.23988,[ 8 37] ; [ 2 14],[ 7.37704918 37.62295082] ; [ 2.62295082 13.37704918],0
b4,1,0.659189,0.19451,[24 21] ; [8 9],[23.22580645 21.77419355] ; [8.77419355 8.22580645],0
p3,1,0.659189,0.19451,[21 24] ; [9 8],[21.77419355 23.22580645] ; [8.22580645 8.77419355],0
d4,1,0.659189,0.19451,[24 21] ; [8 9],[23.22580645 21.77419355] ; [8.77419355 8.22580645],0
u2,1,0.667167,0.184934,[15  8] ; [1 1],[14.72  8.28] ; [1.28 0.72],0
d1,1,0.698123,0.150432,[ 4 41] ; [ 1 16],[ 3.62903226 41.37096774] ; [ 1.37096774 15.62903226],0
p12,1,0.705423,0.142892,[ 7 38] ; [ 2 15],[ 6.53225806 38.46774194] ; [ 2.46774194 14.53225806],0
b5,1,0.731862,0.117409,[26 19] ; [9 8],[25.40322581 19.59677419] ; [9.59677419 7.40322581],0
n3,1,0.735317,0.114286,[5 2] ; [4 1],[5.25 1.75] ; [3.75 1.25],0
n4,1,0.753276,0.098799,[31 14] ; [11  6],[30.48387097 14.51612903] ; [11.51612903  5.48387097],0
s1,1,0.813913,0.055404,[ 2 43] ; [ 1 16],[ 2.17741935 42.82258065] ; [ 0.82258065 16.17741935],0
p1,1,0.834292,0.043765,[ 9 36] ; [ 3 14],[ 8.70967742 36.29032258] ; [ 3.29032258 13.70967742],0
b1,1,0.853594,0.034053,[20 25] ; [8 9],[20.32258065 24.67741935] ; [7.67741935 9.32258065],0
u1,1,0.91071,0.012576,[ 3 42] ; [ 1 16],[ 2.90322581 42.09677419] ; [ 1.09677419 15.90322581],0
a8,1,0.92757,0.008263,[ 7 35] ; [ 3 14],[ 7.11864407 34.88135593] ; [ 2.88135593 14.11864407],0
p6,1,0.932863,0.007097,[18 27] ; [ 7 10],[18.14516129 26.85483871] ; [ 6.85483871 10.14516129],0
a7,1,0.940659,0.005542,[26 19] ; [10  7],[26.12903226 18.87096774] ; [9.87096774 7.12903226],0
p4,1,0.984687,0.000368,[29 16] ; [11  6],[29.03225806 15.96774194] ; [10.96774194  6.03225806],0
v2,1,1.0,0.0,[21 21] ; [8 8],[21. 21.] ; [8. 8.],0
