Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n4,1,0.000492,12.144976,[ 8 19] ; [24  8],[14.6440678 12.3559322] ; [17.3559322 14.6440678],1
n6,1,0.283832,1.148649,[11 16] ; [17 14],[13.03448276 13.96551724] ; [14.96551724 16.03448276],0
p2,1,0.296417,1.090244,[12 15] ; [10 22],[10.06779661 16.93220339] ; [11.93220339 20.06779661],0
r1,1,0.307786,1.040152,[11 16] ; [ 9 23],[ 9.15254237 17.84745763] ; [10.84745763 21.15254237],0
p10,1,0.327427,0.959045,[ 7 20] ; [ 5 27],[ 5.49152542 21.50847458] ; [ 6.50847458 25.49152542],0
s2,1,0.327754,0.957753,[ 8 19] ; [ 6 26],[ 6.40677966 20.59322034] ; [ 7.59322034 24.40677966],0
b1,1,0.342591,0.900712,[16 11] ; [15 17],[14.18644068 12.81355932] ; [16.81355932 15.18644068],0
n1,1,0.342782,0.9,[ 4 12] ; [ 8 12],[ 5.33333333 10.66666667] ; [ 6.66666667 13.33333333],0
p8,1,0.361697,0.831991,[ 8 19] ; [ 6 25],[ 6.51724138 20.48275862] ; [ 7.48275862 23.51724138],0
s5,1,0.387077,0.748104,[ 3 24] ; [ 6 25],[ 4.18965517 22.81034483] ; [ 4.81034483 26.18965517],0
a5,1,0.409594,0.679978,[13 14] ; [12 20],[11.44067797 15.55932203] ; [13.55932203 18.44067797],0
p11,1,0.481352,0.495798,[ 9 18] ; [ 8 24],[ 7.77966102 19.22033898] ; [ 9.22033898 22.77966102],0
p6,1,0.513193,0.427551,[ 4 22] ; [ 3 28],[ 3.19298246 22.80701754] ; [ 3.80701754 27.19298246],0
a2,1,0.519738,0.414412,[ 4 23] ; [ 3 29],[ 3.20338983 23.79661017] ; [ 3.79661017 28.20338983],0
a6,1,0.534679,0.385491,[14 13] ; [14 18],[12.81355932 14.18644068] ; [15.18644068 16.81355932],0
s4,1,0.549559,0.358107,[ 5 22] ; [ 8 24],[ 5.94915254 21.05084746] ; [ 7.05084746 24.94915254],0
b3,1,0.628745,0.233766,[ 4 10] ; [ 8 14],[4.66666667 9.33333333] ; [ 7.33333333 14.66666667],0
b2,1,0.628745,0.233766,[ 4 10] ; [ 8 14],[4.66666667 9.33333333] ; [ 7.33333333 14.66666667],0
v2,1,0.639903,0.218869,[10 17] ; [10 22],[ 9.15254237 17.84745763] ; [10.84745763 21.15254237],0
s6,1,0.652811,0.202374,[ 7 20] ; [10 22],[ 7.77966102 19.22033898] ; [ 9.22033898 22.77966102],0
n2,1,0.708959,0.139319,[7 9] ; [10 10],[7.55555556 8.44444444] ; [ 9.44444444 10.55555556],0
s3,1,0.718825,0.129621,[ 7 19] ; [10 22],[ 7.62068966 18.37931034] ; [ 9.37931034 22.62068966],0
p7,1,0.723959,0.124731,[ 9 18] ; [ 9 22],[ 8.37931034 18.62068966] ; [ 9.62068966 21.37931034],0
a3,1,0.820056,0.051744,[14 13] ; [17 14],[14.43103448 12.56896552] ; [16.56896552 14.43103448],0
b4,1,0.8519,0.034855,[15 12] ; [17 15],[14.6440678 12.3559322] ; [17.3559322 14.6440678],0
s8,1,0.860152,0.03104,[ 2 25] ; [ 2 30],[ 1.83050847 25.16949153] ; [ 2.16949153 29.83050847],0
a4,1,0.863534,0.029542,[ 9 18] ; [11 20],[ 9.31034483 17.68965517] ; [10.68965517 20.31034483],0
s1,1,0.869447,0.027015,[ 3 24] ; [ 4 28],[ 3.20338983 23.79661017] ; [ 3.79661017 28.20338983],0
s7,1,0.876347,0.024212,[ 5 19] ; [ 7 24],[ 5.23636364 18.76363636] ; [ 6.76363636 24.23636364],0
b5,1,0.887276,0.020094,[13 14] ; [16 16],[13.27118644 13.72881356] ; [15.72881356 16.27118644],0
v4,1,0.887276,0.020094,[14 13] ; [16 16],[13.72881356 13.27118644] ; [16.27118644 15.72881356],0
v3,1,0.981854,0.000517,[ 5 22] ; [ 6 26],[ 5.03389831 21.96610169] ; [ 5.96610169 26.03389831],0
