Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
b3,1,0.016139,5.787692,[ 2 11] ; [14 11],[5.47368421 7.52631579] ; [10.52631579 14.47368421],0
v4,1,0.416872,0.659115,[13  6] ; [20 15],[11.61111111  7.38888889] ; [21.38888889 13.61111111],0
s1,1,0.420247,0.649624,[ 3 16] ; [ 3 32],[ 2.11111111 16.88888889] ; [ 3.88888889 31.11111111],0
p4,1,0.45606,0.555546,[ 3 15] ; [ 9 26],[ 4.0754717 13.9245283] ; [ 7.9245283 27.0754717],0
s7,1,0.486919,0.483327,[ 6 12] ; [ 8 25],[ 4.94117647 13.05882353] ; [ 9.05882353 23.94117647],0
s8,1,0.523999,0.406015,[ 4 15] ; [ 5 30],[ 3.16666667 15.83333333] ; [ 5.83333333 29.16666667],0
s4,1,0.538014,0.379233,[ 3 16] ; [ 8 27],[ 3.87037037 15.12962963] ; [ 7.12962963 27.87037037],0
n3,1,0.623233,0.241349,[7 7] ; [ 7 10],[6.32258065 7.67741935] ; [7.67741935 9.32258065],0
d5,1,0.627093,0.236024,[ 9 10] ; [19 16],[9.85185185 9.14814815] ; [18.14814815 16.85185185],0
p7,1,0.630179,0.231818,[ 3 14] ; [ 8 26],[ 3.66666667 13.33333333] ; [ 7.33333333 26.66666667],0
s6,1,0.645885,0.211128,[ 6 13] ; [ 9 26],[ 5.27777778 13.72222222] ; [ 9.72222222 25.27777778],0
d1,1,0.645885,0.211128,[ 6 13] ; [ 9 26],[ 5.27777778 13.72222222] ; [ 9.72222222 25.27777778],0
a2,1,0.648676,0.207574,[ 3 16] ; [ 4 31],[ 2.46296296 16.53703704] ; [ 4.53703704 30.46296296],0
a6,1,0.649053,0.207096,[ 8 11] ; [17 18],[ 8.7962963 10.2037037] ; [16.2037037 18.7962963],0
n4,1,0.720929,0.127605,[11  8] ; [22 13],[11.61111111  7.38888889] ; [21.38888889 13.61111111],0
a5,1,0.775674,0.081203,[10  9] ; [17 18],[9.5 9.5] ; [17.5 17.5],0
n5,1,0.776495,0.080594,[14  5] ; [27  8],[14.42592593  4.57407407] ; [26.57407407  8.42592593],0
p9,1,0.789065,0.07157,[ 7 12] ; [13 19],[ 7.45098039 11.54901961] ; [12.54901961 19.45098039],0
u3,1,0.807671,0.059259,[2 4] ; [ 7 11],[2.25 3.75] ; [ 6.75 11.25],0
s3,1,0.824412,0.049228,[ 5 12] ; [ 9 25],[ 4.66666667 12.33333333] ; [ 9.33333333 24.66666667],0
r2,1,0.828671,0.046832,[12  6] ; [21 12],[11.64705882  6.35294118] ; [21.35294118 11.64705882],0
p1,1,0.91975,0.01015,[ 2 17] ; [ 4 31],[ 2.11111111 16.88888889] ; [ 3.88888889 31.11111111],0
v3,1,0.926922,0.008412,[ 4 15] ; [ 7 28],[ 3.87037037 15.12962963] ; [ 7.12962963 27.87037037],0
v1,1,0.961583,0.00232,[ 5 14] ; [ 9 26],[ 4.92592593 14.07407407] ; [ 9.07407407 25.92592593],0
a4,1,0.963239,0.002124,[ 7 11] ; [13 21],[ 6.92307692 11.07692308] ; [13.07692308 20.92307692],0
