Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p10,1,0.0,28.030143,[ 9 17] ; [68 10],[19.25  6.75] ; [57.75 20.25],1
a5,1,0.391845,0.73321,[14 12] ; [50 29],[15.84761905 10.15238095] ; [48.15238095 30.84761905],0
s2,1,0.396193,0.71985,[15 11] ; [38 41],[13.12380952 12.87619048] ; [39.87619048 39.12380952],0
v3,1,0.416924,0.658969,[ 5 20] ; [22 56],[ 6.55339806 18.44660194] ; [20.44660194 57.55339806],0
u1,1,0.418568,0.654333,[ 2 24] ; [ 3 76],[ 1.23809524 24.76190476] ; [ 3.76190476 75.23809524],0
a8,1,0.443654,0.586815,[ 2 24] ; [10 65],[ 3.08910891 22.91089109] ; [ 8.91089109 66.08910891],0
d3,1,0.448721,0.57388,[17  9] ; [45 34],[15.35238095 10.64761905] ; [46.64761905 32.35238095],0
v1,1,0.461831,0.541452,[11 15] ; [39 38],[12.62135922 13.37864078] ; [37.37864078 39.62135922],0
s5,1,0.509093,0.435931,[ 8 15] ; [21 55],[ 6.73737374 16.26262626] ; [22.26262626 53.73737374],0
s8,1,0.518198,0.417478,[ 9 17] ; [33 46],[10.4 15.6] ; [31.6 47.4],0
r4,1,0.529767,0.394838,[15 11] ; [51 28],[16.34285714  9.65714286] ; [49.65714286 29.34285714],0
n2,1,0.540158,0.375247,[5 3] ; [17  6],[5.67741935 2.32258065] ; [16.32258065  6.67741935],0
p3,1,0.610105,0.260023,[15 11] ; [50 29],[16.0952381  9.9047619] ; [48.9047619 30.0952381],0
s1,1,0.616406,0.250952,[ 2 24] ; [ 4 75],[ 1.48571429 24.51428571] ; [ 4.51428571 74.48571429],0
s7,1,0.630515,0.231363,[10 14] ; [35 39],[11.02040816 12.97959184] ; [33.97959184 40.02040816],0
s3,1,0.650613,0.205128,[14 12] ; [38 40],[13. 13.] ; [39. 39.],0
n3,1,0.770515,0.08509,[6 2] ; [16  7],[5.67741935 2.32258065] ; [16.32258065  6.67741935],0
v2,1,0.780192,0.077879,[11 15] ; [35 42],[11.61165049 14.38834951] ; [34.38834951 42.61165049],0
p1,1,0.809007,0.058423,[ 2 24] ; [ 5 74],[ 1.73333333 24.26666667] ; [ 5.26666667 73.73333333],0
n1,1,0.825339,0.048701,[4 4] ; [12 10],[4.26666667 3.73333333] ; [11.73333333 10.26666667],0
r2,1,0.841632,0.039923,[19  6] ; [60 17],[19.3627451  5.6372549] ; [59.6372549 17.3627451],0
a1,1,0.853537,0.03408,[ 2 24] ; [ 7 72],[ 2.22857143 23.77142857] ; [ 6.77142857 72.22857143],0
d2,1,0.87254,0.025739,[10 16] ; [29 50],[ 9.65714286 16.34285714] ; [29.34285714 49.65714286],0
a4,1,0.87254,0.025739,[10 16] ; [29 50],[ 9.65714286 16.34285714] ; [29.34285714 49.65714286],0
b5,1,0.9437,0.004987,[16 10] ; [48 31],[15.84761905 10.15238095] ; [48.15238095 30.84761905],0
