Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p6,1,0.000332,12.878049,[ 7 34] ; [15 10],[13.66666667 27.33333333] ; [ 8.33333333 16.66666667],1
d5,1,0.510437,0.433171,[33  8] ; [20  3],[33.953125  7.046875] ; [19.046875  3.953125],0
s1,1,0.520907,0.412098,[ 3 38] ; [ 3 22],[ 3.72727273 37.27272727] ; [ 2.27272727 22.72727273],0
u2,1,0.532884,0.388889,[4 2] ; [4 4],[3.42857143 2.57142857] ; [4.57142857 3.42857143],0
p5,1,0.550229,0.356908,[ 3 35] ; [ 3 21],[ 3.67741935 34.32258065] ; [ 2.32258065 21.67741935],0
d1,1,0.603037,0.270439,[27 14] ; [18  7],[27.95454545 13.04545455] ; [17.04545455  7.95454545],0
a1,1,0.606116,0.265869,[ 2 39] ; [ 2 23],[ 2.48484848 38.51515152] ; [ 1.51515152 23.48484848],0
s8,1,0.678651,0.171648,[27 14] ; [17  7],[27.75384615 13.24615385] ; [16.24615385  7.75384615],0
r1,1,0.679717,0.170445,[31 10] ; [20  5],[31.68181818  9.31818182] ; [19.31818182  5.68181818],0
p11,1,0.704512,0.14382,[26 15] ; [17  8],[26.71212121 14.28787879] ; [16.28787879  8.71212121],0
b1,1,0.705819,0.142489,[21 20] ; [14 11],[21.74242424 19.25757576] ; [13.25757576 11.74242424],0
p1,1,0.77397,0.082476,[ 4 37] ; [ 3 22],[ 4.34848485 36.65151515] ; [ 2.65151515 22.34848485],0
p12,1,0.77397,0.082476,[ 4 37] ; [ 3 22],[ 4.34848485 36.65151515] ; [ 2.65151515 22.34848485],0
a7,1,0.805912,0.06037,[25 16] ; [16  9],[25.46969697 15.53030303] ; [15.53030303  9.46969697],0
b4,1,0.805912,0.06037,[25 16] ; [16  9],[25.46969697 15.53030303] ; [15.53030303  9.46969697],0
d3,1,0.885326,0.0208,[26 15] ; [15  8],[26.265625 14.734375] ; [14.734375  8.265625],0
v3,1,0.887135,0.020144,[17 20] ; [11 12],[17.26666667 19.73333333] ; [10.73333333 12.26666667],0
n3,1,0.897785,0.016502,[11  5] ; [5 2],[11.13043478  4.86956522] ; [4.86956522 2.13043478],0
a6,1,0.916071,0.011106,[28 13] ; [16  7],[28.1875 12.8125] ; [15.8125  7.1875],0
d4,1,0.974178,0.001048,[34  7] ; [19  4],[33.953125  7.046875] ; [19.046875  3.953125],0
