Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d1,1,5e-06,20.756422,[ 1 21] ; [41 27],[10.26666667 11.73333333] ; [31.73333333 36.26666667],1
a2,1,0.728687,0.120321,[ 2 20] ; [ 8 60],[ 2.44444444 19.55555556] ; [ 7.55555556 60.44444444],0
n1,1,0.754293,0.097959,[1 2] ; [ 9 12],[1.25 1.75] ; [ 8.75 12.25],0
p1,1,0.775079,0.081646,[ 3 19] ; [11 57],[ 3.42222222 18.57777778] ; [10.57777778 57.42222222],0
p10,1,0.776205,0.080808,[16  6] ; [50 16],[16.5  5.5] ; [49.5 16.5],0
s4,1,0.806243,0.06016,[ 4 18] ; [14 54],[ 4.4 17.6] ; [13.6 54.4],0
s1,1,0.811918,0.056622,[ 1 21] ; [ 4 64],[ 1.22222222 20.77777778] ; [ 3.77777778 64.22222222],0
p12,1,0.811918,0.056622,[ 1 21] ; [ 4 64],[ 1.22222222 20.77777778] ; [ 3.77777778 64.22222222],0
p7,1,0.817537,0.053229,[16  6] ; [47 20],[15.57303371  6.42696629] ; [47.42696629 19.57303371],0
s3,1,0.825932,0.048365,[12  9] ; [37 31],[11.56179775  9.43820225] ; [37.43820225 30.56179775],0
p9,1,0.826353,0.048128,[18  4] ; [57 11],[18.33333333  3.66666667] ; [56.66666667 11.33333333],0
n4,1,0.830473,0.045837,[15  7] ; [48 20],[15.4  6.6] ; [47.6 20.4],0
s8,1,0.885926,0.020581,[ 9 13] ; [29 39],[ 9.28888889 12.71111111] ; [28.71111111 39.28888889],0
p2,1,0.922348,0.009502,[18  4] ; [55 13],[17.84444444  4.15555556] ; [55.15555556 12.84444444],0
p4,1,0.951482,0.003702,[16  6] ; [49 19],[15.88888889  6.11111111] ; [49.11111111 18.88888889],0
