Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s6,1,5.7e-05,16.189827,[40 63] ; [28  8],[50.38848921 52.61151079] ; [17.61151079 18.38848921],1
a2,1,0.166163,1.917228,[13 90] ; [ 8 28],[15.56115108 87.43884892] ; [ 5.43884892 30.56115108],0
b4,1,0.166654,1.912788,[58 45] ; [25 11],[61.50359712 41.49640288] ; [21.49640288 14.50359712],0
a1,1,0.168318,1.897861,[  3 100] ; [ 3 33],[ 4.44604317 98.55395683] ; [ 1.55395683 34.44604317],0
d1,1,0.17616,1.829729,[41 62] ; [19 17],[44.46043165 58.53956835] ; [15.53956835 20.46043165],0
b3,1,0.178539,1.809741,[12 41] ; [ 7 11],[14.18309859 38.81690141] ; [ 4.81690141 13.18309859],0
b2,1,0.178539,1.809741,[12 41] ; [ 7 11],[14.18309859 38.81690141] ; [ 4.81690141 13.18309859],0
a5,1,0.189376,1.722462,[47 56] ; [21 15],[50.38848921 52.61151079] ; [17.61151079 18.38848921],0
p6,1,0.192109,1.701367,[11 90] ; [ 7 29],[13.27007299 87.72992701] ; [ 4.72992701 31.27007299],0
r3,1,0.193398,1.691541,[89 14] ; [34  2],[91.14388489 11.85611511] ; [31.85611511  4.14388489],0
v2,1,0.201373,1.63239,[37 58] ; [18 17],[40.19230769 54.80769231] ; [14.80769231 20.19230769],0
p9,1,0.220368,1.501975,[66 34] ; [27  8],[68.88888889 31.11111111] ; [24.11111111 10.88888889],0
u2,1,0.256039,1.290047,[21 16] ; [5 8],[19.24 17.76] ; [6.76 6.24],0
v1,1,0.273026,1.201478,[36 66] ; [16 19],[38.71532847 63.28467153] ; [13.28467153 21.71532847],0
p3,1,0.277124,1.181139,[22 80] ; [11 25],[24.39130435 77.60869565] ; [ 8.60869565 27.39130435],0
a8,1,0.394104,0.726241,[ 7 94] ; [ 1 33],[ 5.98518519 95.01481481] ; [ 2.01481481 31.98518519],0
a6,1,0.423605,0.640293,[65 38] ; [20 16],[62.98561151 40.01438849] ; [22.01438849 13.98561151],0
b5,1,0.437272,0.603431,[62 41] ; [19 17],[60.02158273 42.97841727] ; [20.97841727 15.02158273],0
b1,1,0.482852,0.492414,[47 56] ; [14 22],[45.20143885 57.79856115] ; [15.79856115 20.20143885],0
r4,1,0.488083,0.480749,[74 29] ; [28  8],[75.58273381 27.41726619] ; [26.41726619  9.58273381],0
v3,1,0.496205,0.463044,[23 76] ; [ 6 28],[21.58646617 77.41353383] ; [ 7.41353383 26.58646617],0
d3,1,0.565161,0.330846,[59 42] ; [23 13],[60.45255474 40.54744526] ; [21.54744526 14.45255474],0
p7,1,0.576882,0.311302,[40 61] ; [12 23],[38.61764706 62.38235294] ; [13.38235294 21.61764706],0
p2,1,0.595677,0.281565,[68 35] ; [22 14],[66.69064748 36.30935252] ; [23.30935252 12.69064748],0
r1,1,0.665903,0.186431,[66 37] ; [21 14],[64.93478261 38.06521739] ; [22.06521739 12.93478261],0
a3,1,0.704757,0.14357,[64 39] ; [23 12],[64.93478261 38.06521739] ; [22.06521739 12.93478261],0
s1,1,0.759088,0.094052,[ 4 99] ; [ 1 35],[ 3.70503597 99.29496403] ; [ 1.29496403 34.70503597],0
u3,1,0.781894,0.076647,[25 13] ; [8 5],[24.58823529 13.41176471] ; [8.41176471 4.58823529],0
v4,1,0.784236,0.074968,[92 10] ; [31  4],[91.57664234 10.42335766] ; [31.42335766  3.57664234],0
a7,1,0.831824,0.045098,[66 36] ; [24 12],[66.52173913 35.47826087] ; [23.47826087 12.52173913],0
p11,1,0.937356,0.006177,[58 45] ; [20 16],[57.79856115 45.20143885] ; [20.20143885 15.79856115],0
p5,1,0.95993,0.002524,[ 3 99] ; [ 1 35],[ 2.95652174 99.04347826] ; [ 1.04347826 34.95652174],0
n2,1,0.992755,8.2e-05,[31 17] ; [11  6],[31.01538462 16.98461538] ; [10.98461538  6.01538462],0
