Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p8,1,9.2e-05,15.285187,[42 10] ; [105 102],[29.51351351 22.48648649] ; [117.48648649  89.51351351],1
u1,1,0.120348,2.412783,[ 8 44] ; [ 54 157],[12.25855513 39.74144487] ; [ 49.74144487 161.25855513],0
p2,1,0.121834,2.393579,[48  4] ; [177  34],[44.48669202  7.51330798] ; [180.51330798  30.48669202],0
u4,1,0.126112,2.339723,[ 2 50] ; [  2 209],[ 0.79087452 51.20912548] ; [  3.20912548 207.79087452],0
n6,1,0.142821,2.147301,[49  3] ; [180  27],[45.97683398  6.02316602] ; [183.02316602  23.97683398],0
n2,1,0.316862,1.001855,[10  1] ; [38 11],[8.8 2.2] ; [39.2  9.8],0
v2,1,0.317729,0.998272,[34 18] ; [119  87],[30.8372093 21.1627907] ; [122.1627907  83.8372093],0
u3,1,0.349482,0.875336,[7 2] ; [27 17],[5.77358491 3.22641509] ; [28.22641509 15.77358491],0
s3,1,0.372242,0.796166,[34 18] ; [147  58],[36.62256809 15.37743191] ; [144.37743191  60.62256809],0
a4,1,0.405534,0.691855,[25 27] ; [115  96],[27.68060837 24.31939163] ; [112.31939163  98.68060837],0
s8,1,0.485235,0.487074,[32 20] ; [118  92],[29.77099237 22.22900763] ; [120.22900763  89.77099237],0
d5,1,0.494787,0.4661,[48  4] ; [188  23],[46.66159696  5.33840304] ; [189.33840304  21.66159696],0
s7,1,0.521737,0.410458,[33 16] ; [128  77],[31.05905512 17.94094488] ; [129.94094488  75.05905512],0
r1,1,0.549423,0.358351,[42 10] ; [176  33],[43.43295019  8.56704981] ; [174.56704981  34.43295019],0
d2,1,0.579236,0.307472,[28 24] ; [122  88],[29.77099237 22.22900763] ; [120.22900763  89.77099237],0
s2,1,0.615192,0.252684,[36 16] ; [152  57],[37.4559387 14.5440613] ; [150.5440613  58.4559387],0
a3,1,0.650026,0.205867,[43  9] ; [167  42],[41.83908046 10.16091954] ; [168.16091954  40.83908046],0
r4,1,0.650911,0.204754,[49  3] ; [195  16],[48.24334601  3.75665399] ; [195.75665399  15.24334601],0
a5,1,0.655387,0.199176,[44  8] ; [173  38],[42.90494297  9.09505703] ; [174.09505703  36.90494297],0
v4,1,0.657502,0.196573,[49  3] ; [199   9],[49.6  2.4] ; [198.4   9.6],0
a7,1,0.685186,0.164346,[37 15] ; [144  67],[35.78707224 16.21292776] ; [145.21292776  65.78707224],0
d3,1,0.697177,0.151425,[41 11] ; [161  50],[39.9391635 12.0608365] ; [162.0608365  48.9391635],0
b2,1,0.701063,0.147368,[16 19] ; [56 77],[15. 20.] ; [57. 76.],0
b3,1,0.701063,0.147368,[16 19] ; [56 77],[15. 20.] ; [57. 76.],0
a6,1,0.712182,0.136107,[32 20] ; [135  75],[33.14503817 18.85496183] ; [133.85496183  76.14503817],0
b1,1,0.742905,0.10759,[21 31] ; [ 80 131],[19.96958175 32.03041825] ; [ 81.03041825 129.96958175],0
n3,1,0.743373,0.107185,[7 4] ; [33 15],[7.45762712 3.54237288] ; [32.54237288 15.45762712],0
r3,1,0.77245,0.08362,[50  2] ; [199  10],[49.6091954  2.3908046] ; [199.3908046   9.6091954],0
b4,1,0.854427,0.033662,[33 19] ; [131  80],[32.42585551 19.57414449] ; [131.57414449  79.42585551],0
a8,1,0.859114,0.031507,[ 6 42] ; [ 26 167],[ 6.37344398 41.62655602] ; [ 25.62655602 167.37344398],0
s6,1,0.87822,0.023478,[44  7] ; [182  27],[44.33076923  6.66923077] ; [181.66923077  27.33076923],0
d1,1,0.880871,0.02246,[38 14] ; [152  59],[37.56653992 14.43346008] ; [152.43346008  58.56653992],0
n1,1,0.953094,0.00346,[5 5] ; [24 25],[4.91525424 5.08474576] ; [24.08474576 24.91525424],0
