Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d1,1,0.0,74.364024,[ 4 41] ; [205  69],[29.48275862 15.51724138] ; [179.51724138  94.48275862],1
s1,1,0.295007,1.096632,[ 4 40] ; [ 14 258],[ 2.50632911 41.49367089] ; [ 15.49367089 256.50632911],0
p6,1,0.320855,0.985457,[17 28] ; [123 146],[20.06369427 24.93630573] ; [119.93630573 149.06369427],0
s2,1,0.328641,0.954244,[38  7] ; [245  29],[39.92163009  5.07836991] ; [243.07836991  30.92163009],0
p4,1,0.330393,0.947357,[27 18] ; [184  89],[29.85849057 15.14150943] ; [181.14150943  91.85849057],0
n1,1,0.337199,0.921053,[6 8] ; [32 24],[7.6 6.4] ; [30.4 25.6],0
n3,1,0.340356,0.909091,[12  3] ; [37 18],[10.5  4.5] ; [38.5 16.5],0
u4,1,0.354262,0.858131,[ 1 44] ; [ 15 259],[ 2.25705329 42.74294671] ; [ 13.74294671 260.25705329],0
v1,1,0.380239,0.76993,[23 22] ; [154 111],[25.69354839 19.30645161] ; [151.30645161 113.69354839],0
a6,1,0.439072,0.598706,[27 18] ; [180  93],[29.29245283 15.70754717] ; [177.70754717  95.29245283],0
v4,1,0.444437,0.5848,[41  2] ; [266   7],[41.77531646  1.22468354] ; [265.22468354   7.77531646],0
p7,1,0.487,0.483148,[30 15] ; [188  74],[31.95439739 13.04560261] ; [186.04560261  75.95439739],0
v3,1,0.578899,0.308018,[18 27] ; [116 145],[19.70588235 25.29411765] ; [114.29411765 146.70588235],0
n2,1,0.677996,0.17239,[13  2] ; [46 10],[12.46478873  2.53521127] ; [46.53521127  9.46478873],0
b1,1,0.733972,0.115495,[18 27] ; [117 157],[19.04388715 25.95611285] ; [115.95611285 158.04388715],0
b5,1,0.790941,0.070272,[25 20] ; [158 116],[25.81504702 19.18495298] ; [157.18495298 116.81504702],0
p5,1,0.797894,0.065574,[ 7 38] ; [ 46 223],[ 7.5955414 37.4044586] ; [ 45.4044586 223.5955414],0
p10,1,0.803699,0.061783,[38  6] ; [231  41],[37.4556962  6.5443038] ; [231.5443038  40.4556962],0
p2,1,0.82246,0.050347,[38  7] ; [234  39],[38.49056604  6.50943396] ; [233.50943396  39.49056604],0
a8,1,0.826005,0.048324,[ 7 34] ; [ 47 207],[ 7.50508475 33.49491525] ; [ 46.49491525 207.50508475],0
n6,1,0.892873,0.018136,[40  5] ; [239  32],[39.73101266  5.26898734] ; [239.26898734  31.73101266],0
s8,1,0.967047,0.001707,[33 12] ; [201  72],[33.11320755 11.88679245] ; [200.88679245  72.11320755],0
n5,1,0.983008,0.000454,[37  8] ; [224  48],[37.05047319  7.94952681] ; [223.94952681  48.05047319],0
