Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r3,1,1e-06,25.218107,[158  12] ; [61 27],[144.30232558  25.69767442] ; [74.69767442 13.30232558],1
r2,1,0.128424,2.311453,[147  22] ; [71 18],[142.79844961  26.20155039] ; [75.20155039 13.79844961],0
n1,1,0.17096,1.874504,[23 27] ; [12 26],[19.88636364 30.11363636] ; [15.11363636 22.88636364],0
p6,1,0.206903,1.592963,[ 39 132] ; [14 73],[ 35.12790698 135.87209302] ; [17.87209302 69.12790698],0
v2,1,0.209443,1.575271,[67 96] ; [28 57],[ 62.43951613 100.56048387] ; [32.56048387 52.43951613],0
v1,1,0.247376,1.338062,[74 92] ; [33 56],[69.65490196 96.34509804] ; [37.34509804 51.65490196],0
d2,1,0.256722,1.286348,[ 25 147] ; [18 72],[ 28.22900763 143.77099237] ; [14.77099237 75.22900763],0
b2,1,0.280082,1.166691,[26 67] ; [17 29],[28.76978417 64.23021583] ; [14.23021583 31.76978417],0
b3,1,0.280082,1.166691,[26 67] ; [17 29],[28.76978417 64.23021583] ; [14.23021583 31.76978417],0
v3,1,0.296721,1.088875,[ 39 130] ; [25 61],[ 42.41568627 126.58431373] ; [21.58431373 64.41568627],0
s8,1,0.299441,1.076681,[ 51 121] ; [21 68],[ 47.44827586 124.55172414] ; [24.55172414 64.44827586],0
u1,1,0.329841,0.949523,[  8 164] ; [ 2 88],[  6.5648855 165.4351145] ; [ 3.4351145 86.5648855],0
p1,1,0.435035,0.609343,[  9 160] ; [ 7 83],[ 10.44015444 158.55984556] ; [ 5.55984556 84.44015444],0
a3,1,0.479597,0.499779,[93 79] ; [43 44],[90.31660232 81.68339768] ; [45.68339768 41.31660232],0
n4,1,0.523508,0.406976,[108  63] ; [52 36],[105.63706564  65.36293436] ; [54.36293436 33.63706564],0
b5,1,0.552514,0.352833,[104  68] ; [51 39],[101.75572519  70.24427481] ; [53.24427481 36.75572519],0
a7,1,0.566615,0.328379,[106  66] ; [51 37],[103.86153846  68.13846154] ; [53.13846154 34.86153846],0
s7,1,0.571067,0.3209,[ 56 108] ; [26 59],[ 54.00803213 109.99196787] ; [27.99196787 57.00803213],0
p5,1,0.571673,0.319892,[  7 163] ; [ 5 83],[  7.90697674 162.09302326] ; [ 4.09302326 83.90697674],0
a5,1,0.613541,0.255051,[84 88] ; [41 49],[82.0610687 89.9389313] ; [42.9389313 47.0610687],0
u4,1,0.639914,0.218854,[  1 171] ; [ 1 89],[  1.3129771 170.6870229] ; [ 0.6870229 89.3129771],0
n5,1,0.707826,0.140458,[110  59] ; [60 29],[111.35658915  57.64341085] ; [58.64341085 30.35658915],0
s4,1,0.75251,0.099434,[ 31 139] ; [15 75],[ 30.07692308 139.92307692] ; [15.92307692 74.07692308],0
s2,1,0.776709,0.080435,[ 65 104] ; [33 57],[ 63.94594595 105.05405405] ; [34.05405405 55.94594595],0
a4,1,0.785878,0.073803,[ 41 130] ; [20 69],[ 40.11923077 130.88076923] ; [20.88076923 68.11923077],0
p4,1,0.79945,0.064546,[ 49 121] ; [27 62],[ 49.88416988 120.11583012] ; [26.11583012 62.88416988],0
a8,1,0.840253,0.04063,[ 25 137] ; [12 71],[ 24.46530612 137.53469388] ; [12.53469388 70.46530612],0
d5,1,0.860999,0.030661,[87 85] ; [44 45],[86.32950192 85.67049808] ; [44.67049808 44.32950192],0
a2,1,0.912097,0.012187,[  9 163] ; [ 5 85],[  9.19083969 162.80916031] ; [ 4.80916031 85.19083969],0
s5,1,0.947909,0.004268,[ 39 128] ; [20 67],[ 38.79133858 128.20866142] ; [20.20866142 66.79133858],0
