Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s6,1,4e-06,21.250212,[19  4] ; [15 42],[ 9.775 13.225] ; [24.225 32.775],1
d5,1,0.684133,0.16551,[15  8] ; [35 23],[14.19753086  8.80246914] ; [35.80246914 22.19753086],0
n6,1,0.696434,0.152208,[13 10] ; [30 28],[12.20987654 10.79012346] ; [30.79012346 27.20987654],0
p2,1,0.69972,0.148763,[12 11] ; [33 25],[12.77777778 10.22222222] ; [32.22222222 25.77777778],0
d3,1,0.69972,0.148763,[12 11] ; [33 25],[12.77777778 10.22222222] ; [32.22222222 25.77777778],0
n1,1,0.719918,0.128571,[1 5] ; [ 7 23],[1.33333333 4.66666667] ; [ 6.66666667 23.33333333],0
r4,1,0.727479,0.121439,[16  7] ; [38 20],[15.33333333  7.66666667] ; [38.66666667 19.33333333],0
b1,1,0.80701,0.059675,[11 12] ; [26 32],[10.50617284 12.49382716] ; [26.49382716 31.50617284],0
a5,1,0.80701,0.059675,[11 12] ; [26 32],[10.50617284 12.49382716] ; [26.49382716 31.50617284],0
v1,1,0.8325,0.044731,[ 7 16] ; [16 41],[ 6.6125 16.3875] ; [16.3875 40.6125],0
a1,1,0.846722,0.037366,[ 1 22] ; [ 2 56],[ 0.85185185 22.14814815] ; [ 2.14814815 55.85185185],0
r1,1,0.862968,0.02979,[13 10] ; [34 24],[13.34567901  9.65432099] ; [33.65432099 24.34567901],0
u1,1,0.877257,0.023854,[ 1 22] ; [ 3 55],[ 1.13580247 21.86419753] ; [ 2.86419753 55.13580247],0
d4,1,0.88659,0.020341,[17  6] ; [43 14],[17.25  5.75] ; [42.75 14.25],0
a8,1,0.889124,0.019436,[ 1 21] ; [ 2 50],[ 0.89189189 21.10810811] ; [ 2.10810811 49.89189189],0
n5,1,0.891196,0.018712,[ 6 17] ; [16 42],[ 6.24691358 16.75308642] ; [15.75308642 42.24691358],0
b5,1,0.920231,0.010029,[14  9] ; [36 22],[14.19753086  8.80246914] ; [35.80246914 22.19753086],0
s1,1,0.991362,0.000117,[ 2 21] ; [ 5 53],[ 1.98765432 21.01234568] ; [ 5.01234568 52.98765432],0
u3,1,1.0,0.0,[7 6] ; [14 12],[7. 6.] ; [14. 12.],0
