Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a6,1,1.6e-05,18.647851,[83 22] ; [13 20],[73.04347826 31.95652174] ; [22.95652174 10.04347826],1
a2,1,0.14925,2.079904,[21 84] ; [ 3 30],[18.26086957 86.73913043] ; [ 5.73913043 27.26086957],0
u2,1,0.187842,1.734462,[24 14] ; [7 9],[21.81481481 16.18518519] ; [9.18518519 6.81481481],0
s7,1,0.191968,1.70245,[48 53] ; [11 21],[44.80451128 56.19548872] ; [14.19548872 17.80451128],0
r2,1,0.221633,1.493766,[98  6] ; [29  4],[96.40875912  7.59124088] ; [30.59124088  2.40875912],0
p9,1,0.229517,1.44385,[84 18] ; [24  9],[81.6 20.4] ; [26.4  6.6],0
b1,1,0.244978,1.351719,[33 72] ; [14 19],[35.76086957 69.23913043] ; [11.23913043 21.76086957],0
n2,1,0.25873,1.275538,[26 11] ; [12  2],[27.56862745  9.43137255] ; [10.43137255  3.56862745],0
p3,1,0.285659,1.139967,[43 62] ; [17 16],[45.65217391 59.34782609] ; [14.34782609 18.65217391],0
a3,1,0.289052,1.124033,[65 40] ; [17 16],[62.39130435 42.60869565] ; [19.60869565 13.39130435],0
b4,1,0.339864,0.910943,[67 38] ; [18 15],[64.67391304 40.32608696] ; [20.32608696 12.67391304],0
b3,1,0.341478,0.904874,[17 30] ; [ 4 13],[15.421875 31.578125] ; [ 5.578125 11.421875],0
b2,1,0.341478,0.904874,[17 30] ; [ 4 13],[15.421875 31.578125] ; [ 5.578125 11.421875],0
s1,1,0.387971,0.745292,[  1 103] ; [ 1 32],[  1.51824818 102.48175182] ; [ 0.48175182 32.51824818],0
r4,1,0.398896,0.711652,[92 13] ; [27  6],[90.54347826 14.45652174] ; [28.45652174  4.54347826],0
p10,1,0.418855,0.653526,[79 24] ; [23 10],[77.25 25.75] ; [24.75  8.25],0
a8,1,0.429421,0.62439,[ 3 93] ; [ 2 30],[ 3.75 92.25] ; [ 1.25 30.75],0
s4,1,0.458376,0.549856,[34 71] ; [13 20],[35.76086957 69.23913043] ; [11.23913043 21.76086957],0
a4,1,0.458376,0.549856,[34 71] ; [13 20],[35.76086957 69.23913043] ; [11.23913043 21.76086957],0
a5,1,0.473859,0.512963,[66 39] ; [23 10],[67.7173913 37.2826087] ; [21.2826087 11.7173913],0
p8,1,0.485655,0.486139,[49 54] ; [18 15],[50.74264706 52.25735294] ; [16.25735294 16.74264706],0
s8,1,0.523664,0.406671,[48 57] ; [13 20],[46.41304348 58.58695652] ; [14.58695652 18.41304348],0
v1,1,0.54279,0.370393,[49 52] ; [14 19],[47.48507463 53.51492537] ; [15.51492537 17.48507463],0
n6,1,0.571456,0.320252,[71 32] ; [21 12],[69.67647059 33.32352941] ; [22.32352941 10.67647059],0
d5,1,0.60396,0.269064,[81 24] ; [24  9],[79.89130435 25.10869565] ; [25.10869565  7.89130435],0
p12,1,0.670489,0.181031,[  5 100] ; [ 1 32],[  4.56521739 100.43478261] ; [ 1.43478261 31.56521739],0
p4,1,0.683287,0.166449,[53 52] ; [18 15],[54.02173913 50.97826087] ; [16.97826087 16.02173913],0
p5,1,0.692006,0.156922,[  5 100] ; [ 1 31],[  4.59854015 100.40145985] ; [ 1.40145985 30.59854015],0
d2,1,0.739469,0.110594,[38 67] ; [13 20],[38.80434783 66.19565217] ; [12.19565217 20.80434783],0
n3,1,0.824412,0.049228,[25 12] ; [9 5],[24.66666667 12.33333333] ; [9.33333333 4.66666667],0
r3,1,0.827618,0.047418,[100   4] ; [32  1],[100.20437956   3.79562044] ; [31.79562044  1.20437956],0
p7,1,0.838029,0.041785,[59 40] ; [19 14],[58.5 40.5] ; [19.5 13.5],0
p11,1,0.919788,0.010141,[69 36] ; [22 11],[69.23913043 35.76086957] ; [21.76086957 11.23913043],0
n5,1,0.934527,0.006749,[37 67] ; [12 21],[37.19708029 66.80291971] ; [11.80291971 21.19708029],0
s2,1,0.935528,0.006544,[66 39] ; [21 12],[66.19565217 38.80434783] ; [20.80434783 12.19565217],0
