Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s7,1,0.0,34.074059,[75  8] ; [16 23],[61.90983607 21.09016393] ; [29.09016393  9.90983607],1
a1,1,0.230821,1.435792,[10 77] ; [ 2 39],[ 8.15625 78.84375] ; [ 3.84375 37.15625],0
d5,1,0.233606,1.41877,[76 10] ; [33  8],[73.81102362 12.18897638] ; [35.18897638  5.81102362],0
n1,1,0.257757,1.280763,[ 8 11] ; [1 5],[ 6.84 12.16] ; [2.16 3.84],0
u2,1,0.262871,1.253571,[10  4] ; [6 6],[8.61538462 5.38461538] ; [7.38461538 4.61538462],0
p8,1,0.298967,1.078796,[63 23] ; [25 14],[60.544 25.456] ; [27.456 11.544],0
s4,1,0.300035,1.074037,[20 67] ; [ 6 34],[17.81102362 69.18897638] ; [ 8.18897638 31.81102362],0
b5,1,0.335538,0.927404,[43 44] ; [24 17],[45.5390625 41.4609375] ; [21.4609375 19.5390625],0
p4,1,0.354183,0.858415,[69 18] ; [28 11],[66.97619048 20.02380952] ; [30.02380952  8.97619048],0
p2,1,0.355857,0.852463,[77 10] ; [33  7],[75.35433071 11.64566929] ; [34.64566929  5.35433071],0
p12,1,0.383734,0.758705,[14 73] ; [ 9 31],[15.75590551 71.24409449] ; [ 7.24409449 32.75590551],0
v2,1,0.383734,0.758705,[73 14] ; [31  9],[71.24409449 15.75590551] ; [32.75590551  7.24409449],0
p3,1,0.389879,0.739318,[59 28] ; [24 16],[56.85826772 30.14173228] ; [26.14173228 13.85826772],0
r3,1,0.418184,0.655413,[85  2] ; [38  2],[84.25984252  2.74015748] ; [38.74015748  1.25984252],0
p11,1,0.43117,0.619671,[71 16] ; [31 10],[69.328125 17.671875] ; [32.671875  8.328125],0
d2,1,0.45034,0.569797,[45 42] ; [23 16],[46.95238095 40.04761905] ; [21.04761905 17.95238095],0
r1,1,0.465047,0.533721,[79  7] ; [36  5],[77.87401575  8.12598425] ; [37.12598425  3.87401575],0
u1,1,0.535827,0.383329,[21 66] ; [12 29],[22.4296875 64.5703125] ; [10.5703125 30.4296875],0
d3,1,0.535827,0.383329,[66 21] ; [29 12],[64.5703125 22.4296875] ; [30.4296875 10.5703125],0
b3,1,0.648942,0.207237,[22 28] ; [10 10],[22.85714286 27.14285714] ; [ 9.14285714 10.85714286],0
b2,1,0.648942,0.207237,[22 28] ; [10 10],[22.85714286 27.14285714] ; [ 9.14285714 10.85714286],0
a6,1,0.657067,0.197106,[60 26] ; [27 14],[58.91338583 27.08661417] ; [28.08661417 12.91338583],0
a4,1,0.665485,0.186929,[46 41] ; [20 21],[44.859375 42.140625] ; [21.140625 19.859375],0
p5,1,0.709008,0.13927,[29 58] ; [12 28],[28.08661417 58.91338583] ; [12.91338583 27.08661417],0
n4,1,0.756735,0.095958,[74 13] ; [34  7],[73.40625 13.59375] ; [34.59375  6.40625],0
r4,1,0.759447,0.093763,[84  3] ; [40  1],[84.28125  2.71875] ; [39.71875  1.28125],0
r2,1,0.759447,0.093763,[84  3] ; [40  1],[84.28125  2.71875] ; [39.71875  1.28125],0
a8,1,0.776829,0.080346,[ 8 72] ; [ 3 33],[ 7.5862069 72.4137931] ; [ 3.4137931 32.5862069],0
n6,1,0.817638,0.053169,[80  5] ; [39  2],[80.27777778  4.72222222] ; [38.72222222  2.27777778],0
a2,1,0.943189,0.005078,[26 61] ; [12 29],[25.828125 61.171875] ; [12.171875 28.828125],0
s1,1,0.952332,0.003573,[ 2 84] ; [ 1 39],[ 2.04761905 83.95238095] ; [ 0.95238095 39.04761905],0
