Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.00824,6.980624,[ 5 21] ; [6 3],[ 8.17142857 17.82857143] ; [2.82857143 6.17142857],0
s1,1,0.429853,0.623219,[ 3 23] ; [2 7],[ 3.71428571 22.28571429] ; [1.28571429 7.71428571],0
d3,1,0.456308,0.554936,[18  8] ; [5 4],[17.08571429  8.91428571] ; [5.91428571 3.08571429],0
n5,1,0.490021,0.47648,[17  9] ; [7 2],[17.82857143  8.17142857] ; [6.17142857 2.82857143],0
d4,1,0.490021,0.47648,[17  9] ; [7 2],[17.82857143  8.17142857] ; [6.17142857 2.82857143],0
d2,1,0.49169,0.472827,[11 15] ; [5 4],[11.88571429 14.11428571] ; [4.11428571 4.88571429],0
b2,1,0.520146,0.413603,[ 7 13] ; [1 4],[ 6.4 13.6] ; [1.6 3.4],0
b3,1,0.520146,0.413603,[ 7 13] ; [1 4],[ 6.4 13.6] ; [1.6 3.4],0
v3,1,0.543999,0.368179,[ 6 20] ; [3 6],[ 6.68571429 19.31428571] ; [2.31428571 6.68571429],0
s4,1,0.577484,0.31032,[ 5 21] ; [1 8],[ 4.45714286 21.54285714] ; [1.54285714 7.45714286],0
p11,1,0.598901,0.276657,[ 9 17] ; [4 5],[ 9.65714286 16.34285714] ; [3.34285714 5.65714286],0
p3,1,0.598901,0.276657,[ 9 17] ; [4 5],[ 9.65714286 16.34285714] ; [3.34285714 5.65714286],0
p4,1,0.598901,0.276657,[ 9 17] ; [4 5],[ 9.65714286 16.34285714] ; [3.34285714 5.65714286],0
a5,1,0.6247,0.239316,[18  8] ; [7 2],[18.57142857  7.42857143] ; [6.42857143 2.57142857],0
d1,1,0.626688,0.236579,[12 14] ; [5 4],[12.62857143 13.37142857] ; [4.37142857 4.62857143],0
a1,1,0.638994,0.220061,[ 4 22] ; [2 7],[ 4.45714286 21.54285714] ; [1.54285714 7.45714286],0
u3,1,0.735317,0.114286,[5 4] ; [2 1],[5.25 3.75] ; [1.75 1.25],0
u1,1,0.752172,0.099715,[ 2 24] ; [1 8],[ 2.22857143 23.77142857] ; [0.77142857 8.22857143],0
r1,1,0.773795,0.082607,[13 13] ; [5 4],[13.37142857 12.62857143] ; [4.62857143 4.37142857],0
v2,1,0.780931,0.077343,[ 7 19] ; [2 7],[ 6.68571429 19.31428571] ; [2.31428571 6.68571429],0
a6,1,0.783758,0.075309,[16 10] ; [6 3],[16.34285714  9.65714286] ; [5.65714286 3.34285714],0
a3,1,0.816571,0.053804,[17  7] ; [6 3],[16.72727273  7.27272727] ; [6.27272727 2.72727273],0
n3,1,0.875975,0.024359,[7 6] ; [3 3],[6.84210526 6.15789474] ; [3.15789474 2.84210526],0
d5,1,0.886436,0.020396,[18  8] ; [6 3],[17.82857143  8.17142857] ; [6.17142857 2.82857143],0
b4,1,0.886436,0.020396,[18  8] ; [6 3],[17.82857143  8.17142857] ; [6.17142857 2.82857143],0
n1,1,0.911008,0.012492,[9 4] ; [4 2],[8.89473684 4.10526316] ; [4.10526316 1.89473684],0
p8,1,0.921521,0.009706,[12 13] ; [4 4],[12.12121212 12.87878788] ; [3.87878788 4.12121212],0
