Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,33.180163,[ 8 26] ; [102  32],[22.26190476 11.73809524] ; [87.73809524 46.26190476],1
d4,1,0.021142,5.315009,[20 14] ; [104  29],[25.24550898  8.75449102] ; [98.75449102 34.24550898],0
v2,1,0.027493,4.859581,[ 8 25] ; [59 71],[13.56441718 19.43558282] ; [53.43558282 76.56441718],0
p7,1,0.03423,4.48319,[ 7 27] ; [53 79],[12.28915663 21.71084337] ; [47.71084337 84.28915663],0
s5,1,0.047145,3.940216,[ 5 28] ; [41 84],[ 9.60759494 23.39240506] ; [36.39240506 88.60759494],0
s3,1,0.085616,2.954936,[11 22] ; [67 67],[15.41317365 17.58682635] ; [62.58682635 71.41317365],0
a6,1,0.087418,2.921285,[16 18] ; [84 49],[20.35928144 13.64071856] ; [79.64071856 53.35928144],0
p4,1,0.106748,2.601715,[ 8 26] ; [51 82],[12.01197605 21.98802395] ; [46.98802395 86.01197605],0
v1,1,0.121843,2.393467,[ 9 25] ; [54 78],[12.90361446 21.09638554] ; [50.09638554 81.90361446],0
p1,1,0.132232,2.266103,[ 5 29] ; [  9 125],[ 2.83333333 31.16666667] ; [ 11.16666667 122.83333333],0
a2,1,0.140407,2.173489,[ 5 29] ; [36 98],[ 8.29761905 25.70238095] ; [ 32.70238095 101.29761905],0
d1,1,0.144939,2.124725,[12 22] ; [66 68],[15.78571429 18.21428571] ; [62.21428571 71.78571429],0
a5,1,0.15205,2.05156,[17 17] ; [85 49],[20.64285714 13.35714286] ; [81.35714286 52.64285714],0
a3,1,0.156962,2.003253,[18 15] ; [90 43],[21.46987952 11.53012048] ; [86.53012048 46.46987952],0
n2,1,0.176808,1.824248,[ 8 10] ; [35 21],[10.45945946  7.54054054] ; [32.54054054 23.45945946],0
a4,1,0.179629,1.800691,[11 22] ; [62 72],[14.4251497 18.5748503] ; [58.5748503 75.4251497],0
v3,1,0.206084,1.598724,[ 6 27] ; [37 90],[ 8.86875 24.13125] ; [34.13125 92.86875],0
n5,1,0.252219,1.31097,[23 11] ; [75 57],[20.07228916 13.92771084] ; [77.92771084 54.07228916],0
s4,1,0.284761,1.144225,[ 5 29] ; [ 31 103],[ 7.28571429 26.71428571] ; [ 28.71428571 105.28571429],0
p12,1,0.294961,1.096838,[ 1 33] ; [  1 132],[ 0.40718563 33.59281437] ; [  1.59281437 131.40718563],0
b2,1,0.297988,1.083176,[11 14] ; [22 46],[ 8.87096774 16.12903226] ; [24.12903226 43.87096774],0
b3,1,0.297988,1.083176,[11 14] ; [22 46],[ 8.87096774 16.12903226] ; [24.12903226 43.87096774],0
p3,1,0.347519,0.882497,[ 8 26] ; [42 90],[10.24096386 23.75903614] ; [39.75903614 92.24096386],0
p6,1,0.350594,0.871304,[ 5 28] ; [ 30 103],[ 6.95783133 26.04216867] ; [ 28.04216867 104.95783133],0
b1,1,0.357082,0.848128,[22 12] ; [75 59],[19.63095238 14.36904762] ; [77.36904762 56.63095238],0
n1,1,0.367543,0.811956,[ 8 10] ; [18 37],[ 6.4109589 11.5890411] ; [19.5890411 35.4109589],0
a8,1,0.49244,0.47119,[ 5 29] ; [ 13 111],[ 3.87341772 30.12658228] ; [ 14.12658228 109.87341772],0
d2,1,0.612752,0.256187,[15 18] ; [67 66],[16.30120482 16.69879518] ; [65.69879518 67.30120482],0
p5,1,0.819045,0.052337,[ 1 33] ; [  5 128],[ 1.22155689 32.77844311] ; [  4.77844311 128.22155689],0
s1,1,0.92692,0.008413,[ 3 31] ; [ 11 121],[ 2.86746988 31.13253012] ; [ 11.13253012 120.86746988],0
b4,1,0.996346,2.1e-05,[18 16] ; [71 63],[18.01190476 15.98809524] ; [70.98809524 63.01190476],0
