Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p9,1,2e-06,22.804086,[29 27] ; [130  25],[42.19905213 13.80094787] ; [116.80094787  38.19905213],1
r3,1,0.258425,1.277176,[53  6] ; [147   9],[54.88372093  4.11627907] ; [145.11627907  10.88372093],0
r1,1,0.268982,1.221933,[39 20] ; [115  41],[42.26046512 16.73953488] ; [111.73953488  44.26046512],0
p5,1,0.273268,1.200267,[ 1 57] ; [  8 149],[ 2.42790698 55.57209302] ; [  6.57209302 150.42790698],0
b1,1,0.280239,1.165929,[23 36] ; [ 49 108],[19.66666667 39.33333333] ; [ 52.33333333 104.66666667],0
v1,1,0.299868,1.074781,[21 38] ; [66 86],[24.32701422 34.67298578] ; [62.67298578 89.32701422],0
a8,1,0.301008,1.069724,[ 1 57] ; [  7 137],[ 2.2970297 55.7029703] ; [  5.7029703 138.2970297],0
n1,1,0.312533,1.019941,[10 18] ; [13 39],[ 8.05 19.95] ; [14.95 37.05],0
r4,1,0.331473,0.943135,[48 11] ; [136  21],[50.25925926  8.74074074] ; [133.74074074  23.25925926],0
a1,1,0.34814,0.880225,[ 3 56] ; [  4 153],[ 1.91203704 57.08796296] ; [  5.08796296 151.91203704],0
n5,1,0.366285,0.816228,[17 41] ; [ 56 100],[19.78504673 38.21495327] ; [ 53.21495327 102.78504673],0
d1,1,0.381487,0.765903,[25 34] ; [77 80],[27.86111111 31.13888889] ; [74.13888889 82.86111111],0
v2,1,0.430183,0.622331,[25 30] ; [77 72],[27.5 27.5] ; [74.5 74.5],0
p6,1,0.431625,0.618447,[12 47] ; [ 39 114],[14.19339623 44.80660377] ; [ 36.80660377 116.19339623],0
d4,1,0.4369,0.60441,[44 15] ; [124  32],[46.10232558 12.89767442] ; [121.89767442  34.10232558],0
u4,1,0.469458,0.523251,[ 1 58] ; [  1 156],[ 0.5462963 58.4537037] ; [  1.4537037 155.5462963],0
s7,1,0.506773,0.440724,[16 39] ; [ 52 101],[17.98076923 37.01923077] ; [ 50.01923077 102.98076923],0
n2,1,0.509399,0.435301,[19 10] ; [37 14],[20.3  8.7] ; [35.7 15.3],0
d5,1,0.569687,0.323206,[45 14] ; [113  43],[43.35813953 15.64186047] ; [114.64186047  41.35813953],0
u3,1,0.60094,0.273581,[16  7] ; [40 23],[14.97674419  8.02325581] ; [41.02325581 21.97674419],0
s2,1,0.619087,0.247153,[25 34] ; [72 84],[26.61860465 32.38139535] ; [70.38139535 85.61860465],0
p12,1,0.721981,0.126602,[ 2 56] ; [  4 153],[ 1.61860465 56.38139535] ; [  4.38139535 152.61860465],0
b2,1,0.758452,0.094565,[10 20] ; [23 53],[ 9.33962264 20.66037736] ; [23.66037736 52.33962264],0
b3,1,0.758452,0.094565,[10 20] ; [23 53],[ 9.33962264 20.66037736] ; [23.66037736 52.33962264],0
u2,1,0.78038,0.077743,[12 11] ; [35 28],[12.56976744 10.43023256] ; [34.43023256 28.56976744],0
p1,1,0.781493,0.076937,[ 4 55] ; [  9 147],[ 3.56744186 55.43255814] ; [  9.43255814 146.56744186],0
a3,1,0.785403,0.074139,[36 23] ; [92 64],[35.1255814 23.8744186] ; [92.8744186 63.1255814],0
a5,1,0.81109,0.057131,[32 27] ; [88 69],[32.77777778 26.22222222] ; [87.22222222 69.77777778],0
b4,1,0.830537,0.045802,[34 25] ; [93 64],[34.68981481 24.31018519] ; [92.31018519 64.68981481],0
s4,1,0.881415,0.022253,[16 43] ; [ 41 116],[15.56944444 43.43055556] ; [ 41.43055556 115.56944444],0
s5,1,0.885394,0.020775,[17 38] ; [ 46 108],[16.57894737 38.42105263] ; [ 46.42105263 107.57894737],0
v3,1,0.937007,0.006246,[14 41] ; [ 39 111],[14.2195122 40.7804878] ; [ 38.7804878 111.2195122],0
a2,1,0.971879,0.001243,[ 8 51] ; [ 21 136],[ 7.9212963 51.0787037] ; [ 21.0787037 135.9212963],0
