Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a6,1,0.0,71.196744,[47 71] ; [291  70],[83.2651357 34.7348643] ; [254.7348643 106.2651357],1
u2,1,0.353239,0.861789,[12 13] ; [52 37],[14.03508772 10.96491228] ; [49.96491228 39.03508772],0
u4,1,0.356223,0.851167,[  4 114] ; [  7 356],[  2.6985447 115.3014553] ; [  8.3014553 354.6985447],0
n3,1,0.415752,0.662292,[22  5] ; [53 19],[20.45454545  6.54545455] ; [54.54545455 17.45454545],0
n4,1,0.436928,0.604337,[94 22] ; [281  81],[91.0041841 24.9958159] ; [283.9958159  78.0041841],0
p6,1,0.442555,0.589649,[40 71] ; [142 212],[43.44516129 67.55483871] ; [138.55483871 215.44516129],0
a8,1,0.482029,0.494269,[ 14 100] ; [ 47 267],[16.24766355 97.75233645] ; [ 44.75233645 269.24766355],0
s8,1,0.510556,0.432927,[59 58] ; [168 190],[55.91368421 61.08631579] ; [171.08631579 186.91368421],0
p3,1,0.519216,0.415449,[60 56] ; [198 161],[63.00631579 52.99368421] ; [194.99368421 164.00631579],0
a3,1,0.572774,0.318063,[92 26] ; [273  89],[89.72916667 28.27083333] ; [275.27083333  86.72916667],0
p5,1,0.591537,0.28795,[ 12 104] ; [ 44 317],[ 13.61844864 102.38155136] ; [ 42.38155136 318.61844864],0
s1,1,0.615558,0.25216,[  2 114] ; [  9 346],[  2.70912951 113.29087049] ; [  8.29087049 346.70912951],0
a1,1,0.693364,0.155467,[  8 110] ; [ 21 342],[  7.11434511 110.88565489] ; [ 21.88565489 341.11434511],0
s2,1,0.705514,0.142799,[64 54] ; [187 171],[62.22268908 55.77731092] ; [188.77731092 169.22268908],0
s4,1,0.709034,0.139244,[ 16 101] ; [ 54 304],[17.24210526 99.75789474] ; [ 52.75789474 305.24210526],0
v3,1,0.807007,0.059677,[66 49] ; [198 155],[64.87179487 50.12820513] ; [199.12820513 153.87179487],0
n5,1,0.880384,0.022645,[88 27] ; [273  87],[87.4 27.6] ; [273.6  86.4],0
d5,1,0.898364,0.016314,[100  18] ; [305  57],[99.5625 18.4375] ; [305.4375  56.5625],0
d2,1,0.898496,0.016272,[60 58] ; [186 175],[60.60125261 57.39874739] ; [185.39874739 175.60125261],0
n1,1,0.925049,0.00885,[ 8 17] ; [22 49],[ 7.8125 17.1875] ; [22.1875 48.8125],0
n2,1,0.92916,0.007904,[20  6] ; [54 17],[19.83505155  6.16494845] ; [54.16494845 16.83505155],0
p8,1,0.938187,0.006014,[62 50] ; [198 157],[62.35546039 49.64453961] ; [197.64453961 157.35546039],0
s7,1,0.983932,0.000406,[59 52] ; [183 162],[58.90789474 52.09210526] ; [183.09210526 161.90789474],0
