Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p8,1,0.0,82.155661,[ 56 123] ; [301 123],[105.97512438  73.02487562] ; [251.02487562 172.97512438],1
r3,1,0.070622,3.268495,[171   8] ; [417   8],[174.25827815   4.74172185] ; [413.74172185  11.25827815],0
b4,1,0.070633,3.268237,[116  64] ; [242 186],[105.98684211  74.01315789] ; [252.01315789 175.98684211],0
b5,1,0.075235,3.164935,[117  63] ; [245 183],[107.17105263  72.82894737] ; [254.82894737 173.17105263],0
b1,1,0.101522,2.681469,[ 58 122] ; [168 260],[ 66.90789474 113.09210526] ; [159.09210526 268.90789474],0
v2,1,0.11115,2.537793,[94 78] ; [255 158],[102.61196581  69.38803419] ; [246.38803419 166.61196581],0
v1,1,0.11805,2.443007,[92 83] ; [250 170],[100.58823529  74.41176471] ; [241.41176471 178.58823529],0
s4,1,0.118513,2.436864,[ 21 157] ; [ 71 351],[ 27.29333333 150.70666667] ; [ 64.70666667 357.29333333],0
v4,1,0.16406,1.9364,[171   8] ; [414  10],[173.65671642   5.34328358] ; [411.34328358  12.65671642],0
s2,1,0.18252,1.776988,[83 92] ; [227 198],[90.41666667 84.58333333] ; [219.58333333 205.41666667],0
n4,1,0.201059,1.634667,[139  41] ; [349  78],[144.71169687  35.28830313] ; [343.28830313  83.71169687],0
d1,1,0.211964,1.557963,[106  74] ; [275 153],[112.79605263  67.20394737] ; [268.20394737 159.79605263],0
a4,1,0.215817,1.531973,[ 78 102] ; [208 218],[84.95049505 95.04950495] ; [201.04950495 224.95049505],0
s3,1,0.227061,1.45918,[96 81] ; [252 171],[102.66  74.34] ; [245.34 177.66],0
d4,1,0.240478,1.377788,[148  31] ; [368  58],[152.6677686  26.3322314] ; [363.3322314  62.6677686],0
b3,1,0.264862,1.243166,[34 67] ; [106 159],[38.63387978 62.36612022] ; [101.36612022 163.63387978],0
b2,1,0.264862,1.243166,[34 67] ; [106 159],[38.63387978 62.36612022] ; [101.36612022 163.63387978],0
d3,1,0.282708,1.154026,[127  53] ; [320 108],[132.33552632  47.66447368] ; [314.66447368 113.33552632],0
s1,1,0.289622,1.121378,[  7 171] ; [ 10 413],[  5.03494176 172.96505824] ; [ 11.96505824 411.03494176],0
d2,1,0.303919,1.056921,[85 93] ; [224 204],[90.76237624 87.23762376] ; [218.23762376 209.76237624],0
n2,1,0.317946,0.997379,[32 15] ; [55 17],[34.36134454 12.63865546] ; [52.63865546 19.36134454],0
a7,1,0.374216,0.789617,[139  40] ; [317 110],[134.69306931  44.30693069] ; [321.30693069 105.69306931],0
d5,1,0.432618,0.615785,[148  32] ; [362  65],[151.23558484  28.76441516] ; [358.76441516  68.23558484],0
a6,1,0.548243,0.360475,[130  50] ; [298 129],[126.91927512  53.08072488] ; [301.08072488 125.91927512],0
n1,1,0.565322,0.330573,[18 30] ; [23 48],[16.53781513 31.46218487] ; [24.46218487 46.53781513],0
r2,1,0.608796,0.261932,[173   7] ; [410  13],[174.02985075   5.97014925] ; [408.97014925  14.02985075],0
u4,1,0.724122,0.124577,[  3 177] ; [  9 419],[  3.55263158 176.44736842] ; [  8.44736842 419.55263158],0
p12,1,0.726929,0.121951,[ 14 165] ; [ 37 389],[ 15.0892562 163.9107438] ; [ 35.9107438 390.0892562],0
u3,1,0.737257,0.112552,[37 22] ; [57 38],[36.01298701 22.98701299] ; [57.98701299 37.01298701],0
p1,1,0.799465,0.064536,[ 18 161] ; [ 40 386],[ 17.16033058 161.83966942] ; [ 40.83966942 385.16033058],0
u2,1,0.994736,4.4e-05,[33 25] ; [54 41],[32.98039216 25.01960784] ; [54.01960784 40.98039216],0
