Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s3,1,2.9e-05,17.454545,[8 2] ; [ 8 42],[2.66666667 7.33333333] ; [13.33333333 36.66666667],1
a5,1,0.639213,0.219773,[6 4] ; [27 25],[5.32258065 4.67741935] ; [27.67741935 24.32258065],0
v4,1,0.639213,0.219773,[6 4] ; [27 25],[5.32258065 4.67741935] ; [27.67741935 24.32258065],0
d4,1,0.653214,0.201872,[5 5] ; [30 22],[5.64516129 4.35483871] ; [29.35483871 22.64516129],0
b2,1,0.700228,0.148235,[2 4] ; [15 21],[2.42857143 3.57142857] ; [14.57142857 21.42857143],0
b3,1,0.700228,0.148235,[2 4] ; [15 21],[2.42857143 3.57142857] ; [14.57142857 21.42857143],0
a2,1,0.764912,0.089423,[1 9] ; [ 7 45],[1.29032258 8.70967742] ; [ 6.70967742 45.29032258],0
p1,1,0.764912,0.089423,[1 9] ; [ 7 45],[1.29032258 8.70967742] ; [ 6.70967742 45.29032258],0
d2,1,0.766636,0.088077,[4 6] ; [23 28],[4.42622951 5.57377049] ; [22.57377049 28.42622951],0
r2,1,0.80269,0.062434,[5 4] ; [30 20],[5.33898305 3.66101695] ; [29.66101695 20.33898305],0
d1,1,0.867531,0.027821,[3 7] ; [17 35],[3.22580645 6.77419355] ; [16.77419355 35.22580645],0
a3,1,0.944855,0.004784,[6 4] ; [30 21],[5.90163934 4.09836066] ; [30.09836066 20.90163934],0
p10,1,0.944855,0.004784,[4 6] ; [21 30],[4.09836066 5.90163934] ; [20.90163934 30.09836066],0
n1,1,0.953847,0.00335,[2 3] ; [12 17],[2.05882353 2.94117647] ; [11.94117647 17.05882353],0
s5,1,0.970374,0.001379,[1 8] ; [ 6 46],[1.03278689 7.96721311] ; [ 5.96721311 46.03278689],0
