Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p8,1,0.000547,11.946843,[ 9 46] ; [16 15],[15.98837209 39.01162791] ; [ 9.01162791 21.98837209],1
u3,1,0.72759,0.121336,[11  7] ; [6 5],[10.55172414  7.44827586] ; [6.44827586 4.55172414],0
d3,1,0.73247,0.116856,[34 21] ; [18 13],[33.25581395 21.74418605] ; [18.74418605 12.25581395],0
p9,1,0.738353,0.11158,[34 19] ; [21 10],[34.70238095 18.29761905] ; [20.29761905 10.70238095],0
n1,1,0.765688,0.088816,[ 5 13] ; [3 6],[ 5.33333333 12.66666667] ; [2.66666667 6.33333333],0
s7,1,0.7882,0.072172,[24 30] ; [12 17],[23.42168675 30.57831325] ; [12.57831325 16.42168675],0
a3,1,0.795152,0.067406,[37 18] ; [20 11],[36.45348837 18.54651163] ; [20.54651163 10.45348837],0
r3,1,0.84953,0.035993,[52  3] ; [29  2],[51.80232558  3.19767442] ; [29.19767442  1.80232558],0
p1,1,0.84953,0.035993,[ 3 52] ; [ 2 29],[ 3.19767442 51.80232558] ; [ 1.80232558 29.19767442],0
n2,1,0.856395,0.032749,[12  6] ; [7 3],[12.21428571  5.78571429] ; [6.78571429 3.21428571],0
a6,1,0.860749,0.030773,[33 22] ; [18 13],[32.61627907 22.38372093] ; [18.38372093 12.61627907],0
p11,1,0.906457,0.013808,[33 22] ; [19 12],[33.25581395 21.74418605] ; [18.74418605 12.25581395],0
d5,1,0.911403,0.012381,[42 13] ; [24  7],[42.20930233 12.79069767] ; [23.79069767  7.20930233],0
p10,1,0.919131,0.010308,[36 18] ; [21 10],[36.21176471 17.78823529] ; [20.78823529 10.21176471],0
v1,1,0.919485,0.010218,[25 29] ; [14 17],[24.77647059 29.22352941] ; [14.22352941 16.77647059],0
u4,1,0.920639,0.009926,[ 2 53] ; [ 1 30],[ 1.91860465 53.08139535] ; [ 1.08139535 29.91860465],0
a1,1,0.928361,0.008083,[ 5 50] ; [ 3 28],[ 5.11627907 49.88372093] ; [ 2.88372093 28.11627907],0
s2,1,0.950011,0.00393,[27 28] ; [15 16],[26.86046512 28.13953488] ; [15.13953488 15.86046512],0
b3,1,0.973032,0.001143,[10 21] ; [ 7 15],[ 9.94339623 21.05660377] ; [ 7.05660377 14.94339623],0
b2,1,0.973032,0.001143,[10 21] ; [ 7 15],[ 9.94339623 21.05660377] ; [ 7.05660377 14.94339623],0
v4,1,0.981285,0.00055,[48  7] ; [27  4],[47.96511628  7.03488372] ; [27.03488372  3.96511628],0
