Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v4,1,0.0,111.494818,[569   8] ; [33 15],[555.7664  21.2336] ; [46.2336  1.7664],1
p5,1,0.321104,0.984445,[ 78 495] ; [10 44],[ 80.42105263 492.57894737] ; [ 7.57894737 46.42105263],0
b1,1,0.325504,0.966702,[197 381] ; [22 32],[200.28797468 377.71202532] ; [18.71202532 35.28797468],0
u1,1,0.338277,0.916951,[105 473] ; [ 7 47],[102.43037975 475.56962025] ; [ 9.56962025 44.43037975],0
u3,1,0.341582,0.904486,[91 59] ; [11 11],[88.95348837 61.04651163] ; [13.04651163  8.95348837],0
p9,1,0.375113,0.786656,[550  27] ; [50  4],[548.65293185  28.34706815] ; [51.34706815  2.65293185],0
s4,1,0.383801,0.758491,[ 92 479] ; [11 42],[ 94.25160256 476.74839744] ; [ 8.74839744 44.25160256],0
b3,1,0.395149,0.723039,[145 212] ; [12 24],[142.61832061 214.38167939] ; [14.38167939 21.61832061],0
b2,1,0.395149,0.723039,[145 212] ; [12 24],[142.61832061 214.38167939] ; [14.38167939 21.61832061],0
b4,1,0.490695,0.475002,[336 242] ; [34 20],[338.38607595 239.61392405] ; [31.61392405 22.38607595],0
a4,1,0.574132,0.315817,[258 319] ; [22 32],[256.03803487 320.96196513] ; [23.96196513 30.03803487],0
s7,1,0.642799,0.2151,[286 270] ; [25 27],[284.40131579 271.59868421] ; [26.59868421 25.40131579],0
p1,1,0.6451,0.212133,[ 53 523] ; [ 6 48],[ 53.94285714 522.05714286] ; [ 5.05714286 48.94285714],0
a1,1,0.706207,0.142095,[ 28 550] ; [ 2 52],[ 27.43670886 550.56329114] ; [ 2.56329114 51.43670886],0
n2,1,0.714145,0.134172,[72 24] ; [15  4],[72.62608696 23.37391304] ; [14.37391304  4.62608696],0
s1,1,0.730312,0.118825,[ 15 556] ; [ 1 53],[ 14.6176 556.3824] ; [ 1.3824 52.6176],0
u2,1,0.946126,0.004566,[94 56] ; [13  8],[93.85964912 56.14035088] ; [13.14035088  7.85964912],0
